"That's another Hypothetical, isn't it?	「これは別の仮言的命題ではないでしょうか？
And, if I failed to see its truth, I might accept A and B and C, and still not accept Z, mightn't I?"	それで、私がそれが真だと分らなければ、ＡとＢとＣを認めても、まだＺを認めないとは思いませんか？」
"You might,"	「そうだな。」
the candid hero admitted;	と正直な英雄は了承しました。
"though such obtuseness would certainly be phenominal.	「こんな鈍感さは確かに並ではないが。
Still, the event is possible.	それでも、ありうることではあるな。
So I must ask you to grant one more Hypothetical."	そこで僕は君にもうひとつ仮言的命題に同意を求めなければならない。」
"Very good.	「よくできました。
I'm quite willing to grant it, as soon as you've written it down.	あなたが書き留めさえしたら、喜んで同意しましょう。
We will call it	これを
(D) If A and B and C are true, Z must be true.	（Ｄ）ＡとＢとＣが真ならば、Ｚも真でなければならない。
"Have you entred that in your note-book?"	ノートに書き加えましたか？」
"I have!"	「書いた！」
Achilles joyfully exclaimed, as he ran the pencil into its sheath.	とアキレスは嬉しそうに叫んで、鉛筆をケースに納めました。
"And at last we've got to the end of this ideal race-course!	「こうして、僕らは遂にこのイデア的な競走路の終点に着いたぞ！
Now that you accept A and B and C and D, of course you accept Z."	さあ、君はＡとＢとＣとＤを認めるからには、もちろんＺを認めるよね。」
"Do I?"	「私が？」
said the Tortoise innocently.	と亀が無邪気に言いました。
"Let's make that quite clear.	「はっきりさせましょう。
I accept A and B and C and D.	私はＡとＢとＣとＤを認めます。
Suppose I still refuse to accept Z?"	でもまだＺを認めるのを拒否するとは思いませんか？」
"Then Logic would take you by the throat, and force you to do it!"	「論理が君の喉首を締めつけて、そうしろと強制しているんだ！」
Achilles triumphantly replied.	とアキレスは勝ち誇って返答しました。
"Logic would tell you	「論理が君に言っているんだ。
'You can't help yourself.	『どうしようもないぞ。
Now that you've accepted A and B and C and D, you must accept Z!"	さあＡとＢとＣとＤを認めるなら、Ｚも認めなければならない！』と。
So you've no choice, you see."	それで君には選択の余地なしってこと、わかるよね。」
"Whatever Logic is good enough to tell me is worth writing down,"	「私に聞かせる程よい論理ならなんであれ、書き込むだけの価値はありますね。」
said the Tortoise.	と亀は言いました。
"So enter it in your book, please.	「それではノートに書いてください。
We will call it	これを
(E) If A and B and C and D are true, Z must be true.	（Ｅ）ＡとＢとＣとＤが真ならば、Ｚも真でなければならない。
"Unitil I've granted that, of course, I needn't grant Z.	私がそれに同意しないなら、もちろん私はＺに同意する必要はありません。
So it's quite a necessary step,	だからそれは必要なステップですよ。
you see?"	おわかりですか？」
"I see,"	「わかったよ。」
said Achilles;	とアキレスは言いましたが、
and there was a touch of sadness in his tone.	その口調は悲しげでした。
Here the narrator, having pressing business at the Bank, was obliged to leave the happy pair,	ここで語り手は、銀行に火急の用事ができたので、幸せな二人組のもとを去らなくてはなりませんでした。
and did not again pass the spot until some months afterwards.	そして数ヵ月はその場所に戻って来ることもありませんでした。
When he did so, Achilles was still seated on the back of the much-enduring Tortoise, and was writing in his note-book, which appeared to be nearly full.	戻ってみると、アキレスはまだ我慢強い亀の背中に座り込んでいて、ノートに書き込んでいましたが、ノートはもうすぐいっぱいになりそうでした。
The Tortoise was saying	亀は言いました。
"Have you got that last step written down?	「最後のステップを書きましたか？
Unless I've lost count, that makes a thousand and one.	数え落しがなければ、千と一になりますよ。
There are several millions more to come.	これから更に数百万ありますからね。
And would you mind - a personal favor - considering what a lot of instruction this colloquy of ours will provide for the Logicians of the Nineteenth Century	私達のこの会話が--あなたのおかげで--十九世紀の論理学者にたくさんの教えを与えるようになるとは思いませんか？
- would you mind adopting a pun that my cousin the Mock-Turtle will then make, and allowing yourself to be re-named Taught-Us?"	私のいとこのマガイ海亀がこんなときにやる駄洒落で、名前をシンリヲツカメとでも変えたらどうです？」
"As you please!"	「好きにしたら！」
replied the weary warrior, in the hollow tones of dispair, as he buried his face in his hands.	と疲れきった戦士は絶望した空虚な声で答えて、顔を両手でおおいました。
"Provided that you, for your part, will adopt a pun the Mock-Turtle never made, and allow yourself to be re-named A Kill-Ease!"	「君こそ、マガイ海亀がやったこともない駄洒落で、アキレモウスに改名したら！」
