Mr. O'Connor had been engaged by Tierney's agent to canvass one part of the ward but, as the weather was inclement and his boots let in the wet, he spent a great part of the day sitting by the fire in the Committee Room in Wicklow Street with Jack, the old caretaker.	オコナー氏はティアニーの代理人に雇われて選挙区の一角を投票依頼して回っていたが、いやな天気ではあるし、彼の靴は雨を通すので、その日の大部分を老管理人、ジャックとともにウィクロウ・ストリートにある委員会室の火のそばに座って過ごした。
They had been sitting thus since e short day had grown dark.	彼らは短い日が暮れてからそうして座っていた。
It was the sixth of October, dismal and cold out of doors.	十月六日のこと、戸外は陰鬱で冷たかった。
Mr. O'Connor tore a strip off the card and, lighting it, lit his cigarette.	オコナー氏はカードから一片を引きちぎり、火をつけ、タバコに火をつけた。
As he did so the flame lit up a leaf of dark glossy ivy the lapel of his coat.	そうすると、炎が彼の上着の襟の暗色の光沢のあるツタの葉を照らした。
The old man watched him attentively and then, taking up the piece of cardboard again, began to fan the fire slowly while his companion smoked.	老人は彼を注意深くじっと見つめ、それから再び例のボール紙を取り上げ、話し相手がタバコを吸う間、ゆっくりと火をあおり始めた。
"Ah, yes,"	「ああ、そうさ、」
he said, continuing,	彼は続けて言った、
"it's hard to know what way to bring up children.	「子供の育て方ぁよくわからん。
Now who'd think he'd turn out like that!	まああいつがあんなふうになるだなんて誰が思うもんかね！
I sent him to the Christian Brothers and I done what I could him, and there he goes boosing about.	おれはあいつをクリスチャン・ブラザーズにやって、してやれっことをやって、それが大酒を飲み歩いて。
I tried to make him someway decent."	あいつをどうにかちゃんとしたもんにしてやろうとしたにな。」
He replaced the cardboard wearily.	彼は疲れてボール紙を元に戻した。
"Only I'm an old man now I'd change his tune for him.	「おれがほら、じじいでなきゃぁあいつのためにもあんな調子にさせとかんのだが。
I'd take the stick to his back and beat him while I could stand over hi	そばで見てやれる間は背中を鞭打って、叩いてやるんだが
--as I done many a time before.	−−前にしょっちゅうやったようにな。
The mother, you know, she cocks him up with this and that...."	母親がなあ、あれがあいつをあれやこれやでつけあがらせて・・・」
"That's what ruins children,"	「それが子供たちをだめにする」
said Mr. O'Connor.	とオコナー氏が言った。
"To be sure it is,"	「ちがいない」
said the old man.	と老人は言った。
"And little thanks you get for it, only impudence.	「それに感謝なんかされやしない、生意気なばっかりだ。
He takes th'upper hand of me whenever he sees I've a sup taken.	おれがちょっくら飲んでるのを見るといっつもえらそうにしやがる。
What's the world coming to when sons speaks that way to their fathers?"	息子が父親に向かってあんな口を利くとは世の中どうなってるんだ？」
"What age is he?"	「年はいくつ？」
said Mr. O'Connor.	とオコナー氏が言った。
"Nineteen,"	「十九」
said the old man.	と老人は言った。
"Why don't you put him to something?"	「どうして彼に何かさせないの？」
"Sure, amn't I never done at the drunken bowsy ever since he left school?	「そりゃもう、酔っ払いのチンピラにおれがやってこなかったってか？
'I won't keep you,'	『お前を養うつもりはないからな』
I says.	とおりゃ言ったよ。
'You must get a job for yourself.'	『お前は自分で仕事に就かなきゃならん。』
But, sure, it's worse whenever he gets a job;	だがな、まったく、仕事に就いたら就いたでよけい悪いや。
he drinks it all."	みんな飲んじまうんだ。」
Mr. O'Connor shook his head in sympathy, and the old man fell silent, gazing into the fire.	オコナー氏は同情して首を振り、老人は火を見入って黙り込んだ。
Someone opened the door of the room and called out:	誰かが部屋のドアを開けて呼びかけた。
"Hello!	「やあ！
Is this a Freemason's meeting?"	これはフリーメーソンの集まりかい？」
"Who's that?"	「どなたかな？」
said the old man.	と老人が言った。
"What are you doing in the dark?"	「暗いところで何をしているんだい？」
asked a voice.	声は尋ねた。
"Is that you, Hynes?"	「君かい、ハインズ？」
asked Mr. O'Connor.	とオコナー氏が尋ねた。
"Yes.	「うん。
What are you doing in the dark?"	暗いところで何をしてるんだい？」
said Mr. Hynes. advancing into the light of the fire.	とハインズ氏は火明かりの中に進み出ながら言った。
He was a tall, slender young man with a light brown moustache.	彼は背が高く、すらっとした、明るい茶色の口ひげのある若い男だった。
Imminent little drops of rain hung at the brim of his hat and the collar of his jacket-coat was turned up.	今にも落ちそうな小さな雨のしずくが彼の帽子の縁から垂れ、ジャケットコートの襟は立てられていた。
"Well, Mat,"	「それで、マット、」
he said to Mr. O'Connor,	彼はオコナー氏に言った、
"how goes it?"	「どんな具合？」
Mr. O'Connor shook his head.	オコナー氏は首を振った。
The old man left the hearth and after stumbling about the room returned with two candlesticks which he thrust one after the other into the fire and carried to the table.	老人は炉辺を離れ、部屋のあちこちでけつまずいた後、ロウソク立てを二つ持って戻り、それをかわるがわる火の中へ突っ込み、テーブルに運んだ。
A denuded room came into view and the fire lost all its cheerful colour.	あらわにされて部屋が見えるようになり、炉火はその元気な色合いをすっかり失った。
The walls of the room were bare except for a copy of an election address.	部屋の壁は選挙演説の写し一枚を除けばむき出しだった。
In the middle of the room was a small table on which papers were heaped.	部屋の中央には小さなテーブルがあってその上に書類が山積みになっていた。
Mr. Hynes leaned against the mantelpiece and asked:	ハインズ氏はマントルピースに寄りかかって尋ねた。
"Has he paid you yet?"	「彼はもう払ってくれた？」
"Not yet,"	「いやまだ」
said Mr. O'Connor.	とオコナー氏は言った。
"I hope to God he'll not leave us in the lurch tonight."	「今夜我々を見捨てないことを神に願うよ。」
Mr. Hynes laughed.	ハインズ氏は笑った。
"O, he'll pay you.	「ああ、彼は払ってくれるさ。
Never fear,"	心配するなって」
he said.	と彼は言った。
"I hope he'll look smart about it if he means business,"	「本気でやるならそいつもてきぱきやってもらいたいもんだな」
said Mr. O'Connor.	とオコナー氏は言った。
"What do you think, Jack?"	「どう思う、ジャック？」
said Mr. Hynes satirically to the old man.	とハインズ氏は皮肉っぽく老人に言った。
The old man returned to his seat by the fire, saying:	老人は火のそばの自分の席に戻りながら言った。
"It isn't but he has it, anyway.	「どのみち、あの人が勝つほかないさ。
Not like the other tinker."	他のへっぽことは違うから。」
"What other tinker?"	「どの他のへっぽこ？」
said Mr. Hynes.	とハインズ氏は言った。
"Colgan,"	「コルガン」
said the old man scornfully.	と老人はばかにするように言った。
"It is because Colgan's a working--man you say that?	「コルガンが労働者だからそう言うのかな？
What's the difference between a good honest bricklayer and a publican--eh?	善良で正直なレンガ職人とパブの主人とどこが違う−−ええ？
Hasn't the working-man as good a right to be in the Corporation as anyone else	労働者にはみんなと同じに市議会に入る立派な権利があるんじゃないか
--ay, and a better right than those shoneens that are always hat in hand before any fellow with a handle to his name?	−−そうとも、いつも誰か肩書きのあるやつの前でかしこまっている成り上がりの連中よりよほど立派な権利が。
Isn't that so, Mat?"	そうじゃないか、マット？」
said Mr. Hynes, addressing Mr. O'Connor.	とハインズ氏はオコナー氏に話しかけて言った。
"I think you're right,"	「君は正しいと思うよ」
said Mr. O'Connor.	とオコナー氏は言った。
"One man is a plain honest man with no hunker-sliding about him.	「一人は率直で正直な男ですり抜ける策など持ち合わせない。
He goes in to represent the labour classes.	そして労働階級を代表して立つ。
This fellow you're working for only wants to get some job or other."	こっちの君たちが働いてやっているやつはただ何か仕事が欲しいだけなんだ。」
"0f course, the working-classes should be represented,"	「もちろん労働者階級に代表は必要だ」
said the old man.	と老人は言った。
"The working-man,"	「労働者は、」
said Mr. Hynes,	ハインズ氏は言った、
"gets all kicks and no halfpence.	「スリル満点だが一文も得をしない。
But it's labour produces everything.	しかしすべてを産み出すのは労働だ。
The workingman is not looking for fat jobs for his sons and nephews and cousins.	労働者は息子や甥やいとこのために儲かる仕事を探してやしない。
The working-man is not going to drag the honour of Dublin in the mud to please a German monarch."	労働者はドイツの君主を喜ばせてダブリンの名誉を泥の中に引きずり込んだりするはずがない。」
"How's that?"	「何のこった？」
said the old man.	と老人は言った。
"Don't you know they want to present an address of welcome to Edward Rex if he comes here next year?	「来年エドワード王が当地に来た暁には連中が歓迎の挨拶を捧げたいと思っているのを知らないのか？
What do we want kowtowing to a foreign king?"	どれだけ外国の王にぺこぺこしなきゃならんのだ？」
"Our man won't vote for the address,"	「こっちの男は挨拶に賛成票を投じやしないさ」
said Mr. O'Connor.	とオコナー氏は言った。
"He goes in on the Nationalist ticket."	「彼はナショナリスト党の候補として立つんだ。」
"Won't he?"	「彼がしやしないって？」
said Mr. Hynes.	とハインズ氏は言った。
"Wait till you see whether he will or not.	「彼がするかしないかまあ見てろって。
I know him.	僕にはわかってる。
Is it Tricky Dicky Tierney?"	いんちきディッキー・ティアニーじゃないか？」
"By God!	「ちぇっ！
perhaps you're right, Joe,"	たぶん君が正しいんだろう、ジョー」
said Mr. O'Connor.	とオコナー氏は言った。
"Anyway, I wish he'd turn up with the spondulics."	「とにかく、先立つ物を持って現れてもらいたいね。」
The three men fell silent.	三人の男は黙り込んだ。
The old man began to rake more cinders together.	老人はさらに燃え滓をかき集め始めた。
Mr. Hynes took off his hat, shook it and then turned down the collar of his coat, displaying, as he did so, an ivy leaf in the lapel.	ハインズ氏はは帽子を脱いでそれを振り、それからコートのカラーを折り返し、そうやって襟のツタの葉を出して見せた。
"If this man was alive,"	「この男が生きていたら、」
he said, pointing to the leaf,	彼は葉を指して言った、
"we'd have no talk of an address of welcome."	「歓迎の挨拶なんて話は全然なかったろうにな。」
"That's true,"	「確かにね」
said Mr. O'Connor.	とオコナー氏が言った。
"Musha, God be with them times!"	「まったくだ、彼らの時代よ幸いなれ！」
said the old man.	と老人は言った。
"There was some life in it then."	「あの頃は活気があったな。」
The room was silent again.	部屋は再び静かになった。
Then a bustling little man with a snuffling nose and very cold ears pushed in the door.	その時、せかせかした小柄な男が鼻を詰まらせ耳をすっかり凍えさせ、ドアを押して入ってきた。
He walked over quickly to the fire, rubbing his hands as if he intended to produce a spark from them.	彼はそれで火花でも起こしてやると言わんばかりに両手をこすりながら、火のところまで急いで歩いた。
"No money, boys,"	「金はないよ、諸君」
he said.	と彼は言った。
"Sit down here, Mr. Henchy,"	「ここにおかけなさいよ、ヘンチーさん」
said the old man, offering him his chair.	と老人が彼の椅子を差し出しながら言った。
"O, don't stir, Jack, don't stir,"	「ああ、そのまま、ジャック、そのまま」
said Mr. Henchy	とヘンチー氏は言った。
He nodded curtly to Mr. Hynes and sat down on the chair which the old man vacated.	彼はハインズ氏にそっけなく会釈し、老人が空けた椅子に腰を下ろした。
"Did you serve Aungier Street?"	「アーンジィア・ストリートを受け持ったかね？」
he asked Mr. O'Connor.	と彼はオコナー氏に尋ねた。
"Yes,"	「うん」
said Mr. O'Connor, beginning to search his pockets for memoranda.	とオコナー氏はポケットのメモを探しにかかって言った。
"Did you call on Grimes?"	「グライムズは訪ねた？」
"I did."	「行きましたよ。」
"Well?	「で？
How does he stand?"	彼はどうでる？」
"He wouldn't promise.	「約束はしなかった。
He said:	『どっちに投票するか誰にも言うつもりはない』
'I won't tell anyone what way I'm going to vote.'	と彼は言うんだ。
But I think he'll be all right."	でも彼は大丈夫だと思うな。」
"Why so?"	「そりゃどうして？」
"He asked me who the nominators were;	「彼は推薦者は誰々か僕に訊いた。
and I told him.	で僕は話したんだ。
I mentioned Father Burke's name.	僕はバーク神父の名を出した。
I think it'll be all right."	大丈夫と思うよ。」
Mr. Henchy began to snuffle and to rub his hands over the fire at a terrific speed.	ヘンチー氏は鼻をフンフンいわせたり火にかざした手を猛スピードでこすったりし始めた。
Then he said:	それから彼は言った。
"For the love of God, Jack, bring us a bit of coal.	「お願いだからジャック、ちょっとばかり石炭を持ってきておくれよ。
There must be some left."	いくらか残っているに違いない。」
The old man went out of the room.	老人は部屋を出て行った。
"It's no go,"	「うまくいかないな」
said Mr. Henchy, shaking his head.	とヘンチー氏は首を振り振り言った。
"I asked the little shoeboy, but he said:	「僕はけちなゴマすりに訊いたが彼は言ったよ。
'Oh, now, Mr. Henchy, when I see work going on properly I won't forget you, you may be sure.'	『ああ、ほら、ヘンチーさん、仕事がちゃんと進んでるのを見ればあんたのことを忘れやしない、間違いないと思っていいですよ。』
Mean little tinker!	けちでさもしいへっぽこ野朗！
'Usha, how could he be anything else?"	ったく、どうにかならんもんかねえ？」
"What did I tell you, Mat?"	「僕が何て言った、マット？」
said Mr. Hynes.	とハインズ氏が言った。
"Tricky Dicky Tierneyf."	「いんちきディッキー・ティアニー。」
"0, he's as tricky as they make 'em,"	「おお、彼はまったくのいんちき野朗だ」
said Mr. Henchy.	とヘンチー氏は言った。
"He hasn't got those little pigs' eyes for nothing.	「あの小さな豚の目をだてに持っていやしない。
Blast his soul!	畜生め！
Couldn't he pay up like a man instead of:	『ああ、ほら、ヘンチーさん、私はファニングさんに話をしなければ・・・
'O, now, Mr. Henchy, I must speak to Mr. Fanning....	私は金をたくさん使ってしまった』
I've spent a lot of money'?	なんて言わずに男らしくすっかり払えないもんかねえ？
Mean little schoolboy of hell!	けちでさもしいくそがきめ！
I suppose he forgets the time his little old father kept the hand-me-down shop in Mary's Lane."	彼のけちなおやじさんがメリーズ・レーンで中古の店をやってた時のことを忘れてやがるんだなあ。」
"But is that a fact?"	「だけどそれは事実なのかな？」
asked Mr. O'Connor.	とオコナー氏は尋ねた。
"God, yes,"	「ああ、そうとも」
said Mr. Henchy.	とヘンチー氏は言った。
"Did you never hear that?	「聞いたことがない？
And the men used to go in on Sunday morning before the houses were open to buy a waistcoat or a trousers	男たちは日曜の朝、店が開く前にチョッキやズボンを買いに行ったものだ
--moya!	−−いわばな！
But Tricky Dicky's little old father always had a tricky little black bottle up in a corner.	だがいんちきディッキーのけちなおやじさんはいつもいんちきな黒い小瓶を隅っこで売っていた。
Do you mind now?	もうおわかりかな？
That's that.	そういうことさ。
That's where he first saw the light."	そうやって初めて彼は世に出たんだ。」
The old man returned with a few lumps of coal which he placed here and there on the fire.	老人が少しばかり石炭を持って戻り、暖炉のあちこちに置いた。
"Thats a nice how-do-you-do,"	「そりゃ困ったなあ」
said Mr. O'Connor.	とオコナー氏は言った。
"How does he expect us to work for him if he won't stump up?"	「金を出すつもりがないのにどうして我々が彼のために働くと思うんだろう？」
"I can't help it,"	「どうにも仕方がない」
said Mr. Henchy.	とヘンチー氏は言った。
"I expect to find the bailiffs in the hall when I go home."	「僕なんか家に帰ると玄関に税の取立てが来ていると思うよ。」
Mr. Hynes laughed and, shoving himself away from the mantelpiece with the aid of his shoulders, made ready to leave.	ハインズ氏は笑い、肩で押してマントルピースから体を離し、立ち去る構えをした。
"It'll be all right when King Eddie comes,"	「それでキング・エディーが来ても大丈夫そうだな」
he said.	と彼は言った。
"Well boys, I'm off for the present.	「では諸君、さしあたり僕は行くとしよう。
See you later.	それじゃまた。
'Bye, 'bye."	バイ、バイ。」
He went out of the room slowly.	彼はゆっくりと部屋から出た。
Neither Mr. Henchy nor the old man said anything, but, just as the door was closing, Mr. O'Connor, who had been staring moodily into the fire, called out suddenly:	ヘンチー氏も老人も何も言わなかった、が、ドアが閉まろうとするその時、むっつりと火に見入っていたオコナー氏が突然、大声で叫んだ。
"'Bye, Joe."	「バアイ、ジョー。」
Mr. Henchy waited a few moments and then nodded in the direction of the door.	ヘンチー氏はちょっと待ってからドアの方向にあごをしゃくった。
"Tell me,"	「ねえ、」
he said across the fire,	彼は火の向こうに言った、
"what brings our friend in here?	「我らが友をここにもたらしたのは何なんだ？
What does he want?"	彼の望みは何だ？」
"'Usha, poor Joe!"	「ったくジョーもかわいそうに！」
said Mr. O'Connor, throwing the end of his cigarette into the fire,	オコナー氏はタバコの吸殻を火に投げ込みながら言った、
"he's hard up, like the rest of us."	「彼は金に困ってるんだ、僕らみんなと一緒で。」
Mr. Henchy snuffled vigorously and spat so copiously that he nearly put out the fire, which uttered a hissing protest.	ヘンチー氏はさかんに鼻をふんふんいわせ、火がシューという抗議の音を立てて消えそうになるほどたっぷりとつばを吐いた。
"To tell you my private and candid opinion,"	「僕の個人的かつ率直な意見を言えばだね、」
he said,	彼は言った、
"I think he's a man from the other camp.	「思うに彼は他の陣営から来た男だ。
He's a spy of Colgan's, if you ask me.	彼はコルガンのスパイだ、お尋ねとあればね。
Just go round and try and find out how they're getting on.	まあちょっとあちこち回ってどんな具合になってるか嗅ぎだそうとしてごらんなさい。
They won't suspect you.	誰も疑いやしないぜ。
Do you twig?"	おわかり？」
"Ah, poor Joe is a decent skin,"	「ああ、気の毒にジョーは裏表ない、いい人だよ」
said Mr. O'Connor.	とオコナー氏は言った。
"His father was a decent, respectable man,"	「彼のお父さんは立派ないい人だった」
Mr. Henchy admitted.	とヘンチー氏は認めた。
"Poor old Larry Hynes!	「気の毒な老ラリー・ハインズ！
Many a good turn he did in his day!	若い頃あの人はずいぶん人助けをしたもんだ！
But I'm greatly afraid our friend is not nineteen carat.	だが我らが友は18金ではないんじゃないかと大いに懸念するところだな。
Damn it, I can understand a fellow being hard up, but what I can't understand is a fellow sponging.	畜生、金に困っているやつはわかるがね、理解できないのはたかるやつだ。
Couldn't he have some spark of manhood about him?"	彼にも大人の才気を持ってもらえないもんかね？」
"He doesn't get a warm welcome from me when he comes,"	「あの人が来てもおれの心からの歓迎は得られないね」
said the old man.	と老人は言った。
"Let him work for his own side and not come spying around here."	「自分の側で働いて、ここらにスパイしに来ないでもらいましょう。」
"I don't know,"	「どうかなあ」
said Mr. O'Connor dubiously, as he took out cigarette-papers and tobacco.	とオコナー氏はタバコとそれを巻く紙を取り出しながら、疑わしげに言った。
"I think Joe Hynes is a straight man.	「ジョー・ハインズは真正直な男だと思うけど。
He's a clever chap, too, with the pen.	才のあるやつでもある、ペンを持たせりゃ。
Do you remember that thing he wrote...?"	覚えてないかな、彼が書いたあのあれ・・・？」
"Some of these hillsiders and fenians are a bit too clever if ask me,"	「僕に言わせりゃこういう過激なフィーニィアンの中にはちょっとばかり才走りすぎるのがいるな」
said Mr. Henchy.	とヘンチー氏は言った。
"Do you know what my private and candid opinion is about some of those little jokers?	「僕の個人的かつ率直な意見だが、あのけちなやつばらの中にはだね、何と思う？
I believe half of them are in the pay of the Castle."	彼らの半分はキャッスルに使われていると僕は思うね。」
"There's no knowing,"	「知りようもないな」
said the old man.	と老人が言った。
"O, but I know it for a fact,"	「おお、だが僕は事実として知ってるんだ」
said Mr. Henchy.	とヘンチー氏は言った。
"They're Castle hacks....	「彼らはキャッスルの手先だ・・・
I don't say Hynes....	ハインズのことじゃないよ・・・
No, damn it, I think he's a stroke above that....	いや、畜生、彼はそれよりも筆の方だしな・・・
But there's a certain little nobleman with a cock-eye	だがある卑劣な貴族がいる、やぶにらみの
--you know the patriot I'm alluding to?"	−−わかるかい、僕の言う愛国者？」
Mr. O'Connor nodded.	オコナー氏はうなずいた。
"There's a lineal descendant of Major Sirr for you if you like!	「言ってみればサイア少佐の直系卑属じゃないか！
O, the heart's blood of a patriot!	おお、愛国者の誠！
That's a fellow now that'd sell his country for fourpence--ay--and go down on his bended knees and thank the Almighty Christ he had a country to sell."	それが今や国を四ペンスで売るようなやつだ−−そう−−そして深くひざまずいて彼に売る国があったことを全能のキリストに感謝する。」
There was a knock at the door.	ドアをノックする音が聞こえた。
"Come in!"	「どうぞ！」
said Mr. Henchy.	とヘンチー氏が言った。
A person resembling a poor clergyman or a poor actor appeared in the doorway.	貧しい聖職者か貧しい役者然とした人物が戸口に現れた。
His black clothes were tightly buttoned on his short body and it was impossible to say whether he wore a clergyman's collar or a layman's, because the collar of his shabby frock-coat, the uncovered buttons of which reflected the candlelight, was turned up about his neck.	彼の黒い服はその寸詰まりの体にきつくボタンで留められていたが、むき出しのボタンがろうそくの明かりを反射する、みすぼらしいフロックコートの襟が首に折り返されているので、彼の着けているのが聖職者の襟か俗人のかわかりかねた。
He wore a round hat of hard black felt.	彼は硬い黒のフェルトの丸帽子をかぶっていた。
His face, shining with raindrops, had the appearance of damp yellow cheese save where two rosy spots indicated the cheekbones.	雨のしずくに輝く彼の顔は頬骨を示す二つのばら色の斑点のところを除いて湿った黄色いチーズのように見えた。
He opened his very long mouth suddenly to express disappointment and at the same time opened wide his very bright blue eyes to express pleasure and surprise.	彼はいきなりその非常に長い口を開けて失望を表わし、同時にその非常に明るく青い目を丸くして喜びと驚きを表わした。
"O Father Keon!"	「おお、キーァン神父！」
said Mr. Henchy, jumping up from his chair.	とヘンチー氏は椅子から跳び上がって言った。
"Is that you?	「あなたですか？
Come in!"	さあどうぞ！」
"O, no, no, no!"	「おお、いや、いや、いや！」
said Father Keon quickly, pursing his lips as if he were addressing a child.	とキーァン神父はまるで子供に話しかけるように唇をすぼめながら急いで言った。
"Won't you come in and sit down?"	「お入りになってお掛けください。」
"No, no, no!"	「いや、いや、いや！」
said Father Keon, speaking in a discreet, indulgent, velvety voice.	とキーァン神父は控えめな、人を甘やかすような、柔らかな声で言った。
"Don't let me disturb you now!	「今はお邪魔しますまい！
I'm just looking for Mr. Fanning...."	ファニングさんを探しているところなんで・・・」
"He's round at the Black Eagle,"	「彼はブラック・イーグルに行っています」
said Mr. Henchy.	とヘンチー氏は言った。
"But won't you come in and sit down a minute?"	「でもお入りになってちょっとお掛けください。」
"No, no, thank you.	「いや、いや、けっこう。
It was just a little business matter,"	ほんのつまらない事務的なことなんです」
said Father Keon.	とキーァン神父は言った。
"Thank you, indeed."	「ほんとにありがとう。」
He retreated from the doorway and Mr. Henchy, seizing one of the candlesticks, went to the door to light him downstairs.	彼が戸口から退き、ヘンチー氏はろうそく立てを一つつかみ、彼のために階下を照らそうとドアへ向かった。
"O, don't trouble, I beg!"	「おお、お構いなく、どうか！」
"No, but the stairs is so dark."	「ええ、ですが階段はたいそう暗いですから。」
"No, no, I can see....	「いや、いや、見えますとも・・・
Thank you, indeed."	ほんとにありがとう。」
"Are you right now?"	「もう大丈夫ですか？」
"All right, thanks....	「大丈夫、ありがとう・・・
Thanks."	ありがとう。」
Mr. Henchy returned with the candlestick and put it on the table.	ヘンチー氏はろうそく立てを持って戻り、テーブルの上に置いた。
He sat down again at the fire.	彼は再び火のところに座った。
There was silence for a few moments.	しばらく沈黙が続いた。
"Tell me, John,"	「ねえ、ジョン」
said Mr. O'Connor, lighting his cigarette with another pasteboard card.	とオコナー氏は別の板紙のカードでタバコに火をつけながら言った。
"Hm? "	「んん？」
"What he is exactly?"	「厳密には彼は何なの？」
"Ask me an easier one,"	「もっと易しいこと訊いてくれ」
said Mr. Henchy.	とヘンチー氏は言った。
"Fanning and himself seem to me very thick.	「ファニングとあの人はばかに親密に見えるけど。
They're often in Kavanagh's together.	しょっちゅうカバナーの店で一緒にいるよ。
Is he a priest at all?"	いったいあの人は司祭なのかね？」
"Mmmyes, I believe so....	「うーんむそう、だと思うよ・・・
I think he's what you call black sheep.	思うにいわゆる厄介者ってやつだな。
We haven't many of them, thank God!	たくさんはいないがね、ありがたいことに。
but we have a few....	だがいくらかはね・・・
He's an unfortunate man of some kind...."	あの人はある種、不運な人だ・・・」
"And how does he knock it out?"	「で、あの人はどうやってやっていってるんだろう？」
asked Mr. O'Connor.	とオコナー氏は尋ねた。
"That's another mystery."	「それがもう一つの謎さ。」
"Is he attached to any chapel or church or institution or---"	「所属してるのかな、どこかのチャペルか教会か施設か−−−」
"No,"	「いや、」
said Mr. Henchy,	ヘンチー氏が言った、
"I think he's travelling on his own account....	「あの人は自分一己で回っていると思う・・・・・
God forgive me,"	失礼だけど、」
he added,	彼は付け加えた、
"I thought he was the dozen of stout."	「僕はスタウト一ダースが来たかと思った。」
"Is there any chance of a drink itself?"	「一杯やれる方の見込みはあるのかな？」
"I'm dry too,"	「おれものどが渇いた」
said the old man.	と老人が言った。
"I asked that little shoeboy three times,"	「あのけちなゴマすりに三度も聞いたんだが、」
said Mr. Henchy,	とヘンチー氏は言った、
"would he send up a dozen of stout.	「スタウト一ダース届けてくれないかって。
I asked him again now, but he was leaning on the counter in his shirt-sleeves having a deep goster with Alderman Cowley."	今もまた尋ねたんだが、彼は上着を脱いでカウンターに寄りかかり、カウリー助役とゴシップに夢中だった。」
"Why didn't you remind him?"	「どうしてえ、思い出してもらわなくちゃ」
said Mr. O'Connor.	とオコナーが言った。
"Well, I couldn't go over while he was talking to Alderman Cowley.	「いやあ、カウリー助役に話しかけている間は持ち出すことはできなかった。
I just waited till I caught his eye, and said:	彼の目に留まるその時まで待って、それで言った、
'About that little matter I was speaking to you about....'	『あの私が話していたちょっとしたことであの・・・』
'That'll be all right, Mr. H.,'	『大丈夫わかってる、Ｈさん』
he said.	と彼は言った。
Yerra, sure the little hop-o'- my-thumb has forgotten all about it."	んとに、あのけちな一寸法師め、そいつをすっかり忘れちまったのは間違いない。」
"There's some deal on in that quarter,"	「あっちの方では何か取引があるね」
said Mr. O'Connor thoughtfully.	とオコナー氏は考え込むようにして言った。
"I saw the three of them hard at it yesterday at Suffolk Street corner."	「昨日サフォーク・ストリートの角で連中三人がせっせとやっているのを見たんだ。」
"I think I know the little game they're at,"	「連中のやってるちょっとした駆け引きはわかってるつもりだ」
said Mr. Henchy.	とヘンチー氏が言った。
"You must owe the City Fathers money nowadays if you want to be made Lord Mayor.	「当節、市長にして欲しかったら市の長老たちに金を出さなくちゃならない。
Then they'll make you Lord Mayor.	そうすると彼らが市長にしてくれる。
By God!	ちぇっ！
I'm thinking seriously of becoming a City Father myself.	僕は自分が市の長老になろうと本気で考えているんだ。
What do you think?	どう思う？
Would I do for the job?"	その役目は僕で十分だろう？」
