THERE was no hope for him this time:	今度は彼に望みはなかった。
But then I remembered that it had died of paralysis and I felt that I too was smiling feebly as if to absolve the simoniac of his sin.	しかしその時僕はそれが麻痺で死んだことを思い出し、自分もまた聖職売買をする彼の罪を許すかのように弱々しく微笑んでいるのを感じた。
The next morning after breakfast I went down to look at the little house in Great Britain Street.	翌朝、食事の後、僕はグレートブリテン・ストリートまで小さな家を見に行った。
It was an unassuming shop, registered under the vague name of Drapery .	それは『服屋』というあいまいな名で登記された気取らない店だった。
The drapery consisted mainly of children's bootees and umbrellas;	その服屋は主に子供のブーティと傘からなり、
and on ordinary days a notice used to hang in the window, saying: Umbrellas Re-covered .	そして普段はショーウィンドウにビラがぶら下がり、『傘張り替え』と書いてあった。
No notice was visible now for the shutters were up.	今はシャッターが閉まり何のビラも見えなかった。
A crape bouquet was tied to the doorknocker with ribbon.	黒いクレープの喪章を巻いた花束がドアノッカーにリボンで結びつけられていた。
Two poor women and a telegram boy were reading the card pinned on the crape.	二人の貧しい婦人と電報配達のボーイが喪章に留められたカードを読んでいた。
I also approached and read:	僕も近づいて読んだ。
fJuly 1st, 1895	１８９５年七月一日
The Rev. James Flynn (formerly of S. Catherine's Church, Meath Street), aged sixty-five years.	ジェイムズ・フリン師（ミース・ストリート、聖キャサリン教会の元司祭）、六十五歳。
R.  I.  P.	ここに眠る。
The reading of the card persuaded me that he was dead and I was disturbed to find myself at check.	カードを読んで、僕は彼が死んだと納得し、入れないと知って動揺した。
Had he not been dead I would have gone into the little dark room behind the shop to find him sitting in his arm-chair by the fire, nearly smothered in his great-coat.	彼が死んでしまったのでなかったら僕は店の後ろの暗い小さな部屋に入り、大外套で窒息しそうになって火のそばのひじかけ椅子に座っている彼を見つけただろう。
Perhaps my aunt would have given me a packet of High Toast for him and this present would have roused him from his stupefied doze.	たぶん叔母は彼のためのハイトーストの小箱を僕に持たせただろうし、この土産はうとうとしてぼうっとしている彼を目覚めさせただろう。
It was always I who emptied the packet into his black snuff-box for his hands trembled too much to allow him to do this without spilling half the snuff about the floor.	この小箱から彼の黒の嗅ぎタバコ入れに空すのはいつも僕で、というのも彼は手がひどく震えて、彼にさせたら嗅ぎタバコの半分も床のあちこちにこぼさずにはすまないからだ。
Even as he raised his large trembling hand to his nose little clouds of smoke dribbled through his fingers over the front of his coat.	彼が大きな震える手を鼻まで持ち上げる時には指の間から漏れたもくもくとした小さな粉煙がコートの胸に散った。
It may have been these constant showers of snuff which gave his ancient priestly garments their green faded look	彼の古い聖職者の衣服に緑のあせたような外観を与えたのは絶え間なくふりそそぐ嗅ぎタバコだったかもしれない。
for the red handkerchief, blackened, as it always was, with the snuff-stains of a week, with which he tried to brush away the fallen grains, was quite inefficacious.	というのもいつものことながら一週間分のタバコのしみがついて黒くなった赤いハンカチで落ちた粒を払いのけようとしてもまったく効果がなかったからだ。
I wished to go in and look at him but I had not the courage to knock.	僕は中に入って彼を見たかったがノックする勇気がなかった。
I walked away slowly along the sunny side of the street, reading all the theatrical advertisements in the shop-windows as I went.	僕は通りの日当たりのいい側を通って、店々のウィンドウの劇的な広告を残らず読みながらゆっくりと歩いて離れた。
I found it strange that neither I nor the day seemed in a mourning mood and I felt even annoyed at discovering in myself a sensation of freedom as if I had been freed from something by his death.	僕が奇妙に感じたのは僕にしてもその日という日にしても喪の気分にないらしいことで、彼の死により何かから自由になったかのような解放感に内心気づいて僕は苛立ちすら覚えた。
I wondered at this for, as my uncle had said the night before, he had taught me a great deal.	叔父が前夜言ったように彼は僕にえらくたくさんのことを教えてくれたのだから、僕はこれを不思議に思った。
He had studied in the Irish college in Rome and he had taught me to pronounce Latin properly.	彼はローマのアイルランド人のカレッジで勉強し、僕に正確なラテン語の発音を教えた。
He had told me stories about the catacombs and about Napoleon Bonaparte, and he had explained to me the meaning of the different ceremonies of the Mass and of the different vestments worn by the priest.	彼は僕にカタコンベについて、そしてナポレオン・ボナパルトについて話をしたり、さまざまなミサの儀式やさまざまな聖職者の着る式服の意味を説明したりした。
Sometimes he had amused himself by putting difficult questions to me, asking me what one should do in certain circumstances or whether such and such sins were mortal or venial or only imperfections.	時々彼は、ある状況で人は何をすべきかとか、これこれの罪は大罪か小罪か単なる欠点かと尋ねるなど、難しい質問を僕にしておもしろがった。
His questions showed me how complex and mysterious were certain institutions of the Church which I had always regarded as the simplest acts.	彼の質問は、僕がいつも最も単純な決まりとみなしていた教会の制度がいかに複雑で神秘的かを示していた。
The duties of the priest towards the Eucharist and towards the secrecy of the confessional seemed so grave to me that I wondered how anybody had ever found in himself the courage to undertake them;	聖体に対する、そして告解の秘密に対する聖職者の義務が僕にはとても重大なものに思え、誰にしろいったいどうしてそれを引き受ける勇気をわが身に見出したのだろうと思った。
and I was not surprised when he told me that the fathers of the Church had written books as thick as the Post Office Directory and as closely printed as the law notices in the newspaper, elucidating all these intricate questions.	そして教会の神父たちが郵便局の住所録のように厚く、新聞の訴訟告知のようにびっしり活字の詰まった、これらの難解な問題を明らかにする本を書いたのだと彼が言った時も僕は驚かなかった。
Often when I thought of this I could make no answer or only a very foolish and halting one upon which he used to smile and nod his head twice or thrice.	それを考えるとしばしば僕は答えられなくなったり非常にばかげたもたついた答えしかできなかったりしたが、それに対して彼はいつも笑い、二三度うなずいたものだ。
Sometimes he used to put me through the responses of the Mass which he had made me learn by heart;	彼は時々僕に暗記させたミサの応答文の試験をしたものだ。
and, as I pattered, he used to smile pensively and nod his head, now and then pushing huge pinches of snuff up each nostril alternately.	そして、僕が機械的に唱えると、彼は物思わしげに笑い、うなずいて、時には嗅ぎタバコをたっぷりつまんで左右の鼻孔にかわるがわる押し込んだものだ。
When he smiled he used to uncover his big discoloured teeth and let his tongue lie upon his lower lip	彼は笑う時、大きな変色した歯をあらわにし、下唇の上に舌をのせたものだ
--a habit which had made me feel uneasy in the beginning of our acquaintance before I knew him well.	−−知り合った初めの頃、彼をよく知る前にはその癖が僕に不安を感じさせた。
As I walked along in the sun I remembered old Cotter's words and tried to remember what had happened afterwards in the dream.	陽射しの中を歩きながら僕はコターのじいさんの言葉を思い出し、その後の夢の中で起こったことを思い出そうとした。
I remembered that I had noticed long velvet curtains and a swinging lamp of antique fashion.	僕が思い出したのはベルベットの長いカーテンと揺れる古風なランプに目を留めたことだった。
I felt that I had been very far away, in some land where the customs were strange--in Persia, I thought....	僕は非常に遠く、どこか不思議な風習の国に来ていると感じた−−ペルシャに、と思った・・・
But I could not remember the end of the dream.	しかし夢の結末は思い出せなかった。
In the evening my aunt took me with her to visit the house of mourning.	夕方叔母は僕を連れて喪中の家を訪れた。
It was after sunset;	日没の後だった。
but the window-panes of the houses that looked to the west reflected the tawny gold of a great bank of clouds.	しかし西を向いた家々の窓ガラスは大きな層状の雲の黄金色を反射していた。
Nannie received us in the hall;	ナニーが僕たちを玄関に迎えた。
and, as it would have been unseemly to have shouted at her, my aunt shook hands with her for all.	そして大声で彼女に話しかけるのは場所柄ふさわしくなかろうと、叔母は彼女と握手をしただけだった。
The old woman pointed upwards interrogatively and, on my aunt's nodding, proceeded to toil up the narrow staircase before us, her bowed head being scarcely above the level of the banister-rail.	老女は何か問うように上を指し、叔母がうなずくと、手すりの柵の高さすれすれまで頭をかがめながら僕たちの前に立って狭い階段を難儀そうに上りにかかった。
At the first landing she stopped and beckoned us forward encouragingly towards the open door of the dead-room.	最初の踊り場で彼女は立ち止まり、死者の部屋の開いたドアへと励ますように僕たちをさし招いた。
My aunt went in and the old woman, seeing that I hesitated to enter, began to beckon to me again repeatedly with her hand.	叔母は中に入り、老女は僕が入るのをためらうのを見て再び繰り返し僕を手でさし招き始めた。
I went in on tiptoe.	僕はつま先歩きで中に入った。
The room through the lace end of the blind was suffused with dusky golden light amid which the candles looked like pale thin flames.	部屋にはブラインドの端のレースを通してくすんだ金色の光があふれ、その中でろうそくは青白く弱々しい炎に見えた。
He had been coffined.	彼は棺に入れられていた。
Nannie gave the lead and we three knelt down at the foot of the bed.	ナニーが先頭になって、僕たち三人はベッドの足元にひざまずいた。
I pretended to pray but I could not gather my thoughts because the old woman's mutterings distracted me.	僕は祈るふりをしたが老女のぶつぶつつぶやく声に気をそらされて思いを集中できなかった。
I noticed how clumsily her skirt was hooked at the back and how the heels of her cloth boots were trodden down all to one side.	僕は彼女のスカートの後ろのホックがなんとも不器用に留められていること、彼女の布製のブーツのかかとの片側がすっかり磨り減っていることに気づいた。
The fancy came to me that the old priest was smiling as he lay there in his coffin.	僕は、そこの棺の中に横たわりながら老司祭が微笑んでいるという奇想に襲われた。
But no.	しかし違った。
When we rose and went up to the head of the bed I saw that he was not smiling.	僕たちが立ち上がり、ベッドの枕元に近寄った時に見ると彼は笑っていなかった。
There he lay, solemn and copious, vested as for the altar, his large hands loosely retaining a chalice.	彼はそこに横たわり、厳粛に仰々しく、祭壇にのるかのように祭服を着せられ、大きな手はゆるく聖杯を抑えていた。
His face was very truculent, grey and massive, with black cavernous nostrils and circled by a scanty white fur.	彼の顔は非常に獰猛で、灰色でどっしりして、貧弱な、白く柔らかな毛がぐるっと囲み、鼻孔は黒い洞窟のようだった。
There was a heavy odour in the room--the flowers.	部屋には濃厚なにおいがしていた−−花。
We crossed ourselves and came away.	僕たちは十字を切り、離れた。
In the little room downstairs we found Eliza seated in his arm-chair in state.	階下の小さな部屋に行くとイライザが彼の肘掛け椅子に正装して座っていた。
I groped my way towards my usual chair in the corner while Nannie went to the sideboard and brought out a decanter of sherry and some wine-glasses.	僕はいつもの隅の椅子に手探りで進み、一方ナニーはサイドボードに行き、シェリーのデカンターとワイングラスをいくつか持ち出した。
She set these on the table and invited us to take a little glass of wine.	彼女はこれらをテーブルに並べ、僕たちにワインを少し飲むよう勧めた。
Then, at her sister's bidding, she filled out the sherry into the glasses and passed them to us.	それから、姉の命令に従い、彼女はシェリーをグラスに満たし、僕たちに手渡した。
She pressed me to take some cream crackers also but I declined because I thought I would make too much noise eating them.	彼女は僕にクリームクラッカーもどうかとしきりに勧めたが、僕はそれを食べてあまり大きな音を立ててはと思い、断った。
She seemed to be somewhat disappointed at my refusal and went over quietly to the sofa where she sat down behind her sister.	彼女は僕の辞退にいくぶんがっかりしたように見え、静かに向こうのソファへと行き、姉の後ろに腰を下ろした。
No one spoke:	誰も話をしなかった。
we all gazed at the empty fireplace.	僕たちは皆、空の暖炉をじっと見つめた。
My aunt waited until Eliza sighed and then said:	叔母はイライザがため息をつくまで待ち、それから言った。
"Ah, well, he's gone to a better world."	「ああ、それでは、あの方はよりよい世界へ行ってしまったのね。」
Eliza sighed again and bowed her head in assent.	イライザは再びため息をつき、同意の印に頭を下げた。
My aunt fingered the stem of her wine-glass before sipping a little.	叔母はワイングラスの脚に指で触れ、それから少しすすった。
"Did he...	「あの方は・・・
peacefully?"	安らかに？」
she asked.	と彼女は尋ねた。
"Oh, quite peacefully, ma'am,"	「おお、まったく安らかでしたわ、奥様」
said Eliza.	とイライザは言った。
"You couldn't tell when the breath went out of him.	「いつ息を引きとったのかわからないくらい。
He had a beautiful death, God be praised."	美しい死に方でした、ありがたいことに。」
"And everything...?"	「それで万事・・・？」
"Father O'Rourke was in with him a Tuesday and anointed him and prepared him and all."	「オルーク神父が火曜日に彼につきそって聖油を塗り、彼に心構えをさせ、そして全部。」
"He knew then?"	「その時あの方はわかっていらしてて？」
"He was quite resigned."	「あの人はすっかり受け入れてましたわ。」
"He looks quite resigned,"	「すっかり受け入れているように見えますもの」
said my aunt.	と叔母が言った。
"That's what the woman we had in to wash him said.	「彼を清めるために入れた女性が言ったのもそれですわ。
She said he just looked as if he was asleep, he looked that peaceful and resigned.	彼はまったく眠っているかのように見える、彼はそれほど安らかで受け入れているように見えると彼女は言ったわ。
No one would think he'd make such a beautiful corpse."	彼がそんなに美しい死体になるとは誰も思わなかったでしょう。」
"Yes, indeed,"	「ええ、本当に」
said my aunt.	と叔母が言った。
She sipped a little more from her glass and said:	彼女はグラスからさらに少しすすって言った。
"Well, Miss Flynn, at any rate it must be a great comfort for you to know that you did all you could for him.	「ねえ、ミス・フリン、いずれにせよあの方のためにできることをすべてなさったと思えばあなた方には大きな慰めとなるにちがいないわ。
You were both very kind to him, I must say."	お二人ともあの方にはとても優しかったもの、ほんとに。」
Eliza smoothed her dress over her knees.	イライザはひざの上の服のしわを伸ばした。
"Ah, poor James!"	「ああ、かわいそうなジェイムズ！」
she said.	と彼女は言った。
"God knows we done all we could, as poor as we are	「確かに私たちはできる限りのことをしたわ、貧しいなりにね
--we wouldn't see him want anything while he was in it."	−−あれしている間、彼に不自由させたくありませんでしたし。」
Nannie had leaned her head against the sofa-pillow and seemed about to fall asleep.	ナニーはソファの枕に頭をもたせかけ、今にも眠り込むように見えた。
"There's poor Nannie,"	「かわいそうにナニー、」
said Eliza, looking at her,	イライザが彼女を見て言った、
"she's wore out.	「彼女は疲れきっているの。
All the work we had, she and me, getting in the woman to wash him and then laying him out and then the coffin and then arranging about the Mass in the chapel.	すべての仕事を私たち、彼女と私で、彼を清める女の人を呼び、それから彼の埋葬準備をして、それから棺、それから礼拝堂でのミサの手配。
Only for Father O'Rourke I don't know what we'd done at all.	オルーク神父がいなかったら私たち何をしたらいいかまったくわからなくて。
It was him brought us all them flowers and them two candlesticks out of the chapel and wrote out the notice for the Freeman's General and took charge of all the papers for the cemetery and poor James's insurance."	私たちにあの花を全部と燭台を二つ礼拝堂から持ってきたのとフリーマンズジェネラルに通知を書いたのと共同墓地とかわいそうなジェイムズの保険の書類を全部世話してくれたのは彼なの。」
"Wasn't that good of him?"	「それは親切なことじゃない？」
said my aunt	と叔母が言った。
Eliza closed her eyes and shook her head slowly.	イライザは目を閉じ、ゆっくりと頭を振った。
"Ah, there's no friends like the old friends,"	「ああ、古い友達に限るわ、」
she said,	彼女は言った、
"when all is said and done, no friends that a body can trust."	「何と言っても、信頼できる友達は。」
"Indeed, that's true,"	「本当にその通りね」
said my aunt.	と叔母が言った。
"And I'm sure now that he's gone to his eternal reward he won't forget you and all your kindness to him."	「それにあの方も天国に召されて、あなた方のことやあの方に対するあなた方の親切を一つとして忘れないのは確かだ思うわ。」
"Ah, poor James!"	「ああ、かわいそうなジェイムズ！」
said Eliza.	とイライザは言った。
"He was no great trouble to us.	「彼に大した面倒はなかったわ。
You wouldn't hear him in the house any more than now.	家にいても今と同じように静かなものでした。
Still, I know he's gone and all to that...."	それでもね、わかってるの、彼が逝ってしまってなにもかもがそれを・・・」
"It's when it's all over that you'll miss him,"	「すべてが終わった時あなた、あの方がいなくて寂しくなるでしょうよ」
said my aunt.	と叔母が言った。
"I know that,"	「わかってるわ」
said Eliza.	とイライザが言った。
"I won't be bringing him in his cup of beef-tea any me, nor you, ma'am, sending him his snuff.	「彼にビーフティーを持っていくこともないんだわ、私も、あなただって、奥様、彼に嗅ぎタバコを届けることも。
Ah, poor James!"	ああ、かわいそうなジェイムズ！」
She stopped, as if she were communing with the past and then said shrewdly:	彼女は停止し、過去と語り合うかのようにしてからいまいましげに言った。
"Mind you, I noticed there was something queer coming over him latterly.	「でもねえ、近頃彼におかしなことが起こっているのには気づいていたの。
Whenever I'd bring in his soup to him there I'd find him with his breviary fallen to the floor, lying back in the chair and his mouth open."	私が彼の所へスープを持っていくといつも彼は聖務日課書を床に落とし、椅子に仰向けになって口を開いていた。」
She laid a finger against her nose and frowned:	彼女は鼻に指を当て、顔をしかめた。
then she continued:	それから彼女は続けた。
"But still and all he kept on saying that before the summer was over he'd go out for a drive one fine day just to see the old house again where we were all born down in Irishtown and take me and Nannie with him.	「でもそれなのに彼は言い続けてたわ、夏が行く前にいい日和を選んで馬車旅行に出かけて私たちみんなが生まれ落ちたアイリッシュタウンに懐かしい家をもう一度見に行くんだって、私とナニーを連れて。
If we could only get one of them new-fangled carriages that makes no noise that Father O'Rourke told him about, them with the rheumatic wheels, for the day cheap	あれが一つ手に入ったらね、最新式の馬車でオルーク神父が言うには騒音がないんですって、それに中気車輪で、一日安く
--he said, at Johnny Rush's over the way there and drive out the three of us together of a Sunday evening.	−−彼は言ったわ、あの道の向こうのジョニー・ラッシュの所でって、そして私たち三人一緒に日曜の夕方乗せていくと。
He had his mind set on that....	彼はそう心を決めて・・・
Poor James!"	かわいそうなジェイムズ！」
"The Lord have mercy on his soul!"	「あの方の魂にお慈悲を！」
said my aunt.	と叔母が言った。
Eliza took out her handkerchief and wiped her eyes with it.	イライザはハンカチを取り出し、それで目をぬぐった。
Then she put it back again in her pocket and gazed into the empty grate for some time without speaking.	それから彼女はそれをまたポケットに戻し、しばらく話をせずに空の火床をじっと見入っていた。
"He was too scrupulous always,"	「彼はいつも良心的すぎたのよ」
she said.	と彼女は言った。
"The duties of the priesthood was too much for him.	「聖職の務めは彼には重荷でした。
And then his life was, you might say, crossed."	その上、彼の人生は、言ってみれば、挫折の十字架を負って。」
"Yes,"	「そうね」
said my aunt.	と叔母が言った。
"He was a disappointed man.	「あの方は失意の人だった。
about to fall asleep.	それはわかりましたもの。」
"There's poor Nannie,"	「かわいそうにナニー、」
said Eliza, looking at her,	イライザが彼女を見て言った、
"she's wore out.	「彼女は疲れきっているの。
All the work we had, she and me, getting in the woman to wash him and then laying him out and then the coffin and then arranging about the Mass in the chapel.	すべての仕事を私たち、彼女と私で、彼を清める女の人を呼び、それから彼の埋葬準備をして、それから棺、それから礼拝堂でのミサの手配。
Only for Father O'Rourke I don't know what we'd done at all.	オルーク神父がいなかったら私たち何をしたらいいかまったくわからなくて。
It was him brought us all them flowers and them two candlesticks out of the chapel and wrote out the notice for the Freeman's General and took charge of all the papers for the cemetery and poor James's insurance."	私たちにあの花を全部と燭台を二つ礼拝堂から持ってきたのとフリーマンズジェネラルに通知を書いたのと共同墓地とかわいそうなジェイムズの保険の書類を全部世話してくれたのは彼なの。」
"Wasn't that good of him?"	「それは親切なことじゃない？」
said my aunt	と叔母が言った。
Eliza closed her eyes and shook her head slowly.	イライザは目を閉じ、ゆっくりと頭を振った。
"Ah, there's no friends like the old friends,"	「ああ、古い友達に限るわ、」
she said,	彼女は言った、
"when all is said and done, no friends that a body can trust."	「何と言っても、信頼できる友達は。」
"Indeed, that's true,"	「本当にその通りね」
said my aunt.	と叔母が言った。
"And I'm sure now that he's gone to his eternal reward he won't forget you and all your kindness to him."	「それにあの方も天国に召されて、あなた方のことやあの方に対するあなた方の親切を一つとして忘れないのは確かだ思うわ。」
"Ah, poor James!"	「ああ、かわいそうなジェイムズ！」
said Eliza.	とイライザは言った。
"He was no great trouble to us.	「彼に大した面倒はなかったわ。
You wouldn't hear him in the house any more than now.	家にいても今と同じように静かなものでした。
Still, I know he's gone and all to that...."	それでもね、わかってるの、彼が逝ってしまってなにもかもがそれを・・・」
"It's when it's all over that you'll miss him,"	「すべてが終わった時あなた、あの方がいなくて寂しくなるでしょうよ」
said my aunt.	と叔母が言った。
"I know that,"	「わかってるわ」
said Eliza.	とイライザが言った。
"I won't be bringing him in his cup of beef-tea any me, nor you, ma'am, sending him his snuff.	「彼にビーフティーを持っていくこともないんだわ、私も、あなただって、奥様、彼に嗅ぎタバコを届けることも。
Ah, poor James!"	ああ、かわいそうなジェイムズ！」
She stopped, as if she were communing with the past and then said shrewdly:	彼女は停止し、過去と語り合うかのようにしてからいまいましげに言った。
"Mind you, I noticed there was something queer coming over him latterly.	「でもねえ、近頃彼におかしなことが起こっているのには気づいていたの。
Whenever I'd bring in his soup to him there I'd find him with his breviary fallen to the floor, lying back in the chair and his mouth open."	私が彼の所へスープを持っていくといつも彼は聖務日課書を床に落とし、椅子に仰向けになって口を開いていた。」
She laid a finger against her nose and frowned:	彼女は鼻に指を当て、顔をしかめた。
then she continued:	それから彼女は続けた。
"But still and all he kept on saying that before the summer was over he'd go out for a drive one fine day just to see the old house again where we were all born down in Irishtown and take me and Nannie with him.	「でもそれなのに彼は言い続けてたわ、夏が行く前にいい日和を選んで馬車旅行に出かけて私たちみんなが生まれ落ちたアイリッシュタウンに懐かしい家をもう一度見に行くんだって、私とナニーを連れて。
If we could only get one of them new-fangled carriages that makes no noise that Father O'Rourke told him about, them with the rheumatic wheels, for the day cheap	あれが一つ手に入ったらね、最新式の馬車でオルーク神父が言うには騒音がないんですって、それに中気車輪で、一日安く
--he said, at Johnny Rush's over the way there and drive out the three of us together of a Sunday evening.	−−彼は言ったわ、あの道の向こうのジョニー・ラッシュの所でって、そして私たち三人一緒に日曜の夕方乗せていくと。
He had his mind set on that....	彼はそう心を決めて・・・
Poor James!"	かわいそうなジェイムズ！」
"The Lord have mercy on his soul!"	「あの方の魂にお慈悲を！」
said my aunt.	と叔母が言った。
