for I find, on looking over my notes, that this period includes the case of the papers of ex-President Murillo, and also the shocking affair of the Dutch steamship Friesland,	この期間につけたノートをめくってみれば、前大統領ムリロの文書事件が収められているし、あのオランダ汽船フリースランド事件という衝撃的な事件もある。
which so nearly cost us both our lives.	後者の事件では、我々まであやうく命を落としそうになったのだ。
His cold and proud nature was always averse, however, from anything in the shape of public applause,	ホームズは冷淡で高慢な性格をしていたから、いかなる形であれ大衆の賞賛を嫌っていた。
and he bound me in the most stringent terms to say no further word of himself, his methods, or his successes	それで、ホームズ自身について、ホームズの手口について、ホームズの成功について、これ以上言葉を費やしてはならないと、かなり厳しく私を束縛していた
-- a prohibition which, as I have explained, has only now been removed.	――以前も説明したとおり、禁令はいまになって解除されたのである。
Mr. Sherlock Holmes was leaning back in his chair after his whimsical protest, and was unfolding his morning paper in a leisurely fashion, when our attention was arrested by a tremendous ring at the bell,	ミスター・シャーロック・ホームズが、先の奇抜な主張を終えて椅子に持たれかかり、ゆとりにあふれる態度で新聞を広げようとしていたそのとき、呼び鈴が大音量で鳴り響いて我々の気をひいた。
followed immediately by a hollow drumming sound,	乱打音が響いてくる。
as if someone were beating on the outer door with his fist.	どうやら、誰かがドアを拳で叩いているようだ。
As it opened	ドアが開かれる音。
there came a tumultuous rush into the hall,	騒々しく駈けこむ音。
rapid feet clattered up the stair,	猛スピードで階段を踏み鳴らす音。
and an instant later a wild-eyed and frantic young man,	一瞬の後、目を血走らせた半狂乱の若い男が室内に飛びこんできた。
pale, dishevelled, and palpitating, burst into the room.	顔は青ざめ、服装は乱れ、息を切らしている。
He looked from one to the other of us, and under our gaze of inquiry he became conscious that some apology was needed for this unceremonious entry.	我々をかわるがわる見た男は、我々の問いかけるような眼差しを受け、この形式を外した入室を謝罪する必要があることに気がついたようだ。
``I'm sorry, Mr. Holmes,''	「もうしわけありません、ミスター・ホームズ」
he cried.	男は叫んだ。
``You mustn't blame me.	「責めないでください。
I am nearly mad.	気が変になりそうなんです。
Mr. Holmes, I am the unhappy John Hector McFarlane.''	ミスター・ホームズ、私が、不幸なるジョン・ヘクター・マクファーレンです」
He made the announcement	男はそう宣言した。
as if the name alone would explain both his visit and its manner, but I could see by my companion's unresponsive face, that it meant no more to him than to me.	まるでその名前だけで訪問の理由も態度の原因も説明できそうなようすだったが、ホームズの表情に変化がないのを見ると、その名前はホームズにとっても意味のないものだったらしい。
``Have a cigarette, Mr. McFarlane,''	「煙草でもどうぞ、ミスター・マクファーレン」
said he, pushing his case across.	と、自分のケースを押しやりながらホームズが言った。
``I am sure that, with your symptoms, my friend Dr. Watson here would prescribe a sedative.	「その症状からして、きっと、我が友ドクター・ワトスンから鎮静剤を処方してもらえることでしょう。
The weather has been so very warm these last few days.	ここ数日、暑苦しい日が続きますしね。
Now, if you feel a little more composed, I should be glad if you would sit down in that chair, and tell us very slowly and quietly who you are, and what it is that you want.	どうです、少しでも落ちついたようでしたら、あちらの椅子に腰を下ろして、ゆっくりと、穏やかに、あなたがどなたか、何をお望みなのかを教えていただけると嬉しいのですが。
You mentioned your name, as if I should recognize it, but I assure you that, beyond the obvious facts that you are a bachelor, a solicitor, a Freemason, and an asthmatic, I know nothing whatever about you.''	まるで私がその名前を知っているはずだという口ぶりですが、あなたが独身で、事務弁護士で、フリーメーソンのメンバーで、喘息持ちだという事実以外、まったく何も知らないのです」
Familiar as I was with my friend's methods, it was not difficult for me to follow his deductions,	ホームズの手口にはなじんでいたので、その推論をたどるのは難しくなかった。
and to observe the untidiness of attire, the sheaf of legal papers, the watch-charm, and the breathing	服装の乱れ、法律文書の束、時計の飾り、呼吸。
which had prompted them.	推論は、これらの観察から導き出されたのだ。
Our client, however, stared in amazement.	しかし、依頼人は驚きを込めてホームズを見つめた。
``Yes, I am all that, Mr. Holmes;	「はい、すべてそのとおりです、ミスター・ホームズ。
and, in addition, I am the most unfortunate man at this moment in London.	おまけに、私はいまこのときロンドン一不運な男です。
For heaven's sake, don't abandon me, Mr. Holmes!	お願いします、私を見捨てないでください、ミスター・ホームズ！
If they come to arrest me before I have finished my story, make them give me time, so that I may tell you the whole truth.	もし話を終える前に私が逮捕されそうになったら、本当のことをみんな話してしまうまで待つように説得してください。
I could go to jail happy if I knew that you were working for me outside.''	留置所行きはかまいません、外であなたが動いてくださるのさえ知っていれば」
``Arrest you!''	「逮捕ですか！」
said Holmes.	とホームズ。
``This is really most grati -- most interesting.	「これはまた実にすばら――実に困ったことですね。
On what charge do you expect to be arrested?''	何の容疑で逮捕されるとお考えなのですか？」
``Upon the charge of murdering Mr. Jonas Oldacre, of Lower Norwood.''	「ロワーノーウッドのミスター・ジョナス・オールデイカー殺害の容疑で」
My companion's expressive face showed a sympathy which was not, I am afraid, entirely unmixed with satisfaction.	ホームズの表情には同情が見られたが、困ったことに、その顔に満足がかけらも混じっていないとは言いがたい。
``Dear me,''	「おやおや」
said he,	とホームズ。
``it was only this moment at breakfast that I was saying to my friend, Dr. Watson, that sensational cases had disappeared out of our papers.''	「たったいま、朝食の席でドクター・ワトスンに言っていたところでしたよ、センセーショナルな事件が新聞からなくなったとね」
Our visitor stretched forward a quivering hand and picked up the Daily Telegraph, which still lay upon Holmes's knee.	客人は震える手を伸ばしてデイリーテレグラフを、ホームズの膝の上から取り上げた。
``If you had looked at it, sir, you would have seen at a glance what the errand is on which I have come to you this morning.	「もしこれをごらんになっていたら、今朝の用件も一目で分かっていただけましたのに。
I feel as if my name and my misfortune must be in every man's mouth.''	誰もがみな、私の名前と不運を口にしているように感じているのです」
He turned it over to expose the central page.	そう言いながら、真中付近のページを開いた。
``Here it is, and with your permission I will read it to you.	「これです、もしよろしければ私がお読みしましょう。
Listen to this, Mr. Holmes.	お聞きください、ミスター・ホームズ。
The headlines are:	ヘッドラインは
`Mysterious Affair at Lower Norwood.	『ロワーノーウッドの怪事件。
Disappearance of a Well Known Builder.	有名建築家失踪。
Suspicion of Murder and Arson.	殺人、および放火の疑い。
A Clue to the Criminal.'	犯罪の手がかり』
That is the clue which they are already following, Mr. Holmes,	彼らは手がかりを掴んでいます、ミスター・ホームズ。
and I know that it leads infallibly to me.	そこから私が割り出されるのは分かりきっています。
I have been followed from London Bridge Station, and I am sure that they are only waiting for the warrant to arrest me.	ロンドンブリッジ駅から尾行がつきましたし、きっと、ただ私を逮捕する令状がとれるのを待っているだけなんです。
It will break my mother's heart -- it will break her heart!''	母は――母は心を痛めることでしょう！」
He wrung his hands in an agony of apprehension, and swayed backward and forward in his chair.	客人は先々のことに思いに悩んで両手を組み合わせると、後ろに倒れこんで椅子に収まった。
I looked with interest upon this man, who was accused of being the perpetrator of a crime of violence.	暴力的犯罪の当事者として告発されたこの男を、私は興味深く眺めた。
He was flaxen-haired and handsome, in a washed-out negative fashion,	やつれた陰気な様子が見うけられるが、麻栗色の髪と整った顔立ちをしている。
with frightened blue eyes,	おびえきった青い瞳。
and a clean-shaven face,	きれいに剃られた顔。
with a weak, sensitive mouth.	弱々しい、神経質そうな口元。
His age may have been about twenty-seven, his dress and bearing that of a gentleman.	年のころは27といったところか、服装も態度も紳士のそれだった。
From the pocket of his light summer overcoat protruded the bundle of endorsed papers which proclaimed his profession.	サマー・オーバーのポケットから、所有者の職業を物語る裏書用紙の束がのぞいている。
``We must use what time we have,''	「残された時間を活かさなければ」
said Holmes.	とホームズ。
``Watson, would you have the kindness to take the paper and to read the paragraph in question?''	「ワトスン、その新聞の、問題の記事を読んでもらえないか？」
Underneath the vigorous headlines which our client had quoted, I read the following suggestive narrative:	客人が引用した活力あるヘッドラインの下に続いた、示唆に富む記事を私は読み上げた。
``Late last night, or early this morning, an incident occurred at Lower Norwood	昨夜遅く、あるいは本日未明、ロワーノーウッドで事件が発生した。
which points, it is feared, to a serious crime.	重大な犯罪の可能性が懸念されている。
Mr. Jonas Oldacre is a well known resident of that suburb, where he has carried on his business as a builder for many years.	ミスター・ジョナス・オールデイカー（52）はこの郊外の有名な住人であり、長年、この地方で建築家としての業務に携わっている。
Mr. Oldacre is a bachelor, fifty-two years of age, and lives in Deep Dene House, at the Sydenham end of the road of that name.	氏は独身であり、ディープ・ディーン道路の端のシデナムにあるディープ・ディーン・ハウスで暮らしていた。
He has had the reputation of being a man of eccentric habits, secretive and retiring.	奇人、秘密主義、非社交人物としても有名。
For some years he has practically withdrawn from the business, in which he is said to have massed considerable wealth.	ここ数年、実質的には事業から撤退していたが、すでに相当の財産を築いていたと言われている。
A small timber-yard still exists, however, at the back of the house, and last night, about twelve o'clock, an alarm was given that one of the stacks was on fire.	しかしながら、住居の裏に小さな木材置場が依然として存在しており、昨晩12時ごろ、木材から火が出ているという通報があった。
The engines were soon upon the spot, but the dry wood burned with great fury, and it was impossible to arrest the conflagration until the stack had been entirely consumed.	消防局がすぐに駈けつけたが、乾いた木材は猛烈な勢いで燃えあがり、すべてが完全に燃え尽きるまで止めることはできなかった。
Up to this point the incident bore the appearance of an ordinary accident, but fresh indications seem to point to serious crime.	ここまでは一見、ありふれた退屈な事件のようであったが、重大犯罪を示す痕跡が明らかになった。
Surprise was expressed at the absence of the master of the establishment from the scene of the fire, and an inquiry followed, which showed that he had disappeared from the house.	この火災の現場に施設の所有者が見当たらないことに驚きの声が上がり、聴取の結果、住宅から姿を消してしまったことが判明した。
An examination of his room revealed that the bed had not been slept in, that a safe which stood in it was open, that a number of important papers were scattered about the room,	室内を調査すると、ベッドに入った跡はなく、金庫が開かれており、重要書類が部屋中に散らばっていた。
and finally, that there were signs of a murderous struggle, slight traces of blood being found within the room,	そのうえ、殺意に満ちた格闘が行われた跡や血痕が部屋中で見つかり、柄に血痕のあるオークのステッキが発見された。
and an oaken walking-stick, which also showed stains of blood upon the handle.	昨晩遅く、寝室に客を迎えたということで、発見されたステッキの所有者はこの人物であると確認された。
It is known that Mr. Jonas Oldacre had received a late visitor in his bedroom upon that night, and the stick found has been identified as the property of this person, who is a young London solicitor named John Hector McFarlane, junior partner of Graham and McFarlane, of 426 Gresham Buildings, E. C.	ロンドン事務弁護士ジョン・ヘクター・マクファーレン、西中央区グレシャム・ビルディングス426のグレアム・アンド・マクファーレンに籍をおく人物である。
The police believe that they have evidence in their possession which supplies a very convincing motive for the crime, and altogether it cannot be doubted that sensational developments will follow.	警察は犯罪への強い動機を裏付ける証拠を握っていると考えており、センセーショナルな展開が続くことに疑問の余地はない。
-- It is rumoured as we go to press that Mr. John Hector McFarlane has actually been arrested on the charge of the murder of Mr. Jonas Oldacre.	――脱稿後、ミスター・ジョン・ヘクター・マクファーレンはすでに、ミスター・ジョナス・オールデイカー殺害の容疑で逮捕されたという噂が飛びこんできた。
It is at least certain that a warrant has been issued.	少なくとも、令状が発行されていることは間違いない。
There have been further and sinister developments in the investigation at Norwood.	ノーウッド事件は、さらなる不吉な展開を迎えそうだ。
Besides the signs of a struggle in the room of the unfortunate builder it is now known that the French windows of his bedroom ( which is on the ground floor ) were found to be open, that there were marks as if some bulky object had been dragged across to the wood-pile, and, finally, it is asserted that charred remains have been found among the charcoal ashes of the fire.	不運な建築家の部屋に見られた格闘の跡に加えて、寝室（1階）のフランス窓が開け放たれていたこと、何かかさばるものを木材置場へ引きずった跡があること、そして、黒焦げの物質が火災の現場から発見されたらしいことが、現在までに判明している。
The police theory is that a most sensational crime has been committed,	警察は被害者がきわめてセンセーショナルな犯罪に巻き込まれたという見解を持っている。
that the victim was clubbed to death in his own bedroom, his papers rifled, and his dead body dragged across to the wood-stack, which was then ignited so as to hide all traces of the crime.	犯人は、寝室で被害者を撲殺し、書類を奪いとり、遺体を木材置場まで運び込んで、犯罪の痕跡をすべてを焼却しようとしたとのことだ。
The conduct of the criminal investigation has been left in the experienced hands of Inspector Lestrade, of Scotland Yard, who is following up the clues with his accustomed energy and sagacity. ``	調査はスコットランドヤードのベテラン刑事、レストレイド警部の手に委ねられ、警部は例のごとく活力と聡明さをもって手がかりを追っている。
Sherlock Holmes listened with closed eyes and fingertips together to this remarkable account.	シャーロック・ホームズは、目を閉ざし、指先をつき合わせて、この驚くべき記事に耳を傾けていた。
``The case has certainly some points of interest,''	「たしかに、興味深い点もありますね」
said he, in his languid fashion.	と、ホームズはこともなげに言った。
``May I ask, in the first place, Mr. McFarlane, how it is that you are still at liberty,	「まずですよ、ミスター・マクファーレン、どうして今もまだ自由の身でいるのですか？
since there appears to be enough evidence to justify your arrest?''	逮捕されるのに十分な証拠があるように思えますが」
``I live at Torrington Lodge, Blackheath, with my parents, Mr. Holmes	「私はブラックヒースのトリングトン・ロッジに両親と暮らしています。
but last night, having to do business very late with Mr. Jonas Oldacre, I stayed at an hotel in Norwood, and came to my business from there.	ですが昨日の夜は、ミスター・ジョナス・オールデイカーと遅くまで仕事をしなければならなかったものですから、ノーウッドのホテルに泊まりました。
I knew nothing of this affair until I was in the train,	事件のことは、事務所に帰る列車の中で知りました。
when I read what you have just heard.	いまあなたが耳にした記事を読んだときに。
I at once saw the horrible danger of my position, and I hurried to put the case into your hands.	それと同時に、私が恐ろしく危険な立場にいることに気付き、事件をあなたの手に委ねようと急いでやってきたのです。
I have no doubt that I should have been arrested either at my city office or at my home.	事務所や家にいたとしたら、とっくに逮捕されていたに違いありません。
A man followed me from London Bridge Station, and I have no doubt Great heaven!	男が1人、ロンドン・ブリッジ駅から尾行してきました、あれは間違いなく
what is that?''	――む、これはいったい？」
It was a clang of the bell, followed instantly by heavy steps upon the stair.	呼び鈴が鳴り響き、つづいて階段をのぼる重々しい足音が聞こえてきた。
A moment later, our old friend Lestrade appeared in the doorway.	一瞬の間があって、我々にとって昔馴染みの友であるレストレイドが戸口に現れた。
Over his shoulder I caught a glimpse of one or two uniformed policemen outside.	その肩の向こうから、外にいる1人か2人の制服警官の視線を感じた。
``Mr. John Hector McFarlane?''	「ミスター・ジョン・ヘクター・マクファーレン？」
said Lestrade.	と、レストレイドは言った。
Our unfortunate client rose with a ghastly face.	我々の不運な依頼人は、幽鬼のように青ざめていた。
``I arrest you for the wilful murder of Mr. Jonas Oldacre, of Lower Norwood.''	「ロワーノーウッドのミスター・ジョナス・オールデイカー殺害容疑で逮捕する」
McFarlane turned to us with a gesture of despair, and sank into his chair once more like one who is crushed.	マクファーレンは我々に絶望の身振りを示すと、崩れこむようにもういちど椅子に座りこんだ。
``One moment.	「待ってくれ、レストレイド」
Lestrade,''	とホームズ。
``Half an hour more or less can make no difference to you,	「30分前後の遅れが出ても違いはないだろう。
and the gentleman was about to give us an account of this very interesting affair,	こちらの方は、このきわめて面白い事件について説明をしてくれるところだったんだ。
which might aid us in clearing it up.''	それを聞けば、事件を整理するのに役立つと思うよ」
``I think there will be no difficulty in clearing it up,''	「事件の整理は、何ら支障もなく行えると考えますが」
said Lestrade, grimly.	とレストレイドは苦々しげに言った。
``None the less, with your permission, I should be much interested to hear his account.''	「それでもやはりね、もし君さえよければ、この方の説明を聞いてみたいんだよ」
``Well, Mr. Holmes, it is difficult for me to refuse you anything,	「ま、ミスター・ホームズ、あなたの申し出を拒絶するわけにはいきませんね。
for you have been of use to the force once or twice in the past, and we owe you a good turn at Scotland Yard,''	以前も若干警察の役に立ってくださったことですし、我々スコットランドヤードも大きな借りを作っていますから」
said Lestrade.	とレストレイド。
``At the same time I must remain with my prisoner	「ただし、私も容疑者と一緒に残らねばなりません。
and I am bound to warn him that anything he may say will appear in evidence against him.''	職務上、警告しておきますが、容疑者の発言は、容疑に対する証拠として扱われるでしょう」
``I wish nothing better,''	「それでかまいません」
said our client.	と依頼人は言った。
``All I ask is that you should hear and recognize the absolute truth.''	「ただ、真実に耳を傾け、真実を認識していただきたいだけです」
Lestrade looked at his watch.	レストレイドは自分の時計に目をやった。
``I'll give you half an hour,'' said he.	「30分、譲りましょう」
``I must explain first,'' said McFarlane,	「まず最初にお断りしますが、
``that I knew nothing of Mr. Jonas Oldacre.	私はミスター・ジョナス・オールデイカーをまったく知りませんでした。
His name was familiar to me, for many years ago my parents were acquainted with him, but they drifted apart.	何年も昔、両親の知人だったということで名前は聞いていましたが、今はもう両親とのつきあいもありません。
I was very much surprised, therefore, when yesterday, about three o'clock in the afternoon, he walked into my office in the city.	ですから、昨日の午後3時ごろ、ミスター・オールデイカーが事務所にきたときには驚きました。
But I was still more astonished when he told me the object of his visit.	訪問の理由を伺うと、さらに驚かされました。
He had in his hand several sheets of a notebook, covered with scribbled writing -- here they are -- and he laid them on my table.	あの方は、数枚の走り書きを――これです――テーブルに出しました。
```Here is my will,'	「『これは、私の遺言書です』
said he.	とあの方は言います。
`I want you, Mr. McFarlane, to cast it into proper legal shape.	『ミスター・マクファーレン、これを法的な形式に整えて欲しい。
I will sit here while you do so.'	作業中、ここに座って待ちますから』
``I set myself to copy it,	「私はさっそく写本を作ることにしました。
and you can imagine my astonishment when I found that, with some reservations, he had left all his property to me.	ところが読んでみると、条件つきで、その財産すべてを、私に遺すというのです。
He was a strange little ferret-like man, with white eyelashes,	ミスター・オールデイカーは体の小さい風変わりな人物で、白い睫毛をしたフェレットのようでした。
and when I looked up at him I found his keen gray eyes fixed upon me with an amused expression.	目を上げると、鋭い灰色の瞳が私のほうを楽しそうに見つめています。
I could hardly believe my own senses as I read the terms of the will,	遺言書の内容を読んでも、私には自分の感覚を信じられませんでした。
but he explained that he was a bachelor with hardly any living relation,	説明によると、あの方は独身であり、親類もほとんど死んでしまった。
that he had known my parents in his youth,	私の両親とは若い頃の知り合いだった。
and that he had always heard of me as a very deserving young man,	常々、私がとても立派な若者であると聞いている。
and was assured that his money would be in worthy hands.	そして、自分の財産を価値のある人間の手に収めてもらいたいのだ、と。
Of course, I could only stammer out my thanks.	当然、私には感謝の言葉をどもりながら繰り返すことしかできませんでした。
The will was duly finished, signed, and witnessed by my clerk.	仕上がった遺言書に、署名と、事務員による連署が行われました。
This is it on the blue paper, and these slips, as I have explained, are the rough draft.	この青い書類がそうです、それからこちらが、ご説明したとおり、下書きです。
Mr. Jonas Oldacre then informed me that there were a number of documents -- building leases, title-deeds, mortgages, scrip, and so forth -- which it was necessary that I should see and understand.	ミスター・ジョナス・オールデイカーは、建物の賃貸契約書や、権利証書や、抵当証書や、仮証書類などといった書類が山ほどあるので、一度目を通して理解しておいて欲しいと言いました。
He said that his mind would not be easy until the whole thing was settled, and he begged me to come out to his house at Norwood that night, bringing the will with me, and to arrange matters.	一切が落ちつくまで安心できないそうで、その夜に、遺言書をもって、ノーウッドの家に足を運び、問題をまとめようと頼まれました。
`Remember, my boy, not one word to your parents about the affair	『そうそう、きみ、ご両親には一言も漏らさないように。
until everything is settled.	何もかもが落ちつくまでね。
We will keep it as a little surprise for them.'	ちょっと驚かせてやれるようにな』
He was very insistent upon this point, and made me promise it faithfully.	あの方はこの点を強く言い張り、私に堅く約束させました。
``You can imagine, Mr. Holmes, that I was not in a humour to refuse him anything that he might ask.	「想像できるでしょう、ミスター・ホームズ、あの方が求めることを拒否できるような気分ではなかったのです。
He was my benefactor,	恩人です。
and all my desire was to carry out his wishes in every particular.	私はただ、あの方の希望にあらゆる点でお応えしたかったのです。
I sent a telegram home, therefore, to say that I had important business on hand, and that it was impossible for me to say how late I might be.	ですから私は、重要な仕事ができたのでどれくらい遅くなるか分からないと、家に電報を打ちました。
Mr. Oldacre had told me that he would like me to have supper with him at nine, as he might not be home before that hour.	ミスター・オールデイカーは9時に家で一緒に夕食をとりたいが、その時間まで家にはいないと言いました。
I had some difficulty in finding his house, however, and it was nearly half-past before I reached it.	もっとも、あの方の家を見つけるのにちょっとてこずりまして、30分ほど遅刻しました。
I found him -- ''	あの方が――」
``One moment!''	「待ってください！」
said Holmes.	とホームズ。
``Who opened the door?''	「誰がドアを開けましたか？」
``A middle-aged woman,	「中年の女性が。
who was, I suppose, his housekeeper.''	たぶん、家政婦なんだと思います」
``And it was she, I presume, who mentioned your name?''	「推測ですが、その女性から、あなたのお名前を口にしましたね？」
``Exactly,''	「そのとおりです」
said McFarlane.	とマクファーレン。
``Pray proceed.''	「続きをどうぞ」
McFarlane wiped his damp brow, and then continued his narrative:	マクファーレンは額ににじんだ汗をぬぐうと、話を続けた――
``I was shown by this woman into a sitting-room,	「その女性は、私を居間にとおしました。
where a frugal supper was laid out.	質素な夕食が準備されています。
Afterwards, Mr. Jonas Oldacre led me into his bedroom, in which there stood a heavy safe.	食後、ミスター・ジョナス・オールデイカーについて寝室に入ったところ、室内には大きな金庫が置いてありました。
This he opened and took out a mass of documents, which we went over together.	あの方が金庫を開いて大量の書類を取り出しましたので、2人で調べ始めました。
It was between eleven and twelve when we finished.	終わったのは11時台だったと思います。
He remarked that we must not disturb the housekeeper.	家政婦の手は煩わせられないということで、
He showed me out through his own French window,	フランス窓から帰るように指示しました。
which had been open all this time.''	窓はずっと開けられていました」
``Was the blind down?''	「ブラインドは降りていましたか？」
asked Holmes.	とホームズが聞いた。
``I will not be sure, but I believe that it was only half down.	「自信はありませんが、半分だけ降ろしてあったような気がします。
Yes,	いや、間違いありません。
I remember how he pulled it up in order to swing open the window.	あの方が窓を押し開こうと、ブラインドを引き上げているところを思い出しました。
I could not find my stick, and he said,	ステッキが見つかりませんでしたが、
`Never mind, my boy,	『気にすることはないよ、きみ。
I shall see a good deal of you now, I hope, and I will keep your stick until you come back to claim it.'	きっと、また何度も会うことになるだろうから、今度会うときまで預かっておくさ』
I left him there,	私は帰りました。
the safe open, and the papers made up in packets upon the table.	そのとき、金庫は開けっ放しで、書類はまとめてテーブルの上に置いてありました。
It was so late that I could not get back to Blackheath, so I spent the night at the Anerley Arms,	ブラックヒースに帰れる時刻ではありませんでしたから、アナリー・アームズで一泊しました。
and I knew nothing more until I read of this horrible affair in the morning.''	今朝の恐ろしい事件のことは、朝刊を読むまで何も知りませんでした」
``Anything more that you would like to ask, Mr. Holmes?''	レストレイドは、この注目すべき解説を聞きながら、2、3度、眉を釣りあげたが、ここでようやく口を開いた。
said Lestrade, whose eyebrows had gone up once or twice during this remarkable explanation.	「他に何か聞いておきたいことはありますか、ミスター・ホームズ？」
``Not until I have been to Blackheath.''	「ブラックヒースに行ってみるまでは何とも」
``You mean to Norwood,''	「ノーウッドじゃないですか」
said Lestrade.	とレストレイド。
``Oh, yes,	「ああ、そうか。
no doubt that is what I must have meant,''	確かにそれですよ」
said Holmes, with his enigmatical smile.	とホームズが謎めいた微笑を浮かべて言った。
Lestrade had learned by more experiences than he would care to acknowledge that that razor-like brain could cut through that	ホームズの剃刀のような頭脳は、レストレイドの理解の及ばないところまで、事実を鋭く切り取ることができる。
which was impenetrable to him.	レストレイドはそれを、口で言う以上に、経験から学んでいた。
I saw him look curiously at my companion.	レストレイドはホームズを興味深げに眺めた。
``I think I should like to have a word with you presently, Mr. Sherlock Holmes,''	「少しお話を伺っておくほうがよさそうですね、ミスター・シャーロック・ホームズ」
said he.	とレストレイド。
``Now, Mr. McFarlane, two of my constables are at the door, and there is a four-wheeler waiting.''	「さて、ミスター・マクファーレン、戸口に警官を2人、外に四輪を待たせてある」
The wretched young man arose, and with a last beseeching glance at us walked from the room.	哀れな若者は立ちあがり、嘆願するような視線を我々に向けると、部屋から出ていった。
The officers conducted him to the cab, but Lestrade remained.	警官はマクファーレンをつれて馬車に乗りこんだが、レストレイドは後に残った。
Holmes had picked up the pages which formed the rough draft of the will, and was looking at them with the keenest interest upon his face.	ホームズは、摘み上げた遺書の下書きを、熱心な興味に満ちた顔で見つめた。
``There are some points about that document, Lestrade,	「なかなか特徴のある文書だね、レストレイド。
are there not?''	どうだ？」
The official looked at them with a puzzled expression.	レストレイドは当惑した表情で書類を眺めた。
``I can read the first few lines,	「最初の数行は読めますね。
and these in the middle of the second page, and one or two at the end.	それに、2枚目の真中あたりと、最後の2、3行も。
Those are as clear as print,''	印刷のようにはっきりと。
``but the writing in between is very bad,	が、しかし、その間の筆跡はかなりひどいな。
and there are three places where I cannot read it at all.''	まったく読めない部分も3ヶ所」
``What do you make of that?'' said Holmes.	「そこから何を想像する？」
``Well, what do you make of it?''	「ふむ、そちらこそ何を？」
``That it was written in a train.	「列車の中で書かれたということさ。
The good writing represents stations, the bad writing movement, and the very bad writing passing over points.	きれいな筆跡は駅を、ひどい筆跡は進行中を、さらにひどい筆跡は転轍機の通過を表しているんだよ。
A scientific expert would pronounce at once that this was drawn up on a suburban line,	科学的専門家なら、この文書は郊外線で書かれたものだと断言するだろう。
since nowhere save in the immediate vicinity of a great city could there be so quick a succession of points.	大都市の周辺部以外に、これほど連続して転轍機が存在しているところはない。
Granting that his whole journey was occupied in drawing up the will,	この推理から、ミスター・オールデイカーは列車の旅の間中、遺言書を書きつづけたのだと思われる。
then the train was an express,	乗っていたのは急行だね。
only stopping once between Norwood and London Bridge.''	ノーウッド―ロンドンブリッジ間で一度しか停車していない」
Lestrade began to laugh.	レストレイドは笑い出した。
``You are too many for me when you begin to get on your theories.	「持論を進めだすとまったく手におえませんね、
Mr. Holmes,''	ミスター・ホームズ」
said he.	とレストレイド。
``How does this bear on the case?''	「それがこの事件にどう影響してくるんですか？」
