Away beyond it rose a line of giant cliffs similar to those upon which we are supposed to stand in our survey of the savage scene,	そこから離れた直線的に連なる巨大な崖壁は、もし我々が未開の光景を概測する地点を探していたのであれば、迷わず選ばれたことだろう。
and through which the road had some how made its climb to the summit.	そして問題の道はその崖をくぐりぬけて、頂上へと昇っていく。
The configuration of the valley, indeed, was such that from this point of observation it seemed entirely shut in, and one could not but have wondered how the road which found a way out of it had found a way into it, and whence came and whither went the waters of the stream that parted the meadow two thousand feet below.	渓谷の構成はたしかに、この観測点からみたところではこのとおり完全に閉塞的で、外部へ抜け出す方法を見つけたあの道はどうやって内部に入りこむ方法を見つけたのだろうか、草地を千マイル下まで分かつあの小川の水はどこからやってきてどこにいくのだろうか、などと考え込まずにはいられないかもしれない。
No country is so wild and difficult but men will make it a theater of war;	これほど荒れた、これほど厄介な地方はないのに、それでも人間はそこを戦場にしたてるものなのだろう。
concealed in the forest at the bottom of that military rat-trap, in which half a hundred men in possession of the exits might have starved an army to submission, lay five regiments of Federal infantry.	軍事的ねずみ取り、つまり50人の男で出口を押さえれば一軍隊を飢えさせ降伏させうるような罠として、谷底の森に北軍の歩兵5個連隊を潜ませて。
They had marched all the previous day and night, and were resting.	昨日一日、昼夜強行軍で進軍してきたかれらはいま、休息をとっていた。
At nightfall they would take to the road again, climb to the place where their unfaithful sentinel now slept, and, descending the other slope of the ridge, fall upon a camp of the enemy at about midnight.	夜がくればふたたび動き出し、あの信用ならない歩哨のいるところに登り、別の尾根をくだって、深夜、敵のキャンプを襲う。
Their hope was to surprise it,	不意打ちになると見こんでいた。
for the road led to the rear of it.	なぜなら、その道はキャンプの側面に出るからだ。
In case of failure, their position would be perilous in the extreme;	万一失敗すれば、状況はいちじるしく危険になるだろう。
and fail they surely would, should accident or vigilance apprise the enemy of the movement.	そのとき降下すれば、敵に行動を起こさせる事故、あるいは警報となるだろう。
The sleeping sentinel in the clump of laurel was a young Virginian named Carter Druse.	月桂樹の茂みで眠っている歩哨は若いヴァージニア人で、名をカーター・ドルーズという。
He was the son of wealthy parents, an only child, and had known such ease and cultivation and high living as wealth and taste were able to command in the mountain country of Western Virginia.	資産家の一人息子で、資産や趣味はもちろん、性格や教養や生活水準といった点でも、西ヴァージニアの山国では注目にあたいする存在だった。
His home was but a few miles from where he now lay.	実家はいま彼が横になっているところからほんの数マイルしかはなれていない。
One morning he had risen from the breakfast table and said, quietly but gravely:	ある朝、食事の席で彼は立ちあがり、静かに、だが重々しくこう言ったのだ。
"Father, a Union regiment has arrived at Grafton.	「父さん、北軍の連隊がグラフトまできました。
I am going to join it."	ぼくは行って、彼らに加わるつもりです」
The father lifted his leonine head, looked at the son a moment in silence, and replied:	父親はライオンのような頭をあげると、しばらく黙って息子を見つめてから答えた。
"Well, go, sir,	「そうか、では行くがいい、サー。
and, whatever may occur, do what you conceive to be your duty.	なにが起きようとも、やるべきと決めたことをやるんだ。
Virginia, to which you are a traitor, must get on without you.	ヴァージニアは、おまえがいま背を向けようとしているヴァージニアは、おまえ抜きでやっていかなければなるまい。
Should we both live to the end of the war, we will speak further of the matter.	もしも戦争が終わるまでおれとおまえが生きのびられたときには、このことを、ゆっくり話し合うことにしよう。
Your mother, as the physician has informed you, is in a most critical condition;	母さんは、医者から聞いたと思うが、もう長くはない。
at the best, she cannot be with us longer than a few weeks,	もって数週間だろう、父さんたちと一緒にいられるのは。
but that time is precious.	だが、それはとても貴重な時間だ。
It would be better not to disturb her."	母さんにはいらん心配をかけんようにするのがいいだろうな」
So Carter Druse, bowing reverently to his father,	カーター・ドルーズは、父親に深々と頭を下げた。
who returned the salute with a stately courtesy which masked a breaking heart,	父親は堂々とした態度で敬礼を返し、張り裂けそうな思いを胸にしまいこんだ。
left the home of his childhood to go soldiering.	そして息子は、生まれ育った家を後にして、兵士となった。
By conscience and courage, by deeds of devotion and daring, he soon commended himself to his fellows and his officers;	誠実さと勇敢さによって、忠実で果敢な行動によって、すぐに彼は同僚や上官から一目置かれるようになった。
and it was to these qualities and to some knowledge of the country	それに加えて、この地域の地理に詳しい。
that he owed his selection for his present perilous duty at the extreme outpost.	だからこそいま、最前哨点での危険な任務にわりあてられたのだ。
Nevertheless, fatigue had been stronger than resolution, and he had fallen asleep.	なのに、疲労を意思の力で押さえることができずに、彼は眠りこんでしまったのである。
What good or bad angel came in a dream to rouse him from his state of crime,	夢の中に舞い降りた天使が、この違反状態から彼を呼び覚ました。
who shall say?	その天使の是と非とをいったい誰が知ろう？
Without a movement, without a sound, in the profound silence and the languor of the late afternoon, some invisible messenger of fate touched with unsealing finger the eyes of his consciousness	深い静寂と昼下がりの憂愁のなか、動きも音もなく、見えざる使者とも言うべきものが、解放の指で、彼の意識の瞳に触れた
- whispered into the ear of his spirit the mysterious awakening word which no human lips ever have spoken, no human memory ever has recalled.	――その心の耳に、人間がいまだかつて口にした事のない言葉、人間がいまだかつて記憶から再生できたことのない言葉がささやかれたのだ。
He quietly raised his forehead from his arm and looked between the masking stems of the laurels,	彼は静かに額を腕から起こし、月桂樹の合間から外側を見つめた。
instinctively closing his right hand about the stock of his rifle.	右手は、本能的にライフルの台尻を握り締めていた。
His first feeling was a keen artistic delight.	最初に感じられたのは、芸術的な鋭い歓喜だった。
On a colossal pedestal, the cliff, - motionless at the extreme edge of the capping rock and sharply outlined against the sky, - was an equestrian statue of impressive dignity.	巨大な台座、あの崖のうえの――横たえられた岩の端の端にある、鋭く切り出された空を背にした、身動きもしない――忘れがたい威厳を備えた騎兵の彫像。
The figure of the man sat the figure of the horse, straight and soldierly, but with the repose of a Grecian god carted in the marble which limits the suggestion of activity.	馬にまたがっているのは、背筋を伸ばした軍人らしい男だったが、まさか動くとも思われないギリシャの神の彫刻のような、安らかさも備えていた。
The gray costume harmonized with its aerial background;	灰色の軍服が、背にした空の風景と調和している。
the metal of accoutrement and caparison was softened and subdued by the shadow;	軍装と馬具の金属的な輝きを、落ちかかる影がやわらげている。
the animal's skin had no points of high light.	馬の肌はまったく光を宿していなかった。
A carbine, strikingly foreshortened, lay across the pommel of the saddle, kept in place by the right hand grasping it at the "grip";	不自然な短縮法でえがかれたようなカービン銃が、右手で「銃把」を支えることによって、鞍頭をよこぎるように置かれている。
the left hand, holding the bridle rein, was invisible.	手綱をとる左手は影に隠れてしまっている。
In silhouette against the sky, the profile of the horse was cut with the sharpness of a cameo;	空を、横を向いた馬の影が、カメオ細工のように鋭く切りぬいていた。
it looked across the heights of air to the confronting cliffs beyond.	まるで、大空をまたいで差し向かいの崖に足を差し伸べているかのようだ。
The face of the rider, turned slightly away, showed only an outline of temple and beard;	旗手の顔はやや遠くに向けられ、こめかみとあごひげの輪郭だけがうつしだされている。
he was looking downward to the bottom of the valley.	おそらく、谷間の底を覗きこんでいるのであろう。
Magnified by its lift against the sky and by the soldier's testifying sense of the formidableness of a near enemy, the group appeared of heroic, almost colossal, size.	1人の敵を前にしたときの、あのぞっとするような、良心への衝撃。
For an instant Druse had a strange, half-defined feeling	ドルーズは、奇妙な、だが確信に似たものを感じていた。
that he had slept to the end of the war and was looking upon a noble work of art reared upon that commanding eminence to commemorate the deeds of an heroic past of which he had been an inglorious part.	戦争は眠っているうちに終わってしまい、自分が不名誉な役回りをしていた過ぎ去った時代の英雄を称えるために高台に整備された芸術作品を眺めているのだと。
The feeling was dispelled by a slight movement of the group:	その思いは、人馬の静かな動きを見てかき消された。
the horse, without moving its feet, had drawn its body slightly backward from the verge;	馬が、足を動かしはしなかったけれど、崖っぷちからやや体を離したのだ。
the man remained immobile as before.	騎手は、相変わらず身じろぎひとつしなかった。
Broad awake and keenly alive to the significance of the situation, Druse now brought the butt of his rifle against his cheek by cautiously pushing the barrel forward through the bushes,	すっかり目を覚まし、状況の微少変化すら逃さないように注意力を高めたドルーズは、銃尻を頬にぴったりと寄せながら、慎重に、銃口を藪の外に突き出した。
cocked the piece, and, glancing through the sights, covered a vital spot of the horseman's breast.	撃鉄を起こし、騎兵の急所である胸を狙って照準を見定めた。
A touch upon the trigger and all would have been well with Carter Druse.	あとカーター・ドルーズのやるべきことは、ただトリガーに触れることだけだった。
At that instant the horseman turned his head and looked in the direction of his concealed foeman	その瞬間、騎兵は頭を敵兵が隠れているほうに向けた
- seemed to look into his very face, into his eyes, into his brave, compassionate heart.	――まるで彼の顔を、彼の瞳を、彼の勇気を、彼の心の弱さを見とおすかのように。
Is it, then, so terrible to kill an enemy in war	戦場で敵を1人殺すのは、そんなに恐ろしいことなのか？
- an enemy who has surprised a secret vital to the safety of one's self and comrades - an enemy more formidable for his knowledge than all his army for its numbers?	自身と自軍の安全にかかわる機密におどろいている敵を、敵軍の兵力よりも恐ろしい情報を握ってしまったひとりの敵を殺すのは。
Carter Druse grew pale;	カーター・ドルーズの顔からはどんどん血の気が引いていった。
he shook in every limb, turned faint,	手足は震え、気を失いそうだった。
and saw the statuesque group before him as black figures, rising, falling, moving unsteadily in arcs of circles in a fiery sky.	目の前の彫像的な人馬が、黒い影となって上下に揺れ、不規則な弧を燃え立つような空に描く。
His hand fell away from his weapon, his head slowly dropped until his face rested on the leaves in which he lay.	銃におかれていた手から力が抜け、頭が真下の草葉に落ちる。
This courageous gentleman and hardy soldier was near swooning from intensity of emotion.	この勇敢な紳士、誠実な兵士は、感情の昂ぶりに恍惚となっていた。
It was not for long;	それは長続きしなかった。
in another moment his face was raised from earth, his hands resumed their places on the rifle, his forefinger sought the trigger;	やがて彼は地面から顔をあげ、ライフルを握りなおし、トリガーに指をかけなおした。
mind, heart and eyes were clear, conscience and reason sound.	頭も心も目もはっきりしており、道義心や理性もゆるぎない。
He could not hope to capture that enemy;	生け捕りは望むべくもなかった。
to alarm him would but send him dashing to his camp with his fatal news.	気付かれて、致命的な情報とともにキャンプにかけもどられるに決まっている。
The duty of the soldier was plain:	兵士ドルーズのやるべきことは明白だった。
the man must be shot dead from ambush	あの男は待ち伏せにあって撃ち殺されなければならない
- without warning, without a moment's spiritual preparation, with never so much as an unspoken prayer, he must be sent to his account.	――警告なしで、心の準備をする暇も与えず、祈りの言葉を口にさせることなく、男を消さなければならない。
But no - there is a hope;	でも――望みがないわけじゃない。
he may have discovered nothing;	まだ何も見つけられていないのかも
perhaps he is but admiring the sublimity of the landscape.	――ひょっとしたら、眼下の景色を楽しんでいるだけなのかもしれない。
If permitted, he may turn and ride carelessly away in the direction whence he came.	放っておけば、そのうちやってきたところへと引き帰していくかもしれない。
Surely it will be possible to judge at the instant of his withdrawing whether he knows.	引き上げるところをよく見ておけば、知っているのか知っていないのか、きっと判断がつくはずだ。
It may well be that his fixity of attention	それまでは警戒をおこたらないようにしたほうがいいだろう
- Druse turned his head and looked through the deeps of air downward	――ドルーズは頭をめぐらせて、空気をとおして下方を見た。
as from the surface of the bottom of a translucent sea.	ちょうど、透明な海の底を表面から見つめるように。
He saw creeping across the green meadow a sinuous line of figures of men and horses	緑の草地に人と馬とが、うねりながら一本の線を描いていた
- some foolish commander was permitting the soldiers of his escort to water their beasts in the open,	――どこかの馬鹿な司令官が、無頓着にも、馬に水を飲ませるために兵士たちをつけて送り出したのだ。
in plain view from a hundred summits!	十数の頂から丸見えだというのに！
Druse withdrew his eyes from the valley and fixed them again upon the group of man and horse in the sky,	ドルーズは谷間から目をひきはなすと、ふたたび一塊になって空に浮かぶあがる人馬をねめつけた。
and again it was through the sights of his rifle.	ふたたび、照準ごしに。
But this time his aim was at the horse.	だが今回は、馬に狙いをつけていた。
In his memory, as if they were a divine mandate, rang the words of his father at their parting:	記憶のなかから、まるで神の命令のごとく、あの父親の言葉が鳴り響いていた。
"Whatever may occur, do what you conceive to be your duty."	「なにが起きようとも、やるべきときめたことをやるんだ」。
He was calm now.	落ちついていた。
His teeth were firmly but not rigidly closed;	歯は閉じられていたが、食いしばるというほどではない。
his nerves were as tranquil as a sleeping babe's	神経は眠れる赤子のように静まりかえっていた。
- not a tremor affected any muscle of his body;	トレモロひとつなく、よって筋肉も微動だにしない。
his breathing, until suspended in the act of taking aim, was regular and slow.	呼吸も、目標をしとめるまでは、規則的な、ゆっくりとしたものだった。
Duty had conquered;	やるべきと心したものは圧倒的だった。
the spirit had said to the body:	心が体に言っていた。
"Peace, be still."	「おとなしくしていろ」
He fired.	撃った。
An officer of the Federal force, who, in a spirit of adventure or in quest of knowledge, had left the hidden bivouac in the valley, and, with aimless feet, had made his way to the lower edge of a small open space near the foot of the cliff, was considering what he had to gain by pushing his exploration further.	北軍の士官が1人、冒険心にか探求心にか駆りたてられて、谷の露営地をはなれ、あてもなく、崖のたもとの草地の下端へと足を進めながら、この探険を続けることで何かを得なれるんじゃないかと考えていた。
At a distance of a quarter-mile before him, but apparently at a stone's throw, rose from its fringe of pines the gigantic face of rock,	前方400メートル、といっても石を投げれば届きそうな距離に、松林のふちから巨大な岸壁がそそりたっていた。
towering to so great a height above him that it made him giddy to look up to where its edge cut a sharp,	頭上はるかなその高さゆえに、彼は思わず鋭く切り取られたそのほりを見上げた。
rugged line against the sky.	それは、大空にでこぼこした線を描いている。
At some distance away to his right it presented a clean, vertical profile against a background of blue sky to a point half the way down,	頂上から半分ぐらいまでは青空を背に垂直できれいな横顔を見せていた。
and of distant hills hardly less blue, thence to the tops of the trees at its base.	そこから崖のたもとにある木の頂上までは、劣らず青い、遠くに並んでいる丘を背景にしている。
Lifting his eyes to the dizzy altitude of its summit, the officer saw an astonishing sight	ぼんやりと頂上に目を向けた士官が目にしたのは、とんでもない光景だった
- a man on horseback riding down into the valley through the air!	――馬の背にまたがった人間が、谷底に向かって空中を駆けおりてくる！
Straight upright sat the rider, in military fashion, with a firm seat in the saddle, a strong clutch upon the rein to hold his charger from too impetuous a plunge.	背筋を伸ばしたその騎手は軍人の格好をしており、そのあまりに性急な突撃のあいだずっと、鞍にしっかりと腰をおちつけ、手綱をぎゅっと握り締めていた。
From his bare head his long hair streamed upward, waving like a plume.	頭に帽子はなく、毛髪は羽根のように風にそよいでいる。
His hands were concealed in the cloud of the horse's lifted mane.	両手は、馬の逆巻くたてがみの雲のなかに隠されていた。
The animal's body was as level as if every hoof-stroke encountered the resistant earth.	馬の体は、固い地面に蹄を叩きつけながら走っているときとおなじく、水平を保っていた。
Its motions were those of a wild gallop, but even as the officer looked they ceased, with all the legs thrown sharply forward	ギャロップの動きだが、士官が見たとおり、彼らは静止しており、足もみな前方に鋭く投げ出されていた。
as in the act of alighting from a leap.	地を蹴って跳躍したときのように。
But this was a flight!	だが、こいつは飛翔している！
Filled with amazement and terror by this apparition of a horseman in the sky-half	空飛ぶ騎兵。
believing himself the chosen scribe of some new apocalypse, the officer was overcome by the intensity of his emotions;	なかば、新たな黙示録やらの書き手として選ばれたのだと信じ、その恍惚感をどうすることもできなかった。
his legs failed him and he fell.	膝がくだけ、地面に倒れこんだ。
lmost at the same instant he heard a crashing sound in the trees	それとほぼ同時に、何かが木に激突する音を耳にした。
- a sound that died without an echo	残響はまったく残らない。
- and all was still.	そして、すべてが静寂につつまれた。
The officer rose to his feet, trembling.	士官は身を震わせながらたちあがった。
The familiar sensation of an abraded shin recalled his dazed faculties.	すりむいたすねの慣れ親しんだ感覚が、彼の呆然となっていた意識を呼び覚ました。
Pulling himself together, he ran obliquely away from the cliff to a point distant from its foot;	気をしっかり持ち、急いで崖を離れ、そのたもとから離れた地点まで下っていく。
thereabout he expected to find his man;	そこで求める男を見つけ出せるかもしれないと思っていた。
and thereabout he naturally failed.	そこではもちろん見出せなかった。
In the fleeting instant of his vision his imagination had been so wrought upon by the apparent grace and ease and intention of the marvelous performance that it did not occur to him that the line of march of aerial cavalry is directly downward, and that he could find the objects of his search at the very foot of the cliff.	走馬灯のようなビジョンのなかで、彼の想像力は、あの驚天動地のパフォーマンスが見せた優美さや何気なさ、そして自発性に心を奪われていたため、空飛ぶ騎士が直接飛び降りたのだとは思えなかったし、探しているものは崖のすぐたもとにあるなんて思えなかったのだ。
A half-hour later he returned to camp.	半時間後、彼はキャンプに戻った。
This officer was a wise man;	この士官は賢かったから、
he knew better than to tell an incredible truth.	突拍子もない真実を言いふらすほど馬鹿ではなかった。
He said nothing of what he had seen.	彼は自分が見たことについて何も言わなかった。
But when the commander asked him if in his scout he had learned anything of advantage to the expedition, he answered:	ただ、司令官に呼ばれて偵察の成果を尋ねられたときはこう答えた。
"Yes, sir;	「イエス、サー。
there is no road leading down into this valley from the southward."	南方面から谷に続く道はありません」
The commander, knowing better, smiled.	司令官は、分別のある人間だったから、微笑した。
After firing his shot, Private Carter Druse reloaded his rifle and resumed his watch.	撃った後、兵卒カーター・ドルーズはライフルに弾をこめなおし、監視を再開した。
Ten minutes had hardly passed when a Federal sergeant crept cautiously to him on hands and knees.	10分ほど経っただろうか、北軍の軍曹が四つん這いで用心深く忍び寄ってきた。
Druse neither turned his head nor looked at him, but lay	ドラーズはそちらに頭を向けなかったし、また目を向けることもなく、ただ横たわっていた。
without motion or sign of recognition.	身振りひとつ示さずに。
"Did you fire?"	「撃ったのは君か？」
the sergeant whispered.	軍曹が囁きかけた。
"At what?"	「何を？」
"A horse.	「馬を。
It was standing on yonder rock	あそこの岩の上に立っていたんです
-pretty far out.	――かなり先のあの岩に。
You see it is no longer there.	今はもう見えませんよ。
It went over the cliff."	崖から落ちて行きました」
The man's face was white, but he showed no other sign of emotion.	男は顔を真っ青にしていたが、その他に感情を感じられるようなところはなかった。
Having answered, he turned away his eyes and said no more.	答え終えた彼は目をそらして、それ以上何も言わなかった。
The sergeant did not understand.	軍曹は納得しなかった。
"See here, Druse,"	少しの沈黙してから、軍曹が口を開いた。
he said, after a moment's silence,	「いいかドルーズ、謎かけはよせ。
"it's no use making a mystery.	これは命令だ。
I order you to report.	報告せよ、
Was there anybody on the horse?"	その馬は誰かを乗せていたのか？」
"Yes."	「はい」
"Well?"	「それで？」
"My father."	「私の父でした」
The sergeant rose to his feet and walked away.	軍曹は立ちあがって歩みさっていった。
"Good God!"	「なんということ！」
he said.	と、彼は言った。
