I could not help crying out in admiration.	私は賞賛の念を禁じえなかった。
"Suppose we go out for a ramble,"	「さて、すこし外をぶらぶらしてみないか？」
suggested Jolnes.	とジョーンズが言った。
"There is only one case of importance on hand just now.	「重要そうな事件はたった一件しかない。
Old man McCarty, one hundred and four years old, died from eating too many bananas.	当年とって104歳だったマッカーティー老人がバナナの食い過ぎで死んだ。
The evidence points so strongly to the Mafia that the police have surrounded the Second Avenue Katzenjammer Gambrinus Club No.  2,	マフィアの仕業という確かな証拠があったものだから、警察がいま7番街のカッツェンジャマー・カンブリナス・クラブ二号店を包囲している。
and the capture of the assassin is only the matter of a few hours.	犯人逮捕までもう何時間もかからんだろう。
The detective force has not yet been called on for assistance."	探偵界に援助要請はきたらず、でね」
Jolnes and I went out and up the street toward the corner, where we were to catch a surface car.	ジョーンズと私は通りの曲がり角を回ったところで電車に乗るつもりだった。
Half-way up the block we met Rheingelder,	が、半ブロックほど進んだところでレインジェルダーに出くわした。
an acquaintance of ours, who held a City Hall position.	この男は我々にとって昔からの知り合いであり、市役所に務めていた。
"Good morning, Rheingelder,"	「おはよう、レインジェルダー」
said Jolnes, halting.	とジョーンズが立ち止まって言った。
"Nice breakfast that was you had this morning."	「今朝はいい食事ができたようだね」
Always on the lookout for the detective's remarkable feats of deduction, I saw Jolnes's eye flash for an instant upon a long yellow splash on the shirt bosom and a smaller one upon the chin of Rheingelder	常々この探偵の推理の妙技を見てきたもので、私には、ジョーンズがレインジェルダーのシャツの胸の部分にはねていた細長くて黄色い染みと、あごについたやや目立たない同じ種類の染みを一瞬のうちに見て取ったのが分かった
-- both undoubtedly made by the yolk of an egg.	――両方ともに間違いなく卵黄によるものだ。
"Oh, dot is some of your detectiveness,"	「おやおや、相変わらずの探偵ぶりですな」
said Rheingelder, shaking all over with a smile.	とレインジェルダーが顔をくしゃくしゃにして笑った。
"Vell, I pet you trinks und cigars all round dot you cannot tell vot I haf eaten for breakfast."	「でも具体的に何を食べたかは分からんでしょう。
"Done,"	「分かるとも」
said Jolnes.	とジョーンズ。
"Sausage, pumpernickel and coffee."	「ソーセージ、ライ麦パン、それからコーヒー」
Rheingelder admitted the correctness of the surmise and paid the bet.	レインジェルダーはその推測の正確さを認めると、ベットを支払った。
When we had proceeded on our way I said to Jolnes:	彼と別れたところで私はジョーンズに言った。
"I thought you looked at the egg spilled on his chin and shirt front."	「たぶん、あのあごとシャツの胸の部分についていたしみを見たんだね」
"I did,"	「見た」
said Jolnes.	とジョーンズ。
"That is where I began my deduction.	「そこから推理をはじめたんだよ。
Rheingelder is a very economical, saving man.	レインジェルダーはきわめて経済感覚の鋭敏な節約家だ。
Yesterday eggs dropped in the market to twenty-eight cents per dozen.	昨日の市場では、卵は1ダースで28セントだった。
To-day they are quoted at forty-two.	今日は42セント。
Rheingelder ate eggs yesterday, and to-day he went back to his usual fare.	昨日のレインジェルダーは卵を食べ、今日はふだんどおりの食生活にもどったというわけだ。
A little thing like this isn't anything, Whatsup;	つまらないことだよ、ワツァップ。
it belongs to the primary arithmetic class."	初歩的な算数の問題だ」
When we boarded the street car we found the seats all occupied	路面電車に乗ったが、シートはすべて埋まっていた
-- principally by ladies.	――主に女性たちで。
Jolnes and I stood on the rear platform.	私とジョーンズは後部の乗降口に立った。
About the middle of the car there sat an elderly man	車両の中ほどに、初老の男性が座っていた。
with a short, gray beard, who looked to be the typical, well-dressed New Yorker.	短い半白のあごひげをはやしており、見たところ典型的な着飾ったニューヨーカーである。
At successive corners other ladies climbed aboard,	両隣のシートには女性たちが座っていた。
and soon three or four of them were standing over the man, clinging to straps and glaring meaningly at the man who occupied the coveted seat.	そしてすぐに、3、4人の女性たちがその初老の男の前に立ち、ストラップを掴んだまま席を譲ろうとしない男を不快そうににらみつけた。
But he resolutely retained his place.	けれども男はけっして席を譲ろうとしない。
"We New Yorkers,"	「われわれニューヨーカーは」
I remarked to Jolnes,	と、私はジョーンズに向かって言った。
"have about lost our manners,	「マナーを失ってしまったらしいね。
as far as the exercise of them in public goes."	公共のマナーという意味で」
"Perhaps so,"	「もしかしたらね」
said Jolnes, lightly;	ジョーンズはあっさりと言った。
"but the man you evidently refer to happens to be a very chivalrous and courteous gentleman from Old Virginia.	「でも、君はあの紳士のことを言たいようだけど、あの人はヴァージニア州からきた礼儀正しい古風な紳士だよ。
He is spending a few days in New York with his wife and two daughters, and he leaves for the South to-night."	ここ何日かを妻と娘2人と一緒に過ごし、今夜南部にもどろうとしているんだ」
"You know him, then?"	「って、知り合いなのか？」
I said, in amazement.	と私はびっくりして言った。
"I never saw him before we stepped on the car,"	「いやいや、今はじめて会った人だ」
declared the detective, smilingly.	と、探偵はにっこりした。
"By the gold tooth of the Witch of Endor!"	「とんでもないやつだな、君は！
"if you can construe all that from his appearance you are dealing in nothing else than black art."	ぱっと見ただけでそれだけのことが分かるなんて、魔法使い以外の何者でもないぜ」
"The habit of observation	「観察の習慣だよ
-- nothing more,"	――それだけのことだ」
said Jolnes.	とジョーンズ。
"If the old gentleman gets off the car before we do, I think I can demonstrate to you the accuracy of my deduction."	「あの老紳士がぼくらよりも先に降りるようだったら、たぶん、ぼくの推理の正確さをお目にかけられると思うよ」
Three blocks farther along the gentleman rose to leave the car.	3ブロック先で老紳士は席を立って電車から降りようとした。
Jolnes addressed him at the door:	ジョーンズはドアのところで彼に挨拶した。
"Pardon me, sir, but are you not Colonel Hunter, of Norfolk, Virginia?"	「失礼にあたるかもしれませんが、ハンター大佐ではありませんか、ヴァージニア州ノーフォークの？」
"No, suh,"	「いいえ、違いますが」
was the extremely courteous answer.	と礼儀正しい返事が返ってきた。
"My name, suh, is Ellison	「私はウィンフィールド・Ｒ・エリソンと申します。
-- Major Winfield R.  Ellison,	一家の兄です。
from Fairfax County, in the same state.	州は確かにヴァージニアですが、フェアファクス郡からきました。
I know a good many people, suh, in Norfolk	これでもノーフォークにお住まいの方はかなり広く
-- the Goodriches, the Tollivers, and the Crabtrees, suh, but I never had the pleasure of meeting yo' friend, Colonel Hunter.	――たとえばグッドリッチ家、トリバー家、クラブツリー家と存じあげているのですが、あなたのお知り合いのハンター大佐とはおつきあいいただく機会に恵まれておりません。
I am happy to say, suh, that I am going back to Virginia to-night,	幸い、私は今夜ヴァージニアにもどることになっております。
after having spent a week in yo' city with my wife and three daughters.	この1週間、妻と3人の娘たちとこちらで一緒に過ごしたんですよ。
I shall be in Norfolk in about ten days, and if you will give me yo' name, suh, I will take pleasure in looking up Colonel Hunter and telling him that you inquired after him, suh."	それで、これから10日ほどノーフォークで過ごすつもりですから、もしお名前をお教えいただければ、ハンター大佐をお探ししてあなたが探しておられたとお伝えしたいと思いますが」
"Thank you,"	「恐縮です。
"tell him that Reynolds sent his regards, if you will be so kind."	お言葉に甘えて、どうかレイノルドがよろしく言っていたとお伝えください」
I glanced at the great New York detective and saw that a look of intense chagrin had come upon his clear-cut features.	私はこの偉大なニューヨークの探偵が心の底から悔しがっているのをその端正な容貌から見て取った。
Failure in the slightest point always galled Shamrock Jolnes.	失敗は、それがどんなに些細な点であっても、常にシャムロック・ジョーンズにとって歯がゆいものなのだ。
"Did you say your _three_ daughters?"	「3人の娘さん、とおっしゃいましたね？」
he asked of the Virginia gentleman.	と、ジョーンズがヴァージニア紳士に訪ねる。
"Yes, suh, my three daughters,	「ええ、娘が3人おります。
all as fine girls as there are in Fairfax County,"	フェアファクス郡にいるかぎりは立派な娘たちですよ」
With that Major Ellison stopped the car and began to descend the step.	そこで電車は止まり、老紳士はステップを降りはじめた。
Shamrock Jolnes clutched his arm.	シャムロック・ジョーンズはその腕をつかんだ。
"One moment, sir," he begged, in an urbane voice in which I alone detected the anxiety	「手間をとらせてすみませんが、あとひとつだけ」
-- "am I not right in believing that one of the young ladies is an _adopted_ daughter?"	「娘さんたちのうちおひとりは、ご養女ではありませんか？」
"You are, suh,"	「ええそうです」
admitted the major, from the ground,	と老紳士は地面に立って答えた。
"but how the devil you knew it,	「にしてもいったいどうやって知ったのですか？
suh, is mo' than I can tell."	私にはわけがわからんですな」
"And mo' than I can tell, too,"	「私にもわけがわからんですな」
I said, as the car went on.	と電車が動き出したところで私は言った。
Jolnes was restored to his calm, observant serenity by having wrested victory from his apparent failure;	ジョーンズは、明らかな失敗から違う種類の勝利をもぎとったことで落ちつきをとりもどしていた。
so after we got off the car he invited me into a cafe, promising to reveal the process of his latest wonderful feat.	電車を降りると、ジョーンズは先ほどの妙技の解説をしてくれるという約束で私を喫茶店に誘った。
"In the first place,"	「まず第一に」
he began after we were comfortably seated,	と我々が席に落ちついたところでジョーンズは話しはじめた。
"I knew the gentleman was no New Yorker	「あの紳士がニューヨークの人間でないのを知った。
because he was flushed and uneasy and restless on account of the ladies that were standing,	だって、女性を立たせたままでいることを恥じているようだったから。
although he did not rise and give them his seat.	たしかに席を譲ろうとはしなかったけど。
I decided from his appearance that he was a Southerner rather than a Westerner.	さらに、外見から西部生まれというより南部生まれだと判断した。
"Next I began to figure out his reason for not relinquishing his seat to a lady when he evidently felt strongly, but not overpoweringly, impelled to do so.	「次に、席を譲るべきだと感じている――まあ、是が非でもというわけではないにせよ、強くそう感じているのに、なぜ席を譲ろうとしないのか、その理由を探り当ててみようとした。
I very quickly decided upon that.	判断はあっという間についた。
I noticed that one of his eyes had received a severe jab in one corner, which was red and inflamed,	よく見ると、彼は片方の目を真っ赤にしている。
and that all over his face were tiny round marks about the size of the end of an uncut lead pencil.	しかも、削ってない鉛筆くらいの大きさの丸いあざが顔中にできている。
Also upon both of his patent leather shoes were a number of deep imprints shaped like ovals cut off square at one end.	「それから、珍しい靴をはいていたけど、右も左も卵形の平べったいものを押しつけられた痕がいくつも残されていた。
"Now, there is only one district in New York City where a man is bound to receive scars and wounds and indentations of that sort	さて、ニューヨーク市で男性がそういう怪我をする地区といえば1ヶ所しかない
-- and that is along the sidewalks of Twenty-third Street and a portion of Sixth Avenue south of there.	――23番街とその南にある3番通りの一画だ。
I knew from the imprints of trampling French heels on his feet and the marks of countless jabs in the face from umbrellas and parasols carried by women in the shopping district	先ほどの観察を研究してみると、靴の傷はフランス製のヒールで踏みつけられたせいであり、顔につけられた無数のあざは、ショッピング街をうろつく女性たちの傘で突かれたせいだ。
that he had been in conflict with the amazonian troops.	それで、ぼくは彼があのアマゾネス部隊と戦ってきたのだと知った。
And as he was a man of intelligent appearance, I knew he would not have braved such dangers	彼は知的な様子がうかがえたから、そのような危険な場所に行こうなんて無茶をする男ではないだろう。
unless he had been dragged thither by his own women folk.	身内の女性陣に引っ張っていかれないかぎりね。
Therefore, when he got on the car his anger at the treatment he had received was sufficient to make him keep his seat in spite of his traditions of Southern chivalry."	というわけで、電車に乗りこんだ時の彼は自分が受けた仕打ちにたいそう腹を立てていたから、南部人として習慣づいている騎士道精神に反して、席を譲ろうとしなかったんだ」
"That is all very well," I said, "but why did you insist upon daughters	「それはよくわかったけど、娘がいるってのはいったいどこから？
-- and especially two daughters?	しかも2人の娘なんて。
Why couldn't a wife alone have taken him shopping?"	妻だけと一緒にショッピングにいったというわけにはいかないのかい？」
"There had to be daughters,"	「そこに娘がいなくてはならなかったんだよ」
said Jolnes, calmly.	とジョーンズは穏やかに言った。
"If he had only a wife, and she near his own age, he could have bluffed her into going alone.	「もし年の近い妻がいたとすれば、おそらく独りで行けとそそのかせたはずだ。
If he had a young wife she would prefer to go alone.	あるいは年の若い妻がいたとしたら、ついてこさせてもらえなかっただろう。
So there you are."	そういうわけだよ」
"I'll admit that,"	「なるほど、認めよう。
"but, now, why two daughters?	でもなんで、2人の娘、なんだ？
And how, in the name of all the prophets, did you guess that one was adopted when he told you he had three?"	それに、いったいぜんたいどうやって3人のうち1人は養女だなんて言い当てたんだ？」
"Don't say guess,"	「当たりだ外れだなんて言って欲しくないね」
said Jolnes, with a touch of pride in his air;	と、ジョーンズはそのプライドをかすかにのぞかせた。
"there is no such word in the lexicon of ratiocination.	「推理の用語にそんな言葉はないんだよ。
In Major Ellison's buttonhole there was a carnation and a rosebud backed by a geranium leaf.	あの老紳士のボタン穴にはカーネーションの花とバラのつぼみにゼラニウムの葉がそえてあった。
No woman ever combined a carnation and a rosebud into a boutonniere.	ボタン穴の飾りとしてカーネーションとバラを組み合わせようとする女なんてどこにもいないよ。
Close your eyes, Whatsup, and give the logic of your imagination a chance.	目を閉じてごらん、ワツァップ、想像力を論理的に働かせてみるんだ。
Cannot you see the lovely Adele fastening the carnation to the lapel so that papa may be gay upon the street?	愛らしい長女アデルが、華やいだ街にパパがとけこめるよう、カーネーションをボタンに留めてやる。
And then the romping Edith May dancing up with sisterly jealousy to add her rosebud to the adornment?"	それを見たおてんばな次女エディスが、妹らしい嫉妬心からバラのつぼみをそこに加える
"And then,"	「それじゃあ」
I cried, beginning to feel enthusiasm,	と私は熱に浮かされたように感じ始めながら叫んだ。
"when he declared that he had three daughters" --	「娘が3人いると聞かされたときは――」
"I could see," said Jolnes, "one in the background who added no flower; 	「つまり花をあげなかった娘が1人いる、ということだ。
and I knew that she must be --"	となるとその娘はまちがいなく――」
"Adopted!"	「養女だ！」
I broke in.	と私が割って入った。
"I give you every credit;	「まったくそのとおりだよ。
but how did you know he was leaving for the South to-night?"	でも、今夜南部に帰ろうとしているというのはどこから？」
"In his breast pocket," said the great detective, "something large and oval made a protuberance.	「彼の胸ポケットがね、大きな楕円形のもので膨らんでいたんだよ。
Good liquor is scarce on trains, and it is a long journey from New York to Fairfax County."	列車の中でよい酒にありつけることはめったにないし、ニューヨークからフェアファクス郡までは長い旅行になるからね」
"Again, I must bow to you,"	「いやいや、まったく君には負けたよ。
"And tell me this, so that my last shred of doubt will be cleared away;	ああ、最後にひとつだけ疑問があるんだけど。
why did you decide that he was from Virginia?"	ヴァージニアからきたという判断はどういう理由で？」
"It was very faint, I admit,"	「率直に言って、かなり微妙なところだった」
answered Shamrock Jolnes,	とシャムロック・ジョーンズは答えた。
"but no trained observer could have failed to detect the odour of mint in the car."	「だが訓練を積んだ観察者ならば、車内のあのミントの香りに気づかないことなどありえまい」
