"I have ordered passion-flowers to be embroidered on it;	「ドレスにトケイソウの花が刺繍されるように注文したのよ。
but the seamstresses are so lazy."	でもお針子っていうのはとっても怠け者だから」
He passed over the river, and saw the lanterns hanging to the masts of the ships.	ツバメは川を越え、船のマストにかかっているランタンを見ました。
He passed over the Ghetto, and saw the old Jews bargaining with each other, and weighing out money in copper scales.	ツバメは貧民街を越え、老いたユダヤ人たちが商売をして、銅の天秤でお金を量り分けるのを見ました。
At last he came to the poor house and looked in.	やっと、あの貧しい家にたどり着くと、ツバメは中をのぞき込みました。
The boy was tossing feverishly on his bed, and the mother had fallen asleep, she was so tired.	男の子はベッドの上で熱のために寝返りをうち、お母さんは疲れ切って眠り込んでおりました。
In he hopped, and laid the great ruby on the table beside the woman's thimble.	ツバメは中に入って、テーブルの上にあるお母さんの指ぬきの脇に大きなルビーを置きました。
Then he flew gently round the bed, fanning the boy's forehead with his wings.	それからツバメはそっとベッドのまわりを飛び、 翼で男の子の額をあおぎました。
"How cool I feel,"	「とても涼しい」
said the boy,	と男の子は言いました。
"I must be getting better";	「僕はきっと元気になる」
and he sank into a delicious slumber.	そして心地よい眠りに入っていきました。
Then the Swallow flew back to the Happy Prince, and told him what he had done.	それからツバメは幸福の王子のところに飛んで戻り、やったことを王子に伝えました。
"It is curious,"	「妙なことに」
he remarked,	とツバメは言いました。
"but I feel quite warm now, although it is so cold."	「こんなに寒いのに、僕は今とても温かい気持ちがするんです」
"That is because you have done a good action,"	「それは、いいことをしたからだよ」
said the Prince.	と王子は言いました。
And the little Swallow began to think, and then he fell asleep.	そこで小さなツバメは考え始めましたが、やがて眠ってしまいました。
Thinking always made him sleepy.	考えごとをするとツバメはいつも眠くなるのです。
When day broke he flew down to the river and had a bath.	朝になると、ツバメは川のところまで飛んでいき、水浴びをしました。
"What a remarkable phenomenon,"	「何と驚くべき現象だ」
said the Professor of Ornithology as he was passing over the bridge.	と鳥類学の教授が橋を渡りながら言いました。
"A swallow in winter!"	「冬にツバメを見るなんて」
And he wrote a long letter about it to the local newspaper.	それから教授は、このことについて長い投書を地方新聞にあてて書きました。
Everyone quote it,	みんながその投書を話題にしました。
it was full of so many words that they could not understand.	でも、その投書は人々が理解できない単語でいっぱいでした。
"To-night I go to Egypt,"	「今夜、エジプトに行きます」
said the Swallow, and he was in high spirits at the prospect.	とツバメは言いました。ツバメはその予定に上機嫌でした。
He visited all the public monuments, and sat a long time on top of the church steeple.	町中の名所をみな訪れてから、教会の尖塔のてっぺんに長い時間とまっていました。
Wherever he went the Sparrows chirruped, and said to each other, "What a distinguished stranger!" so he enjoyed himself very much.	ツバメが行くところはどこでもスズメがチュンチュン鳴いていて、「素敵な旅人ね」と口々に言っていましたので、 ツバメはとてもうれしくなりました。
When the moon rose he flew back to the Happy Prince.	月がのぼると、ツバメは幸福の王子のところに戻ってきました。
"Have you any commissions for Egypt?"	「エジプトに何かことづけはありますか」
he cried;	と声をあげました。
"I am just starting."	「もうすぐ出発しますから」
"Swallow, Swallow, little Swallow,"	「ツバメさん、ツバメさん、小さなツバメさん」
said the Prince,	と王子は言いました。
"will you not stay with me one night longer?"	「もう一晩泊まってくれませんか」
"I am waited for in Egypt,"	「私はエジプトに行きたいと思っています」
answered the Swallow.	とツバメは答えました。
"To-morrow my friends will fly up to the Second Cataract.	「明日僕の友達は川を上り、二番目の滝へ飛んでいくでしょう。
The river-horse couches there among the bulrushes,	そこではパピルスのしげみの間でカバが休んでいます。
and on a great granite throne sits the God Memnon.	そして巨大な御影石の玉座にはメムノン神が座っているんです。
All night long he watches the stars, and when the morning star shines he utters one cry of joy, and then he is silent.	メムノン神は、星を一晩中見つめ続け、 明けの明星が輝くと喜びの声を一声あげ、 そしてまた沈黙に戻ると言われています。
At noon the yellow lions come down to the water's edge to drink.	正午には黄色のライオンが水辺に水を飲みにやってきます。
They have eyes like green beryls, and their roar is louder than the roar of the cataract.	ライオンの目は緑柱石のようで、 その吠え声は滝のごうごうという音よりも大きいんですよ」
"Swallow, Swallow, little Swallow,"	「ツバメさん、ツバメさん、小さなツバメさん」
said the Prince,	と王子は言いました。
"far away across the city I see a young man in a garret.	「ずっと向こう、町の反対側にある屋根裏部屋に若者の姿が見える。
He is leaning over a desk covered with papers,	彼は紙であふれた机にもたれている。
and in a tumbler by his side there is a bunch of withered violets.	傍らにあるタンブラーには、枯れたスミレが一束刺してある。
His hair is brown and crisp, and his lips are red as a pomegranate, and he has large and dreamy eyes.	彼の髪は茶色で細かく縮れ、唇はザクロのように赤く、 大きくて夢見るような目をしている。
He is trying to finish a play for the Director of the Theatre,	彼は劇場の支配人のために芝居を完成させようとしている。
but he is too cold to write any more.	けれど、あまりにも寒いのでもう書くことができないのだ。
There is no fire in the grate, and hunger has made him faint."	暖炉の中には火の気はなく、空腹のために気を失わんばかりになっている」
"I will wait with you one night longer,"	「もう一晩、あなたのところに泊まりましょう」
said the Swallow, who really had a good heart.	よい心をほんとうに持っているツバメは言いました。
"Shall I take him another ruby?"	「もう一つルビーを持っていきましょうか」
"Alas! I have no ruby now,"	「ああ！　もうルビーはないのだよ」
said the Prince;	王子は言いました。
"my eyes are all that I have left.	「残っているのは私の両目だけだ。
They are made of rare sapphires,	私の両目は珍しいサファイアでできている。
which were brought out of India a thousand years ago.	これは一千年前にインドから運ばれてきたものだ。
Pluck out one of them and take it to him.	私の片目を抜き出して、彼のところまで持っていっておくれ。
He will sell it to the jeweller, and buy food and firewood, and finish his play."	彼はそれを宝石屋に売って、食べ物と薪を買って、芝居を完成させることができるだろう」
"Dear Prince,"	「王子様」
said the Swallow,	とツバメは言いました。
"I cannot do that";	「私にはできません」
and he began to weep.	そしてツバメは泣き始めました。
"Swallow, Swallow, little Swallow,"	「ツバメさん、ツバメさん、小さなツバメさん」
said the Prince,	と王子は言いました。
"do as I command you."	「私が命じたとおりにしておくれ」
So the Swallow plucked out the Prince's eye, and flew away to the student's garret.	そこでツバメは王子の目を取り出して、 屋根裏部屋へ飛んでいきました。
It was easy enough to get in, as there was a hole in the roof.	屋根に穴があいていたので、入るのは簡単でした。
Through this he darted, and came into the room.	ツバメは穴を通ってさっと飛び込み、部屋の中に入りました。
The young man had his head buried in his hands, so he did not hear the flutter of the bird's wings,	その若者は両手の中に顔をうずめるようにしておりましたので、 鳥の羽ばたきは聞こえませんでした。
and when he looked up he found the beautiful sapphire lying on the withered violets.	そして若者が顔を上げると、そこには美しいサファイアが枯れたスミレの上に乗っていたのです。
"I am beginning to be appreciated,"	「私も世の中に認められ始めたんだ」
he cried;	若者は大声を出しました。
"this is from some great admirer.	「これは誰か、熱烈なファンからのものだな。
Now I can finish my play,"	これで芝居が完成できるぞ」
and he looked quite happy.	若者はとても幸福そうでした。
The next day the Swallow flew down to the harbour.	次の日、ツバメは波止場へ行きました。
He sat on the mast of a large vessel and watched the sailors hauling big chests out of the hold with ropes.	大きな船のマストの上にとまり、 水夫たちが大きな箱を船倉からロープで引きずり出すのを見ました。
"Heave a-hoy!" they shouted as each chest came up.	箱が一つ出るたびに「よいこらせ！」と水夫たちは叫びました。
"I am going to Egypt"!	「僕はエジプトに行くんだよ！」
cried the Swallow, but nobody minded,	とツバメも大声を出しましたが、誰も気にしませんでした。
and when the moon rose he flew back to the Happy Prince.	月が出るとツバメは幸福の王子のところに戻りました。
"I am come to bid you good-bye,"	「おいとまごいにやってきました」
he cried.	ツバメは声をあげました。
"Swallow, Swallow, little Swallow,"	「ツバメさん、ツバメさん、小さなツバメさん」
said the Prince,	と王子は言いました。
"will you not stay with me one night longer?"	「もう一晩泊まってくれませんか」
"It is winter,"	「もう冬です」
answered the Swallow,	ツバメは答えました。
"and the chill snow will soon be here.	「冷たい雪がまもなくここにも降るでしょう。
In Egypt the sun is warm on the green palm-trees, and the crocodiles lie in the mud and look lazily about them.	エジプトでは太陽の光が緑のシュロの木に温かく注ぎ、 ワニたちは泥の中に寝そべってのんびり過ごしています。
My companions are building a nest in the Temple of Baalbec, and the pink and white doves are watching them, and cooing to each other.	友人たちは、バールベック寺院の中に巣を作っており、 ピンクと白のハトがそれを見て、クークーと鳴き交わしています。
Dear Prince,	王子様。
I must leave you,	僕は行かなくちゃなりません。
but I will never forget you,	あなたのことは決して忘れません。
and next spring I will bring you back two beautiful jewels in place of those you have given away.	来年の春、僕はあなたがあげてしまった宝石二つの代わりに、 美しい宝石を二つ持って帰ってきます。
The ruby shall be redder than a red rose, and the sapphire shall be as blue as the great sea."	ルビーは赤いバラよりも赤く、 サファイアは大海のように青いものになるでしょう」
"In the square below,"	「下のほうに広場がある」
said the Happy Prince,	と幸福の王子は言いました。
"there stands a little match-girl.	「そこに小さなマッチ売りの少女がいる。
She has let her matches fall in the gutter, and they are all spoiled.	マッチを溝に落としてしまい、全部駄目になってしまった。
Her father will beat her if she does not bring home some money,	お金を持って帰れなかったら、お父さんが女の子をぶつだろう。
and she is crying.	だから女の子は泣いている。
She has no shoes or stockings, and her little head is bare.	あの子は靴も靴下もはいていないし、何も頭にかぶっていない。
Pluck out my other eye, and give it to her,	私の残っている目を取り出して、あの子にやってほしい。
and her father will not beat her."	そうすればお父さんからぶたれないだろう」
"I will stay with you one night longer,"	「もう一晩、あなたのところに泊まりましょう」
said the Swallow,	ツバメは言いました。
"but I cannot pluck out your eye.	「でも、あなたの目を取り出すなんてできません。
You would be quite blind then."	そんなことをしたら、あなたは何も見えなくなってしまいます」
"Swallow, Swallow, little Swallow,"	「ツバメさん、ツバメさん、小さなツバメさん」
said the Prince,	と王子は言いました。
"do as I command you."	「私が命じたとおりにしておくれ」
So he plucked out the Prince's other eye, and darted down with it.	そこでツバメは王子のもう片方の目を取り出して、下へ飛んでいきました。
He swooped past the match-girl, and slipped the jewel into the palm of her hand.	ツバメはマッチ売りの少女のところまでさっと降りて、 宝石を手の中に滑り込ませまし
"What a lovely bit of glass,"	「とってもきれいなガラス玉！」
cried the little girl;	その少女は言いました。
and she ran home, laughing.	そして笑いながら走って家に帰りました。
Then the Swallow came back to the Prince.	それからツバメは王子のところに戻りました。
"You are blind now,"	「あなたはもう何も見えなくなりました」
he said,	とツバメは言いました。
"so I will stay with you always."	「だから、ずっとあなたと一緒にいることにします」
"No, little Swallow,"	「いや、小さなツバメさん」
said the poor Prince,	とかわいそうな王子は言いました。
"you must go away to Egypt."	「あなたはエジプトに行かなくちゃいけない」
"I will stay with you always,"	「僕はずっとあなたと一緒にいます」
said the Swallow,	ツバメは言いました。
and he slept at the Prince's feet.	そして王子の足元で眠りました。
All the next day he sat on the Prince's shoulder, and told him stories of what he had seen in strange lands.	次の日一日、ツバメは王子の肩に止まり、珍しい土地で見てきたたくさんの話をしました。
He told him of the red ibises, who stand in long rows on the banks of the Nile, and catch gold-fish in their beaks;	ナイル川の岸沿いに長い列をなして立っていて、 くちばしで黄金の魚を捕まえる赤いトキの話。
of the Sphinx, who is as old as the world itself, and lives in the desert, and knows everything;	世界と同じくらい古くからあり、 砂漠の中に住んでいて、何でも知っているスフィンクスの話。
of the merchants, who walk slowly by the side of their camels, and carry amber beads in their hands;	琥珀のロザリオを手にして、ラクダの傍らをゆっくり歩く貿易商人の話。
of the King of the Mountains of the Moon, who is as black as ebony, and worships a large crystal;	黒檀のように黒い肌をしており、大きな水晶を崇拝している月の山の王の話。
of the great green snake that sleeps in a palm-tree, and has twenty priests to feed it with honey-cakes;	シュロの木で眠る緑の大蛇がいて、二十人の僧侶が蜂蜜のお菓子を食べさせている話。
and of the pygmies who sail over a big lake on large flat leaves, and are always at war with the butterflies.	広く平らな葉に乗って大きな湖を渡り、蝶といつも戦争しているピグミーの話。
"Dear little Swallow,"	「可愛い小さなツバメさん」
said the Prince,	王子は言いました。
"you tell me of marvellous things,	「あなたは驚くべきことを聞かせてくれた。
but more marvellous than anything is the suffering of men and of women.	しかし、苦しみを受けている人々の話ほど驚くべきことはない。
There is no Mystery so great as Misery.	度しがたい悲しみ以上に解きがたい謎はないのだ。
Fly over my city, little Swallow,	小さなツバメさん、町へ行っておくれ。
and tell me what you see there."	そしてあなたの見たものを私に教えておくれ」
So the Swallow flew over the great city, and saw the rich making merry in their beautiful houses, while the beggars were sitting at the gates.	ツバメはその大きな町の上を飛びまわり、 金持ちが美しい家で幸せに暮らす一方で、 乞食がその家の門の前に座っているのを見ました。
He flew into dark lanes, and saw the white faces of starving children looking out listlessly at the black streets.	暗い路地に入っていき、ものうげに黒い道を眺めている空腹な子供たちの青白い顔を見ました。
Under the archway of a bridge two little boys were lying in one another's arms to try and keep themselves warm.	橋の通りの下で小さな少年が二人、互いに抱き合って横になり、暖め合っていました。
"How hungry we are!"	「お腹がすいたよう」
they said.	と二人は口にしていましたが
"You must not lie here,"	「ここでは横になっていてはいかん」
shouted the Watchman, and they wandered out into the rain.	と夜警が叫び、二人は雨の中へとさまよい出ました。
Then he flew back and told the Prince what he had seen.	それからツバメは王子のところへ戻って、 見てきたことを話しました。
"I am covered with fine gold,"	「私の体は純金で覆われている」
said the Prince,	と王子は言いました。
"you must take it off, leaf by leaf, and give it to my poor;	「それを一枚一枚はがして、貧しい人にあげなさい。
the living always think that gold can make them happy."	生きている人は、金があれば幸福になれるといつも考えているのだ」
Leaf after leaf of the fine gold the Swallow picked off, till the Happy Prince looked quite dull and grey.	ツバメは純金を一枚一枚はがしていき、とうとう幸福の王子は完全に輝きを失い、灰色になってしまいました。
Leaf after leaf of the fine gold he brought to the poor, and the children's faces grew rosier, and they laughed and played games in the street.	ツバメが純金を一枚一枚貧しい人に送ると、子供たちの顔は赤みを取り戻し、笑い声をあげ、通りで遊ぶのでした。
"We have bread now!"	「パンが食べられるんだ！」
they cried.	と大声で言いました。
Then the snow came,	やがて、雪が降ってきました。
and after the snow came the frost.	その後に霜が降りました。
The streets looked as if they were made of silver, they were so bright and glistening;	通りは銀でできたようになり、 たいそう光り輝いておりました。
long icicles like crystal daggers hung down from the eaves of the houses, everybody went about in furs, and the little boys wore scarlet caps and skated on the ice.	水晶のような長いつららが家ののきから下がり、みんな毛皮を着て出歩くようになり、 子供たちは真紅の帽子をかぶり、氷の上でスケートをしました。
The poor little Swallow grew colder and colder,	かわいそうな小さなツバメにはどんどん寒くなってきました。
but he would not leave the Prince,	でも、ツバメは王子の元を離れようとはしませんでした。
he loved him too well.	心から王子のことを愛していたからです。
He picked up crumbs outside the baker's door when the baker was not looking and tried to keep himself warm by flapping his wings.	パン屋が見ていないとき、ツバメはパン屋のドアの外でパン屑を拾い集め、翼をぱたぱたさせて自分を暖めようとしました。
But at last he knew that he was going to die.	でも、とうとう自分は死ぬのだとわかりました。
He had just strength to fly up to the Prince's shoulder once more.	ツバメには、王子の肩までもう一度飛びあがるだけの力しか残っていませんでした。
"Good-bye, dear Prince!"	「さようなら、愛する王子様」
he murmured,	ツバメはささやくように言いました。
"will you let me kiss your hand?"	「あなたの手にキスをしてもいいですか」
"I am glad that you are going to Egypt at last, little Swallow,"	「あなたがとうとうエジプトに行くのは、私もうれしいよ、小さなツバメさん」
said the Prince,	と王子は言いました。
"you have stayed too long here; but you must kiss me on the lips, for I love you."	「あなたはここに長居しすぎた。 でも、キスはくちびるにしておくれ。 私もあなたを愛しているんだ」
