Quietness and value	寡黙だが、価値がある
--the description applied to both.	―― この表現は鎖とジムの両者に当てはまりました。
Twenty-one dollars they took from her for it, and she hurried home with the 87 cents.	その鎖には２１ドルかかり、デラは８７セントをもって家に急いで帰りました。
With that chain on his watch Jim might be properly anxious about the time in any company.	この鎖を時計につければ、どんな人の前でもちゃんと時間を気にすることができるようになるでしょう。
Grand as the watch was, he sometimes looked at it on the sly on account of the old leather strap that he used in place of a chain.	時計はすばらしかったのですが、鎖の代わりに古い皮紐をつけていたため、ジムはこそこそと見るときもあったのです。
When Della reached home her intoxication gave way a little to prudence and reason.	デラが家に着いたとき、興奮はやや醒め、分別と理性が頭をもたげてきました。
She got out her curling irons and lighted the gas and went to work repairing the ravages made by generosity added to love.	ヘアアイロンを取り出し、ガスを着けると、愛に気前の良さを加えて生じた被害の跡を修繕する作業にかかりました。
Which is always a tremendous task, dear friends	そういうのはいつも大変な仕事なのですよ、ねえあなた
--a mammoth task.	―― とてつもなく大きな仕事なのですよ。
Within forty minutes her head was covered with tiny, close-lying curls	４０分のうちに、デラの髪は小さく集まったカールで覆われました。
that made her look wonderfully like a truant schoolboy.	髪型のせいで、まるで、ずる休みした学童みたいに見えました。
She looked at her reflection in the mirror long, carefully, and critically.	デラは、鏡にうつる自分の姿を、長い間、注意深く、ためつすがめつ見つめました。
"If Jim doesn't kill me,"	「わたしのことを殺しはしないだろうけれど」
she said to herself,	とデラは独り言をいいました。
"before he takes a second look at me, he'll say I look like a Coney Island chorus girl.	「ジムはわたしのことを見るなり、コニーアイランドのコーラスガールみたいだって言うわ。
But what could I do	でもわたしに何ができるの
--oh! what could I do with a dollar and eighty-seven cents?"	―― ああ、ほんとうに１ドル８７セントで何ができるっていうの？」
At 7 o'clock the coffee was made and the frying-pan was on the back of the stove hot and ready to cook the chops.	７時にはコーヒーの用意ができ、フライパンはストーブの上にのり、チョップを焼く準備ができました。
Jim was never late.	ジムは決して遅れることはありませんでした。
Della doubled the fob chain in her hand and sat on the corner of the table near the door that he always entered.	デラは時計の鎖を手の中で二重に巻き、彼がいつも入ってくるドアの近くのテーブルの隅に座りました。
Then she heard his step  on the stair away down on the first flight, and she turned white for just a moment.	やがて、ジムがはじめの階段を上ってくる足音が聞こえると、デラは一瞬顔が青ざめました。
She had a habit of saying a little silent prayer about the simplest everyday things, and now she whispered:	デラは毎日のちょっとしたことでも小さな祈りを静かに唱える習慣がありましたが、このときは
"Please God,	「神さま。
make him think I am still pretty."	どうかジムがわたしのことを今でもかわいいと思ってくれますように」
The door opened and Jim stepped in and closed it.	ドアが開き、ジムが入り、ドアを閉めました。
He looked thin and very serious.	ジムはやせていて、生真面目な顔つきをしていました。
Poor fellow, he was only twenty-two	かわいそうに、まだ２２歳なのに
--and to be burdened with a family!	―― 彼は家庭を背負っているのです。
He needed a new overcoat and he was without gloves.	新しいオーバーも必要だし、手袋もしていませんでした。
Jim stopped inside the door,	ジムは、ドアの内で立ち止まりました。
as immovable as a setter at the scent of quail.	うずらの匂いにじっとしている猟犬と同じように、そのまま動きませんでした。
His eyes were fixed upon Della,	ジムの目はデラに釘付けでした。
and there was an expression in them that she could not read, and it terrified her.	そしてその目には読み取ることのできない感情が込められていて、デラは恐くなってしまいました。
It was not anger, nor surprise, nor disapproval, nor horror, nor any of the sentiments that she had been prepared for.	それは憤怒ではなく、驚嘆でもなく、拒否でもなく、恐怖でもなく、デラが心していたどんな感情でもありませんでした。
He simply stared at her fixedly with that peculiar expression on his face.	ジムは顔にその奇妙な表情を浮かべながら、ただ、じっとデラを見つめていたのです。
Della wriggled off the table and went for him.	デラはテーブルを回ってジムの方へ歩み寄りました。
"Jim, darling,"	「ジム、ねえ、あなた」
she cried,	デラは声をあげました。
"don't look at me that way.	「そんな顔して見ないで。
I had my hair cut off and sold	髪の毛は切って、売っちゃったの。
because I couldn't have lived through Christmas without giving you a present.	だって、あなたにプレゼント一つあげずにクリスマスを過ごすなんて絶対できないんだもの。
It'll grow out again	髪はまた伸びるわ
--you won't mind, will you?	―― 気にしない、でしょ？
I just had to do it.	こうしなきゃ駄目だったの。
My hair grows awfully fast.	ほら、わたしの髪ってすごく早く伸びるし。
Say `Merry Christmas!' Jim,	『メリー・クリスマス』って言ってよ、ジム。
and let's be happy.	そして楽しく過ごしましょ。
You don't know what a nice	どんなに素敵な
--what a beautiful, nice gift I've got for you."	―― 綺麗で素敵なプレゼントをあなたに用意したか、当てられないわよ」
"You've cut off your hair?"	「髪を切ったって？」
asked Jim, laboriously,	とジムは苦労しつつ尋ねました。
as if he had not arrived at that patent fact yet even after the hardest mental labor.	まるで、懸命に頭を働かせても明白な事実にたどり着けないようなありさまでした。
"Cut it off and sold it,"	「切って、売っちゃったの」
said Della.	とデラは言いました。
"Don't you like me just as well, anyhow?	「それでも、わたしのこと、変わらずに好きでいてくれるわよね。
I'm me without my hair, ain't I?"	髪がなくても、わたしはわたし、よね？」
Jim looked about the room curiously.	ジムは部屋をさがしものでもするかのように見まわしました。
"You say your hair is gone?"	「髪がなくなっちゃったって？」
he said, with an air almost of idiocy.	ジムは何だか馬鹿になったように言いました。
"You needn't look for it,"	「探さなくてもいいのよ」
said Della.	とデラは言いました。
"It's sold,	「売っちゃったの。
I tell you	だから、
--sold and gone, too.	―― 売っちゃったからなくなったのよ。
It's Christmas Eve, boy.	ねえ、クリスマスイブでしょ。
Be good to me,	優しくして。
for it went for you.	髪がなくなったのは、あなたのためなのよ。
Maybe the hairs of my head were numbered,"	たぶん、わたしの髪の毛の一本一本まで神様には数えられているでしょうね」
she went on with sudden serious sweetness,	デラは急に真面目になり、優しく続けました。
"but nobody could ever count my love for you.	「でも、わたしがあなたをどれだけ愛しているかは、誰にもはかることはできないわ。
Shall I put the chops on, Jim?"	チョップをかけてもいい、ジム？」
Out of his trance Jim seemed quickly to wake.	ジムはぼうっとした状態からはっと戻り、
He enfolded his Della.	デラを抱きしめました。
For ten seconds let us regard with discreet scrutiny some inconsequential object in the other direction.	さて、それではここで１０秒間、趣を変えたささやかな事柄について控え目に吟味をしてみましょう。
Eight dollars a week or a million a year	週８ドルと年１００万ドル
--what is the difference?	―― その違いは何でしょうか。
A mathematician or a wit would give you the wrong answer.	数学者や知恵者に尋ねたら、誤った答えが返って来るでしょう。
The magi brought valuable gifts, but that was not among them.	東方の賢者は高価な贈り物を持ってきましたが、その中に答えはありませんでした。
This dark assertion will be illuminated later on.	何だか暗いことを申しましたが、ここで述べた言明は、後にはっきりと光り輝くことになるのです。
Jim drew a package from his overcoat pocket and threw it upon the table.	ジムはオーバーのポケットから包みを取り出すと、テーブルに投げ出しました。
"Don't make any mistake, Dell," he said, "about me.	「ねえデラ、僕のことを勘違いしないで。
I don't think there's anything in the way of a haircut or a shave or a shampoo that could make me like my girl any less.	髪型とか肌剃とかシャンプーとか、そんなもので僕のかわいい女の子を嫌いになったりするもんか。
But if you'll unwrap that package you may see why you had me going a while at first."	でも、その包みを開けたら、はじめのうちしばらく、どうして僕があんな風だったかわかると思うよ」
White fingers and nimble tore at the string and paper.	白い指がすばやく紐をちぎり紙を破りました。
And then an ecstatic scream of joy;	そして歓喜の叫びが上がり、
and then, alas! a quick feminine change to hysterical tears and wails,	それから、ああ、ヒステリックな涙と嘆きへと女性らしくすぐさま変わっていったのです。
necessitating the immediate employment of all the comforting powers of the lord of the flat.	いそいで、そのアパートの主人が必死になって慰めなければなりませんでした。
For there lay The Combs	包みの中には櫛（くし）が入っていたのです
--the set of combs, side and back,	―― セットになった櫛で、横と後ろに刺すようになっているものでした。
that Della had worshipped long in a Broadway window.	その櫛のセットは、デラがブロードウェイのお店の窓で、長い間あがめんばかりに思っていたものでした。
Beautiful combs, pure tortoise shell, with jewelled rims	美しい櫛、ピュアな亀甲でできていて、宝石で縁取りがしてあって
--just the shade to wear in the beautiful vanished hair.	―― 売ってなくなった美しい髪にぴったりでした。
They were expensive combs, she knew,	その櫛が高価だということをデラは知っていました。
and her heart had simply craved and yearned over them without the least hope of possession.	ですから、心のうちでは、その櫛がただもう欲しくて欲しくてたまらなかったのですけれど、実際に手に入るなんていう望みはちっとも抱いていなかったのです。
And now, they were hers,	そして、いま、この櫛が自分のものになったのです。
but the tresses that should have adorned the coveted adornments were gone.	けれども、この髪飾りによって飾られるべき髪の方がすでになくなっていたのでした。
But she hugged them to her bosom,	しかし、デラは櫛を胸に抱きました。
and at length she was able to look up with dim eyes and a smile and say:	そしてやっとの思いで涙で濡れた目をあげ、微笑んでこう言うことができました。
"My hair grows so fast, Jim!"	「わたしの髪はね、とっても早く伸びるのよ、ジム！」
And then Della leaped up like a little singed cat and cried,	そしてデラは火で焼かれた小猫のようにジャンプして声をあげました。
"Oh, oh!"	「きゃっ、そうだ！」
Jim had not yet seen his beautiful present.	自分がもらう美しい贈り物をジムはまだ見ていないのです。
She held it out to him eagerly upon her open palm.	デラは手のひらに贈り物を乗せ、ジムに思いを込めて差し出しました。
The dull precious metal seemed to flash with a reflection of her bright and ardent spirit.	貴金属の鈍い光は、デラの輝くばかりの熱心な気持ちを反射しているかのようでした。
"Isn't it a dandy, Jim?	「ねえ素敵じゃない？
I hunted all over town to find it.	町中を探して見つけたのよ。
You'll have to look at the time a hundred times a day now.	あなたの時計にこの鎖をつけたら、一日に百回でも時間を調べたくなるわよ。
Give me your watch.	時計、貸してよ。
I want to see how it looks on it."	この鎖をつけたらどんな風になるか見たいの」
Instead of obeying, Jim tumbled down on the couch and put his hands under the back of his head and smiled.	デラのこの言葉には従わず、ジムは椅子にどさりと腰を下ろし、両手を首の後ろに組んでにっこりと微笑みました。
"Dell," said he,	「ねえデラ。
"let's put our Christmas presents away and keep 'em a while.	僕達のクリスマスプレゼントは、しばらくの間、どこかにしまっておくことにしようよ。
They're too nice to use just at present.	いますぐ使うには上等すぎるよ。
I sold the watch to get the money to buy your combs.	櫛を買うお金を作るために、僕は時計を売っちゃったのさ。
And now suppose you put the chops on."	さあ、チョップを火にかけてくれよ」
The magi, as you know, were wise men	東方の賢者は、ご存知のように、賢い人たちでした
--wonderfully wise men	―― すばらしく賢い人たちだったんです
--who brought gifts to the Babe in the manger.	―― 飼葉桶の中にいる御子に贈り物を運んできたのです。
They invented the art of giving Christmas presents.	東方の賢者がクリスマスプレゼントを贈る、という習慣を考え出したのですね。
Being wise, their gifts were no doubt wise ones,	彼らは賢明な人たちでしたから、もちろん贈り物も賢明なものでした。
possibly bearing the privilege of exchange in case of duplication.	たぶん贈り物がだぶったりしたときには、別の品と交換をすることができる特典もあったでしょうね。
And here I have lamely related to you the uneventful chronicle of two foolish children in a flat	さて、わたくしはこれまで、つたないながらも、アパートに住む二人の愚かな子供たちに起こった、平凡な物語をお話してまいりました。
who most unwisely sacrificed for each other the greatest treasures of their house.	二人は愚かなことに、家の最もすばらしい宝物を互いのために台無しにしてしまったのです。
But in a last word to the wise of these days let it be said	しかしながら、今日の賢者たちへの最後の言葉として、こう言わせていただきましょう。
that of all who give gifts these two were the wisest.	贈り物をするすべての人の中で、この二人が最も賢明だったのです。
Of all who give and receive gifts, such as they are wisest.	贈り物をやりとりするすべての人の中で、この二人のような人たちこそ、最も賢い人たちなのです。
Everywhere they are wisest.	世界中のどこであっても、このような人たちが最高の賢者なのです。
They are the magi.	彼らこそ、本当の、東方の賢者なのです。
