I have said that he is the worst man in London, and I would ask you how could one compare the ruffian, who in hot blood bludgeons his mate, with this man,	さっき、ぼくはやつをロンドン1の悪党と言ったけど、かっとなって仲間を殴りたおしてしまうようなチンピラとは比べものにならないだろう？
who methodically and at his leisure tortures the soul and wrings the nerves in order to add to his already swollen money-bags?''	やつは金を唸らせているくせに、暇つぶしみたいなつもりで、計画的に人を苦しめるんだからね」
I had seldom heard my friend speak with such intensity of feeling.	ホームズのこれほどに感情的な喋り方を聞くのは珍しいことだった。
``But surely,'' said I, ``the fellow must be within the grasp of the law?''	「でもきっとさ、法律の力でなんとかなるんじゃないのか？」
``Technically, no doubt,	「理屈ではまったくそのとおり。
but practically not.	でも現実的には無理だ。
What would it profit a woman, for example, to get him a few months' imprisonment if her own ruin must immediately follow?	やつをほんの何ヶ月か牢にぶちこんでみても、たとえばある女性にとってはだな、やつが刑期を終えたとたん破滅するのは目に見えているじゃないか。
His victims dare not hit back.	被害者には反撃する気力もないよ。
If ever he blackmailed an innocent person, then indeed we should have him,	もしもやつが罪のない人間をゆすってくれれば、ぼくらにも手のうちようがある。
but he is as cunning as the Evil One.	でも、悪魔みたいにずるがしこいからね、そんなことはあるまいよ。
No, no, we must find other ways to fight him.''	だめだな、ぼくらはなにか違う手を探さないと」
``And why is he here?''	「で、なんでまたここに？」
``Because an illustrious client has placed her piteous case in my hands.	「それはね、ある高名な依頼人からこの件を任せられたからだよ。
It is the Lady Eva Blackwell, the most beautiful debutante of last season.	依頼人はレディ・エヴァ・ブラックウェル、昨シーズンに社交界にデビューした人の中ではいちばんきれいなひとだね。
She is to be married in a fortnight to the Earl of Dovercourt.	ドーヴァーコート伯爵と2週間後に結婚することになってる。
This fiend has several imprudent letters	ミルヴァートンのやつ、依頼人の軽率な手紙をいくつかおさえててね。
-- imprudent, Watson, nothing worse	軽率という程度にすぎないものなんだけど
-- which were written to an impecunious young squire in the country.	――無一文の若い田舎地主にあてた手紙なんだ。
They would suffice to break off the match.	婚約を破談にもちこむには十分だろう。
Milverton will send the letters to the Earl unless a large sum of money is paid him.	ミルヴァートンはその手紙を伯爵に送りつけるつもりなんだ、それがいやなら大金を支払え、とおどしをかけている。
I have been commissioned to meet him, and -- to make the best terms I can.''	ぼくはやつに会って、できるだけよい条件を引出すようにと言いつかったってわけだ」
At that instant there was a clatter and a rattle in the street below.	そのとき、下の通りからひづめとわだちの音が聞こえてきた。
Looking down I saw a stately carriage and pair, the brilliant lamps gleaming on the glossy haunches of the noble chestnuts.	見下ろしてみると二頭立ての立派な馬車が止まっており、街灯に明るく照らされて、みごとな栗毛の馬がつややかに輝いていた。
A footman opened the door, and a small, stout man in a shaggy astrakhan overcoat descended.	馬丁がドアを開けると、もこもこしたアストラカンコートを着こんだがっしりとした体つきの小男がおりてきた。
A minute later he was in the room.	そしてすぐに、その男が部屋に通されてきた。
Charles Augustus Milverton was a man of fifty, with a large, intellectual head,	チャールズ・オーガスタス・ミルヴァートンは50代の男で、その知能の高さを思わせる大きな頭の持ち主だ。
a round, plump, hairless face,	ふっくらとした丸顔で、はげあがっている。
a perpetual frozen smile, and two keen gray eyes, which gleamed brightly from behind broad, gold-rimmed glasses.	凍りついてしまったみたいにずっと笑顔を絶やさず、両の灰色の瞳は、金縁の大きな眼鏡の奥で明るくきらめいている。
There was something of Mr. Pickwick's benevolence in his appearance,	外見的にはなんとなくピクウィック氏（チャールズ・ディケンズ「ピクウィック・ペーパーズ」の主人公）の福々しさがあった。
marred only by the insincerity of the fixed smile and by the hard glitter of those restless and penetrating eyes.	凍りついたほほえみとあちこちと探るようにうごきまわる目つきがそれを裏切っていたが。
His voice was as smooth and suave as his countenance, as he advanced with a plump little hand extended, murmuring his regret for having missed us at his first visit.	顔つきと同じくものやわらかな声音で、先に訪問したときに会えなかったのは残念でしたとかなんとか言いながら、小さくてふっくりとした手をさしだした。
Holmes disregarded the outstretched hand and looked at him with a face of granite.	ホームズはその手を無視して、無表情にミルヴァートンの顔を見つめた。
Milverton's smile broadened, he shrugged his shoulders, removed his overcoat, folded it with great deliberation over the back of a chair,	ミルヴァートンはいっそうにこやかになり、肩をすくめ、脱いだコードを丁寧にたたんで椅子の背にかけた。
and then took a seat.	そして、自分も腰をおろした。
``This gentleman?''	「そちらのかたは？」
said he, with a wave in my direction.	と私のほうをみぶりで示しながら言う。
``Is it discreet? Is it right?''	「だいじょうぶなのですか？」
``Dr. Watson is my friend and partner.''	「ドクター・ワトスンは私の友人であり、パートナーでもあります」
``Very good, Mr. Holmes.	「けっこうです、ミスター・ホームズ。
It is only in your client's interests that I protested.	あなたの依頼人の利益のことを思っただけですよ。
The matter is so very delicate -- ''	ことはじつに微妙なところがありまして――」
``Dr. Watson has already heard of it.''	「ドクター・ワトスンはすでに聞き及んでおります」
``Then we can proceed to business.	「ではさっそくビジネスを進めましょう。
You say that you are acting for Lady Eva.	レディ・エヴァのために動いておられるということでしたね。
Has she empowered you to accept my terms?''	こちらの条件をのむ権限は任せられておられるのですか？」
``What are your terms?''	「そちらの条件とは？」
``Seven thousand pounds.''	「7,000ポンド」
``And the alternative?''	「さもなくば？」
``My dear sir, it is painful for me to discuss it,	「そうですな、そのことをお話するのは心苦しいばかりなのですが
but if the money is not paid on the 14th, there certainly will be no marriage on the 18th.''	――万一14日までにお支払い戴けなかった場合、18日の結婚式は中止になることでしょう」
His insufferable smile was more complacent than ever.	鼻持ちならない例のほほえみが、さらに得意そうに広がった。
Holmes thought for a little.	ホームズは少し考えてから答えた。
``You appear to me,'' he said, at last, ``to be taking matters too much for granted.	「どうやらそちらはことを大きく構えすぎておられるようですね。
I am, of course, familiar with the contents of these letters.	私は、もちろんその手紙の内容を存じております。
My client will certainly do what I may advise.	依頼人は、私のアドバイスどおりに行動することになるでしょう。
I shall counsel her to tell her future husband the whole story and to trust to his generosity.''	未来の夫に本当のことを打ち明けて、その寛大さにすがるように、とね」
Milverton chuckled.	ミルヴァートンはくすりと笑った。
``You evidently do not know the Earl,'' said he.	「なるほど、伯爵のことをご存知ないのですな」
From the baffled look upon Holmes's face, I could see clearly that he did.	ホームズの顔に影が差したのを見ると、明らかにホームズは知っているようだ。
``What harm is there in the letters?'' he asked.	「そんな手紙になんの危険がありましょうか」
``They are sprightly	「快活な
-- very sprightly,''	――たいへん快活な手紙ですからね」
Milverton answered.	ミルヴァートンは答えた。
``The lady was a charming correspondent.	「レディ・エヴァは魅力的な文通相手ですな。
But I can assure you that the Earl of Dovercourt would fail to appreciate them.	ですが、ドーヴァーコート伯爵にはその魅力をご理解いただけないと思いますよ。
However, since you think otherwise, we will let it rest at that.	なんにせよ、そちらは違うふうに考えておられるのですし、お話はこのへんで切り上げるとしましょう。
It is purely a matter of business.	これは純粋なビジネスなんです。
If you think that it is in the best interests of your client that these letters should be placed in the hands of the Earl, then you would indeed be foolish to pay so large a sum of money to regain them.''	伯爵の手にこの手紙をのせるのがなによりも依頼人にとって得だとお考えなのでしたら、実際、かくも大金を支払って取り帰そうとするのは頭の悪いことですしね」
He rose and seized his astrakhan coat.	そう言うと、ミルヴァートンは立ち上がってコートに手を伸ばした。
Holmes was gray with anger and mortification.	ホームズは怒りと屈辱で青ざめていた。
``Wait a little,'' he said.	「ちょっと待ってください。
``You go too fast.	結論を急ぎすぎておられますよ。
We should certainly make every effort to avoid scandal in so delicate a matter.''	こういう微妙なことがらについては、スキャンダルを防ぐために全力を尽すようにしたいものです」
Milverton relapsed into his chair.	ミルヴァートンはふたたび椅子に収まった。
``I was sure that you would see it in that light,''	「分かっていただけると確信しておりましたよ」
he purred.	と、ミルヴァートンは満足げに言った。
``At the same time,''	「と、同時に」
Holmes continued,	と、ホームズが続けて、
``Lady Eva is not a wealthy woman.	「レディ・エヴァが豊かな女性でないというのも間違いないことです。
I assure you that two thousand pounds would be a drain upon her resources,	お断りしておきますが、彼女の力では2,000ポンドが限界ですね。
and that the sum you name is utterly beyond her power.	ご指定の金額はそれをはるかに上回っております。
I beg, therefore, that you will moderate your demands, and that you will return the letters at the price I indicate,	そういうわけですから、すこし譲っていただいて、先に申し上げた額で手紙を渡していただけませんか。
which is, I assure you, the highest that you can get.''	お断りしておきますが、それ以上の額を手にするのは無理な望みというものですよ」
Milverton's smile broadened and his eyes twinkled humorously.	ミルヴァートンのほほえみが広がり、愉快そうに目をきらめかせた。
``I am aware that what you say is true about the lady's resources,'' said he.	「分かっておりますよ、彼女の資力についてはおっしゃるとおりでしょう。
``At the same time you must admit that the occasion of a lady's marriage is a very suitable time for her friends and relatives to make some little effort upon her behalf.	と同時に、貴婦人の結婚というものは、新婦の友人縁者にとって、新婦のためを思って多少の骨折りをいとわない、そんな機会だということもお忘れなく。
They may hesitate as to an acceptable wedding present.	結婚記念の贈り物にはなにがいちばんいいか、いろいろ気苦労があることでしょう。
Let me assure them that this little bundle of letters would give more joy than all the candelabra and butter-dishes in London.''	みなさんに、この手紙の束こそが、ロンドン中のどんな燭台とかバター皿よりも喜ばれるものだとお知らせしてもいいんですよ」
``It is impossible,''	「無茶をおっしゃらないでください」
said Holmes.	とホームズは言った。
``Dear me, dear me, how unfortunate!''	「いやはや、不幸なことです！」
cried Milverton, taking out a bulky pocketbook.	ミルヴァートンは叫びながら、膨らんだノートを取り出した。
``I cannot help thinking that ladies are ill-advised in not making an effort.	「ロンドンの貴婦人方は、努力を放棄せよという誤ったアドバイスを受けていると考えずにはいられませんな。
Look at this!''	これをごらんください！」
He held up a little note with a coat-of-arms upon the envelope.	と、封筒に紋章が入った短信を掲げて見せる。
``That belongs to well,	「この手紙は
perhaps it is hardly fair to tell the name until to-morrow morning.	――いや、明日の朝まで名前は伏せておいたほうがフェアというものかもしれませんな。
But at that time it will be in the hands of the lady's husband.	でも、そのときにはこの方のご主人の手にわたっているわけです。
And all because she will not find a beggarly sum which she could get by turning her diamonds into paste.	それもすべて、この貴婦人が自分のダイアモンドをひとつ、模造品にかえればすむくらいのはした金を準備しようとしないせいですよ。
It is such a pity!	まったく残念なことですな。
Now, you remember the sudden end of the engagement between the Honourable Miss Miles and Colonel Dorking?	ところで、ミス・マイルズ議員令嬢とドーキング大佐の婚約がとつぜん終わりを迎えたのは覚えておられますね？
Only two days before the wedding, there was a paragraph in the Morning Post to say that it was all off.	結婚式のほんの2日前のモーニングポストが、1段落ほどのスペースで扱っていましたが。
And why?	さて、なぜでしょう？
It is almost incredible, but the absurd sum of twelve hundred pounds would have settled the whole question.	おおよそ信じがたいことですが、200ポンドという馬鹿げた金額ですべて丸く収まっていたはずなのですよ。
Is it not pitiful?	残念なことではありませんか。
And here I find you, a man of sense, boggling about terms,	そしていまここで、あなたのような分別あるお方が条件についてぐずぐずしておられる。
when your client's future and honour are at stake.	依頼人の未来と名誉が危機にさらされているというのに。
You surprise me, Mr. Holmes.''	まったく驚きましたよ、ミスター・ホームズ」
``What I say is true,''	「ほんとうのことをお話しているのですがね」
Holmes answered.	とホームズは言った。
``The money cannot be found.	「そんな大金は用意できません。
Surely it is better for you to take the substantial sum which I offer	私が申し上げた金額で手を打たれたほうが賢明ではありませんか？
than to ruin this woman's career,	この女性の経歴に傷をつけるよりもね。
which can profit you in no way?''	そんなことをしてもなんの得にもなりません」
``There you make a mistake, Mr. Holmes.	「そこのところ、勘違いなさっておいでですな、ミスター・ホームズ。
An exposure would profit me indirectly to a considerable extent.	あるスキャンダルがあらわになったとします。
I have eight or ten similar cases maturing.	いま計画中の似たようなケースが8から10件ほどあります。
If it was circulated among them that I had made a severe example of the Lady Eva, I should find all of them much more open to reason.	私がレディ・エヴァに対して厳格な対応をしたという例が彼らの耳に入ってくれれば、私の仕事はもっともっとやりやすくなることでしょう。
You see my point?''	お分かりですか？」
Holmes sprang from his chair.	ホームズは椅子から飛びあがった。
``Get behind him, Watson!	「後ろにまわれ、ワトスン！
Don't let him out!	部屋から出すな！
Now, sir, let us see the contents of that notebook.''	さあ、そのノートを見せてもらいましょうか」
Milverton had glided as quick as a rat to the side of the room and stood with his back against the wall.	ミルヴァートンはねずみのようにすばしっこくたちまわり、壁を背にした。
``Mr. Holmes, Mr. Holmes,''	「ミスター・ホームズ、ミスター・ホームズ！」
he said, turning the front of his coat	ミルヴァートンは上着の前を返した。
and exhibiting the butt of a large revolver, which projected from the inside pocket.	内ポケットから大型のリボルバーがのぞいている。
``I have been expecting you to do something original.	「なにか独創的なことをやっていただけるものと期待しておったんですがね。
This has been done so often,	こんなのはありふれたやりくちですよ。
and what good has ever come from it?	うまくいきっこありませんて。
I assure you that I am armed to the teeth, and I am perfectly prepared to use my weapons,	私は完全武装ですし、遠慮なく武器を使わせていただきますよ。
knowing that the law will support me.	法律はこっちの味方ですからね。
Besides, your supposition that I would bring the letters here in a notebook is entirely mistaken.	それに、このノートに問題の手紙をはさんできたなんて、勘違いもはなはだしい。
I would do nothing so foolish.	そんな馬鹿なまねはしませんよ。
And now, gentlemen, I have one or two little interviews this evening, and it is a long drive to Hampstead.''	それではみなさん、今夜はまだ2、3約束がありますし、ハムステッドまでは遠い道のりですから、これで失礼いたしますよ」
He stepped forward, took up his coat, laid his hand on his revolver, and turned to the door.	ミルヴァートンは足を踏み出し、コートをとりあげて、リボルバーに手をかけたままドアの方に向き直った。
I picked up a chair, but Holmes shook his head, and I laid it down again.	私は椅子をすこし持ち上げたが、ホームズが首を横にふってみせたのでもとにもどした。
With a bow, a smile, and a twinkle, Milverton was out of the room,	ミルヴァートンは会釈し、微笑し、目をしばたかせると、部屋を出ていった。
and a few moments after we heard the slam of the carriage door and the rattle of the wheels as he drove away.	数分後、我々は彼の馬車が走り去っていくのを耳にした。
Holmes sat motionless by the fire,	ホームズは暖炉のそばにじっと座っていた。
his hands buried deep in his trouser pockets, his chin sunk upon his breast, his eyes fixed upon the glowing embers.	両手をズボンのボケットに深く突っこみ、あごを胸につけて、赤熱する燃えさしを見つめていた。
For half an hour he was silent and still.	半時間、そのまま何も言わずにいた。
Then, with the gesture of a man who has taken his decision, he sprang to his feet and passed into his bedroom.	それからなにかを心に決めたようなそぶりで椅子からはねおきると、ベッドルームに入っていった。
A little later a rakish young workman, with a goatee beard and a swagger, lit his clay pipe at the lamp before descending into the street.	その後すぐに、そこから、やぎひげをはやした小粋な若い労働者が出てきて、表に通じる階段を降りようとしたが、その前にランプでパイプに火をつけた。
``I'll be back some time, Watson,''	そして
said he, and vanished into the night.	「そのうちもどるよ、ワトスン」
I understood that he had opened his campaign against Charles Augustus Milverton,	ホームズはチャールズ・オーガスタス・ミルヴァートンに対する作戦を開始したのだ。
but I little dreamed the strange shape which that campaign was destined to take.	しかし、その作戦があのような形をとるとは夢にも思わなかった。
For some days Holmes came and went at all hours in this attire,	数日間、ホームズはいつ何時でもこの風体で出入りしていた。
but beyond a remark that his time was spent at Hampstead, and that it was not wasted, I knew nothing of what he was doing.	ハムステッドで活動していて、それがまったくの無駄ではなかったということは分かっていたが、それ以上はホームズが何をやっているのかまったく知らなかった。
At last, however, on a wild, tempestuous evening, when the wind screamed and rattled against the windows, he returned from his last expedition, and having removed his disguise he sat before the fire and laughed heartily	しかしながら、ついにあるひどい嵐の晩、風で窓ががたがたと音をたてていた晩に、ホームズは最後の遠征からもどってきて、変装を解いてしまってから暖炉の前に腰を下ろし、心から笑いだした。
in his silent inward fashion.	例の、静かで内向的なあの笑い方で。
``You would not call me a marrying man, Watson?''	「ぼくを結婚したがるような男だとは思ってなかっただろうね、ワトスン」
``No, indeed!''	「そりゃそうだよ！」
``You'll be interested to hear	「おもしろいと思わないか？
that I'm engaged.''	ぼくは婚約したんだよ」
``My dear fellow!	「なんとまあ！
I congrat -- ''	いや、おめで――」
``To Milverton's housemaid.''	「ミルヴァートンのメイドとね」
``Good heavens, Holmes!''	「なんだって、ホームズ！」
``I wanted information, Watson.''	「情報が欲しかったんだよ、ワトスン」
``Surely you have gone too far?''	「やりすぎだと思わないか？」
``It was a most necessary step.	「なにより必要なステップだったんだよ。
I am a plumber with a rising business,	ぼくは景気のいい配管工でね。
Escott, by name.	名前はエスコット。
I have walked out with her each evening, and I have talked with her.	毎晩彼女と散歩しておしゃべりしてたんだよ。
Good heavens, those talks!	まったく、あのおしゃべりときたら！
However, I have got all I wanted.	まあしかし、欲しかったものは揃った。
I know Milverton's house as I know the palm of my hand.''	ミルヴァートンの家のことはもう手に取るように分かっている」
``But the girl, Holmes?''	「けど、その娘はどうするんだね、ホームズ？」
He shrugged his shoulders.	ホームズは肩をすくめた。
``You can't help it, my dear Watson.	「やむをえないだろ、ワトスンくん。
You must play your cards as best you can when such a stake is on the table.	危機がこんなに迫っているときには最善の手を尽さないと。
However.	それにしても、
I rejoice to say that I have a hated rival, who will certainly cut me out the instant that my back is turned.	背を向けた瞬間に間違いなく切りつけてくるような憎らしい敵を相手にするのは楽しいものだね。
What a splendid night it is!''	今夜はじつにすばらしい夜だ！」
``You like this weather?''	「こんな天気が好きだっていうのか？」
``It suits my purpose.	「目的にあうからね。
Watson, I mean to burgle Milverton's house to-night.''	ワトスン、ぼくは今夜、ミルヴァートンの家に押し入るつもりだ」
I had a catching of the breath,	私は息を飲んだ。
and my skin went cold at the words, which were slowly uttered in a tone of concentrated resolution.	断固として決意した調子でゆっくりと紡ぎだされたその言葉を聞いたとたん、全身から血の気が引いていくのが分かった。
As a flash of lightning in the night shows up in an instant every detail of a wild landscape, so at one glance I seemed to see every possible result of such an action	稲光が広々とした景色を一瞬にして浮かび上がらせるように、その行為のもたらす結末がちらりと脳裏をかすめる
-- the detection, the capture, the honoured career ending in irreparable failure and disgrace, my friend himself lying at the mercy of the odious Milverton.	――発見され、捕らえられ、輝かしい経歴がとりかえしのつかない失敗と屈辱で幕を閉じ、ホームズ自身は憎むべきミルヴァートンのなすがままに横たわっている。
``For heaven's sake, Holmes, think what you are doing,''	「頼むからホームズ、何をやろうとしているのか考えてみてくれよ！」
I cried.	と私は叫んだ。
``My dear fellow, I have given it every consideration.	「ねえ、あらゆることを考えてみてのことなんだよ。
I am never precipitate in my actions, nor would I adopt so energetic and, indeed, so dangerous a course, if any other were possible.	ぼくはけっして軽率に動いたりはしないし、他に手があるんだったらこんな、疲れる上にまちがいなく危険だと分かっているような真似をしやしない。
Let us look at the matter clearly and fairly.	ことを偏りなくしっかりと検討してみよう。
I suppose that you will admit that the action is morally justifiable,	きみだって、これが道徳的に正しいことだとみとめてくれるよな。
though technically criminal.	理屈では犯罪だとしてもね。
To burgle his house is no more than to forcibly take his pocketbook	やつの家に押し入るといっても、あの手帳を奪ってくるだけのことなんだ
-- an action in which you were prepared to aid me.''	――あのとき、きみが手伝ってくれようとしたことだよ」
I turned it over in my mind.	私はそれを頭の中で検討してみた。
``Yes,'' I said,	「そうだね。
``it is morally justifiable	道徳的には正しい。
so long as our object is to take no articles save those which are used for an illegal purpose.''	ただ不正な目的に使われるものだけを持ち出すんであれば」
``Exactly.	「そのとおり。
Since it is morally justifiable, I have only to consider the question of personal risk.	道徳的に正しいことだからこそ、個人的に危険を冒してでもやってやろうと考えた。
Surely a gentleman should not lay much stress upon this, when a lady is in most desperate need of his help?''	淑女から切実に助けを求められているというのに、紳士たるもの傍観してていいわけないじゃないか？」
``You will be in such a false position.''	「それにしても、立場上まずいことになるぞ」
``Well, that is part of the risk.	「まあ、それも冒すべき危険のひとつだよ。
There is no other possible way of regaining these letters.	あの手紙をとりかえすにはそれしかないんだから。
The unfortunate lady has not the money, and there are none of her people in whom she could confide.	レディ・エヴァはあんな大金を持っていないし、相談できる相手もいない。
To-morrow is the last day of grace,	残された時間はあと1日。
and unless we can get the letters to-night, this villain will be as good as his word and will bring about her ruin.	今夜中に手紙が手に入らなければ、あの悪人は言葉どおりのことをやって依頼人を破滅させるだろう。
I must, therefore, abandon my client to her fate or I must play this last card.	というわけで、ぼくは依頼人をその運命の手に委ねるか、さもなくば最後のカードを切るしかない。
Between ourselves, Watson, it's a sporting duel between this fellow Milverton and me.	これはね、ワトスン、ミルヴァートンのやつとぼくとの堂々たる決闘なんだよ。
He had, as you saw, the best of the first exchanges,	きみが見たとおり、最初の手合わせでは向こうが完勝した。
but my self-respect and my reputation are concerned to fight it to a finish.''	でも、ぼくのプライドと名にかけて、最後まで戦いぬいてみせる」
``Well, I don't like it,	「うーん、あまり気に入らないけど。
but I suppose it must be,'' said I.	しかたなさそうだな。
``When do we start?''	いつからでかけようか？」
``You are not coming.''	「君はこなくていい」
``Then you are not going,'' said I.	「じゃあ、君は行かなくていい。
``I give you my word of honour -- and I never broke it in my life	――いままで一度だって破ったことはない
-- that I will take a cab straight to the police-station and give you away, unless you let me share this adventure with you.''	――この冒険をともにできないというのなら、ぼくは馬車をつかまえ警察署に駈けこんで、なにもかもしゃべってやる」
``You can't help me.''	「役に立ってもらえそうにないんだよ」
``How do you know that?	「どうしてそう言える？
You can't tell what may happen.	何が起きるかわからないじゃないか。
Anyway, my resolution is taken.	とにかく、ぼくはゆずらないよ。
Other people besides you have self-respect, and even reputations.''	プライドと名を重んじるのはきみだけじゃない」
Holmes had looked annoyed, but his brow cleared, and he clapped me on the shoulder.	ホームズは悩んだ目つきをしていたが、やがて眉を開いて私の肩を叩いた。
``Well, well, my dear fellow, be it so.	「わかったわかったワトスンくん、そうしよう。
We have shared this same room for some years, and it would be amusing if we ended by sharing the same cell.	何年か同じ部屋で暮らしてきた仲だ、同じ檻で果てるのも一興かもな。
You know, Watson, I don't mind confessing to you that I have always had an idea that I would have made a highly efficient criminal.	ねえワトスン、ここだけの話、ぼくはきわめて腕のいい犯罪者にだってなれたといつも思ってたんだ。
This is the chance of my lifetime in that direction.	その方面でのぼくの生き様をお目にかけるいい機会だよ。
See here!''	ほらこれ！」
He took a neat little leather case out of a drawer, and opening it he exhibited a number of shining instruments.	ホームズは引きだしから皮製のこぎれいな小型ケースを取りだすと、蓋をあけ、中のきらめく道具の数々を見せてくれた。
``This is a first-class, up-to-date burgling kit,	「第一級の最新式泥棒道具だよ。
with nickel-plated jemmy, diamond-tipped glass-cutter, adaptable keys,	ニッケル箔の金梃子に、ダイアモンドのガラス切りに、万能鍵。
and every modern improvement which the march of civilization demands.	文明の進歩にしたがって改良されてきた道具が他にもたくさん。
Here, too, is my dark lantern.	ぼくの覆いのついたランタンもここにある。
Everything is in order.	準備万端だ。
Have you a pair of silent shoes?''	てごろな靴はあるかい？
``I have rubber-soled tennis shoes.''	「ゴム底のテニスシューズがあるよ」
``Excellent!	「完璧だ。
And a mask?''	マスクは？」
``I can make a couple out of black silk.''	「黒絹から1組作れるよ」
``I can see that you have a strong, natural turn for this sort of thing.	「この種のことにはけっこう素質があるらしいね。
Very good, do you make the masks.	わかったよ、マスクを作っておいてくれ。
We shall have some cold supper before we start.	出かけるまえに軽く冷たい食事をとることにしよう。
It is now nine-thirty.	今9時30分だ。
At eleven we shall drive as far as Church Row.	11時にはチャーチ街につくようにする。
It is a quarter of an hour's walk from there to Appledore Towers.	そこからアップルドア・タワーズまで徒歩15分。
We shall be at work before midnight.	0時までには仕事にとりかかりたい。
