--whenever the wind blows	――風がふくところどこでも
--oh, that's very pretty!'	――うん、それってすっごくきれい！」
cried Alice, dropping the ball of worsted to clap her hands.	とアリスは叫んで、手を叩いたひょうしに毛糸玉を落としてしまいました。
`And I do so WISH it was true!	「これがホントに本当だったらいいのに！
I'm sure the woods look sleepy in the autumn, when the leaves are getting brown.	だって森は確かに、葉っぱが茶色くなる秋には眠そうに見えるもん。
`Kitty, can you play chess?	ねえ子ネコちゃん、おまえ、チェスはできる？
Now, don't smile, my dear,	こら、笑うんじゃない。
I'm asking it seriously.	まじめにきいてるんですからね。
Because, when we were playing just now, you watched just as if you understood it:	だってさっきチェスをしてたら、おまえ、いかにもわかるような顔して見てたじゃないの。
and when I said "Check!" you purred!	そしてあたしが『王手！（チェック！）』って言ったら、鳴いたでしょ！
Well, it WAS a nice check, Kitty, and really I might have won, if it hadn't been for that nasty Knight, that came wiggling down among my pieces.	ええ、たしかにうまい王手だったし、もうちょっとで勝つところだったんだけれど、あの意地悪なナイトがこっちの駒の間をぬってやってきたもんだから。
Kitty, dear, let's pretend--'	子ネコちゃん、ごっこ遊びをしましょうよ！」
And here I wish I could tell you half the things Alice used to say, beginning with her favourite phrase `Let's pretend.'	そしてここで、アリスがこの「ごっこ遊びをしましょうよ！」というお気に入りのせりふを皮切りに言いだすことの半分でも、みなさんに話せたらと思います。
She had had quite a long argument with her sister only the day before	すぐ前の日にも、お姉さんとかなり長いこと言い合いになりました
--all because Alice had begun with `Let's pretend we're kings and queens;'	――それというのもアリスが「ごっこ遊びをしましょうよ、お姉ちゃんとあたしで、王さまたちと女王さまたちになるの」と言い出したからで、
and her sister, who liked being very exact, had argued that they couldn't, because there were only two of them, and Alice had been reduced at last to say,	そのお姉さんはなんでも正確なのが好きだったので、それは無理だ、二人しかいないのにそんなたくさんにはなれない、と言ったからで、言い争ったあげく、ついにアリスがゆずってこう言いました。
`Well,	「わかった。
YOU can be one of them then,	じゃあお姉ちゃんははだれか一人になればいいわよ。
and I'LL be all the rest.'	残りはぜんぶあたしがなるから」。
And once she had really frightened her old nurse by shouting suddenly in her ear,	そして一度なんかアリスは、こんなことを言って年寄りの乳母さんを本当にこわがらせたものでした。
`Nurse!	「乳母さん！
Do let's pretend	ねえ、ごっこ遊びをしましょうよ！
that I'm a hungry hyaena, and you're a bone.'	あたしがおなかのへったハイエナになって、乳母さんは骨ね！」
But this is taking us away from Alice's speech to the kitten.	が、子ネコ相手のアリスの話からちょっと脱線しましたね。
`Let's pretend	「ごっこ遊びをしましょう！
that you're the Red Queen, Kitty!	あなたが赤の女王さまよ、子ネコちゃん！
Do you know,	知ってる？
I think if you sat up and folded your arms, you'd look exactly like her.	あなたがちゃんと起きあがって腕組みしたら、赤の女王さまそっくりになると思うのよ。
Now do try, there's a dear!'	さ、やってごらんなさいな、いい子だから！」
And Alice got the Red Queen off the table, and set it up before the kitten as a model for it to imitate:	そしてアリスはテーブルから赤の女王をとって、子ネコの前に見本として置きました。
however, the thing didn't succeed,	でも、うまくいきません。
principally, Alice said, because the kitten wouldn't fold its arms properly.	アリスに言わせると、それは子ネコがちゃんと腕組みしないからだそうです。
So, to punish it, she held it up to the Looking-glass, that it might see how sulky it was	そこで罰として、アリスはネコを鏡の前に持ち上げて、そのむくれぶりを自分で見られるようにしてやりました
--`and if you're not good directly,' she added, `I'll put you through into Looking-glass House.	――「そしておまえがすぐにいい子にならなかったら、向こうの鏡の国のおうちに入れちゃうぞ。
How would you like THAT?'	それでもいいの？
`Now,	どう？
if you'll only attend, Kitty, and not talk so much, I'll tell you all my ideas about Looking-glass House.	さて、あなたがちゃんと聴いてるならね、子ネコちゃん、そしておしゃべりしないでいられたら、鏡のおうちについてのあたしの考えを、ぜーんぶ話してあげますからねー。
First, there's the room you can see through the glass	まず鏡ごしに見えるお部屋があるでしょ
--that's just the same as our drawing room, only the things go the other way.	――あれはうちの書斎とまるっきり同じだけど、でもなんでも逆になってるのね。
I can see all of it when I get upon a chair	いすに登ったら、全部見えるのよ
--all but the bit behind the fireplace.	――ただし暖炉の向こうのとこ以外はだけど。
Oh!	あーあ、
I do so wish I could see THAT bit!	そこんとこも見られたらいいのになぁ！
I want so much to know whether they've a fire in the winter:	向こうにも冬には火が入ってるのか、すっごく知りたいの。
you never CAN tell, you know, unless our fire smokes, and then smoke comes up in that room too	だってぜったいにわかんないんですもん、ただしこっちの火が煙をたてたら、向こうの部屋でも煙があがるけど
--but that may be only pretence, just to make it look as if they had a fire.	――でもそれって、ふりをしてるだけかもしれないでしょ、火があるように見せかけてるだけで。
Well then, the books are something like our books, only the words go the wrong way;	それとね、本はこっちの本と似てるけど、でもことばが逆向きになってるの。
I know that,	知ってるんだ。
because I've held up one of our books to the glass, and then they hold up one in the other room.	だって、本を一冊鏡に向けてみたら、向こうでも一冊こっちに向けるんだもん。
`How would you like to live in Looking-glass House, Kitty?	鏡の国のおうちに住んでみたい？
I wonder if they'd give you milk in there?	あっちだとミルクがもらえるかしらね。
Perhaps Looking-glass milk isn't good to drink	鏡の国のミルクはあんまりおいしくないかも
--But oh, Kitty!	――でも、あら！
now we come to the passage.	ちょうど廊下のとこまでやってきましたよ。
You can just see a little PEEP of the passage in Looking-glass House, if you leave the door of our drawing-room wide open:	鏡の国のおうちでは、ほんのちょっとだけ廊下をのぞけるのよね、書斎のドアを思いっきり開いておくと。
and it's very like our passage as far as you can see, only you know it may be quite different on beyond.	それで、見えるはんいではこっちの廊下とそっくりなんだけど、でもその向こうはぜんぜんちがうかも。
Oh, Kitty! how nice it would be if we could only get through into Looking-glass House!	鏡の国のおうちのほうに、ぬけられたらホントに楽しいでしょうね、子ネコちゃん！ねえ？
I'm sure it's got, oh! such beautiful things in it!	もうぜったいに、すごくきれいなものがあると思うんだ！
Let's pretend there's a way of getting through into it, somehow,	なんか通り抜ける道があるつもりになりましょうよ。
Kitty.	ね、子ネコちゃん。
Let's pretend the glass has got all soft like gauze, so that we can get through.	鏡がガーゼみたいにふわふわになったつもりになって、通り抜けられることにしましょう。
Why, it's turning into a sort of mist now, I declare!	あらやだ、なんだか霧みたいなものになってきてるじゃない！
It'll be easy enough to get through--'	これなら簡単に通り抜けられるわ――」
She was up on the chimney-piece while she said this, though she hardly knew how she had got there.	こう言うアリスは暖炉の上にあがっていたのですが、自分でもどうやってそこまであがったのか、よくわかりませんでした。
And certainly the glass WAS beginning to melt away, just like a bright silvery mist.	そして確かに、鏡は本当に溶けだしていて、明るい銀色っぽい霧のようでした。
In another moment Alice was through the glass, and had jumped lightly down into the Looking-glass room.	次のしゅんかん、アリスは鏡を通りぬけて、ピョンッと鏡の国の部屋に飛びおりていました。
The very first thing she did was to look whether there was a fire in the fireplace,	まっ先にやったのは、暖炉に火が入っているかを確かめることでした。
and she was quite pleased to find that there was a real one, blazing away as brightly as the one she had left behind.	そして、本物の火が、後にしてきた部屋と同じくらい明るく輝いているのを見て、アリスはとてもうれしく思いました。
`So I shall be as warm here as I was in the old room,' thought Alice:	「これで前の部屋と同じくらいあったかでいられるわね。
`warmer, in fact, because there'll be no one here to scold me away from the fire.	いえ、もっとあったかくいられるわ、だってここではだれも、火に近寄りすぎてるって叱る人はいないし。
Oh, what fun it'll be, when they see me through the glass in here, and can't get at me!'	みんなが鏡ごしにこっちにいるあたしを見て、でもだれも捕まえられないの。楽しいだろうな！」
Then she began looking about, and noticed that what could be seen from the old room was quite common and uninteresting, but that all the rest was a different as possible.	それからアリスはあたりを見まわし始めましたが、もとの部屋から見えたものは、とっても見なれたつまらないものばかりだけれど、それ以外の部分はとことんちがっているのがわかりました。
For instance, the pictures on the wall next the fire seemed to be all alive, and the very clock on the chimney-piece	たとえば暖炉のとなりのかべにかかった絵は、どれも生きているみたいで、暖炉の上のすぐそこにある時計だって
(you know you can only see the back of it in the Looking-glass)	（ごぞんじのように、鏡の中では裏っかわしか見えないよね）
had got the face of a little old man, and grinned at her.	小さなおじいさんの顔をしていて、アリスににやっとしてみせます。
`They don't keep this room so tidy as the other,'	「こっちのお部屋は、むこうのほど片づいてないのね」
Alice thought to herself,	とアリスは思いました。
as she noticed several of the chessmen down in the hearth among the cinders:	炉端に燃えがらがころがって、そこにチェスの駒がいくつか転がっていたのが見えたからです。
but in another moment, with a little `Oh!' of surprise, she was down on her hands and knees watching them.	でも次のしゅんかん、「あら！」というオドロキの声とともに、アリスはよつんばいになってそれを見つめていました。
The chessmen were walking about, two and two!	チェスの駒が、それぞれ対になってうろうろ歩いているのです！
`Here are the Red King and the Red Queen,'	「こっちには赤の王さま（キング）と赤の女王さま（クイーン） ね」
Alice said	とアリスは言いました
(in a whisper, for fear of frightening them),	（ただしこわがらせるといけないので、ひそひそ声でね）。
`and there are the White King and the White Queen sitting on the edge of the shovel	「そしてあっちには白の王さま（キング）と白の女王さま（クイーン）が、シャベルのはしにすわってるわ
--and here are two castles walking arm in arm	――こっちではキャッスル二つがうでを組んで歩いてるし
--I don't think they can hear me,'	――どうもあたしのこと、聞こえないみたい」
she went on, as she put her head closer down,	と、もっと頭を近くまで下げました。
`and I'm nearly sure they can't see me.	「それに、あたしが見えないのはまちがいなさそう。
I feel somehow as if I were invisible--'	どうも目に見えなくなった感じ――」
Here something began squeaking on the table behind Alice,	そのとき何かがアリスの背後のテーブルでキイキイ声をあげはじめました。
and made her turn her head just in time to see one of the White Pawns roll over and begin kicking:	ふりかえるとちょうど、白のポーンが転がって足をバタバタさせだすところでした。
she watched it with great curiosity to see what would happen next.	これからどうなるんだろうと、アリスはわくわくしながらながめています。
`It is the voice of my child!'	「わが子の声がする！」
the White Queen cried out as she rushed past the King,	と白の女王さま（クイーン）は叫んで王さまの横をすごい勢いでかけぬけます。
so violently that she knocked him over among the cinders.	それが勢いよすぎて、王さま（キング）は灰の中につきたおされてしまいました。
`My precious Lily!	「かわいいリリーちゃんや！
My imperial kitten!'	高貴な子ネコちゃんや！」
and she began scrambling wildly up the side of the fender.	そして女王さま（クイーン）は、猛然と暖炉の囲いをよじのぼりだしました。
`Imperial fiddlestick!'	「高貴だかホウキだか知らんが！」
said the King, rubbing his nose, which had been hurt by the fall.	と王さま（キング）は、たおれたときにぶつけた鼻をさすっています。
He had a right to be a LITTLE annoyed with the Queen,	まあちょっとは女王さまに腹をたてるのも仕方ないでしょう。
for he was covered with ashes from head to foot.	だって王さまは頭のてっぺんからつま先まで、灰まみれになっちゃっていたのですから。
Alice was very anxious to be of use, and, as the poor little Lily was nearly screaming herself into a fit, she hastily picked up the Queen and set her on the table by the side of her noisy little daughter.	ぜひともお手伝いしたかったし、それにかわいそうなリリーちゃんが、ひきつけを起こしそうなほど泣き叫んでいたもので、アリスはいそいで女王さまをつまみあげると、テーブルの上のそうぞうしい赤ちゃん娘の横に置いてあげました。
The Queen gasped, and sat down:	女王さまは息をのんで腰をぬかしてしまいました。
the rapid journey through the air had quite taken away her breath and for a minute or two she could do nothing but hug the little Lily in silence.	空中を高速で移動したので、息がつけなくなって、しばらくはだまってリリーちゃんを抱きしめるばかりです。
As soon as she had recovered her breath a little, she called out to the White King, who was sitting sulkily among the ashes,	ちょっと息がつけるようになると、女王さまはすぐに、まだ灰の中でふくれっつらをしてすわっている白の王さま（キング）に呼びかけました。
`Mind the volcano!'	「火山にご注意を！」
`What volcano?'	「火山ってなんじゃ？」
said the King, looking up anxiously into the fire,	と王さまはいっしょうけんめい暖炉の炎をのぞきこみます。
as if he thought that was the most likely place to find one.	そこがいちばん火山の見つかりそうな場所だとでも言うように。
`Blew--me--up,'	「わたし――を――噴きとばし――た――やつ」
panted the Queen, who was still a little out of breath.	と女王さまは、まだ息をきらしていて、あえぎながら言いました。
`Mind you come up--the regular way--don't get blown up!'	「気をつけて――ふつうに上がってらして――噴きとばされないで！」
Alice watched the White King as he slowly struggled up from bar to bar, till at last she said,	アリスは、格子を一本ずつ苦労しながら登っていく白の王さまをながめていましたが、とうとうこう言いました。
`Why, you'll be hours and hours getting to the table, at that rate.	「まあ、そんな速さじゃテーブルにたどりつくまで、何時間かかるかわかりゃしない。
I'd far better help you, hadn't I?'	あたしがお手伝いしたほうがずっといいわ、よね？」
But the King took no notice of the question:	でも王さまはこの質問にぜんぜん反応しません。
it was quite clear that he could neither hear her nor see her.	王さまにはアリスが見えもしないし聞こえもしないのは、もうはっきりしていました。
So Alice picked him up very gently, and lifted him across more slowly than she had lifted the Queen,	そこでアリスは王さまを、とってもそっとつまみあげて、女王さまを持ち上げたときよりもゆっくりと運んであげました。
that she mightn't take his breath away:	あまり目を白黒させずにすむようにしてあげたかったからです。
but, before she put him on the table, she thought she might as well dust him a little,	でも、テーブルに置く前に、ついでだからちょっとほこりをはらってあげよう、と思いました。
he was so covered with ashes.	すごく灰まみれだったからです。
She said afterwards that she had never seen in all her life such a face as the King made, when he found himself held in the air by an invisible hand, and being dusted:	あとでアリスが話してくれたところでは、王さまは自分が目に見えない手で空中に持ち上げられて、ほこりを払われているときの王さまの顔つきといったら、生まれてこのかた見たこともないようなものだったそうです。
he was far too much astonished to cry out, but his eyes and his mouth went on getting larger and larger, and rounder and rounder, till her hand shook so with laughing that she nearly let him drop upon the floor.	叫びだすにはびっくりしすぎていましたが、目と口がどんどんあんぐりしてきて、どんどんまん丸くなっていって、アリスは笑って手がふるえてしまい、王さまをあやうく床に落としてしまうところでした。
`Oh! PLEASE don't make such faces, my dear!'	「まあおねがいだから、そんな顔しないでちょうだい！」
she cried out, quite forgetting that the King couldn't hear her.	とアリスは、王さまに聞こえないのも忘れて大声で言ってしまいました。
`You make me laugh so that I can hardly hold you!	「笑いすぎて、落としちゃいそうだわ！
And don't keep your mouth so wide open!	それと、口をそんなにあんぐり開けないの！
All the ashes will get into it	灰がぜんぶ入っちゃうじゃない
--there, now I think you're tidy enough!'	――よーし、これでなんとかきれいになったかな」
she added, as she smoothed his hair, and set him upon the table near the Queen.	とアリスは、王さまの髪をなでつけて、テーブルの女王さまの横に置いてあげました。
The King immediately fell flat on his back, and lay perfectly still:	王さまはすぐに背中からたおれこんで、まるで身動きせずに横たわっています。
and Alice was a little alarmed at what she had done, and went round the room to see if she could find any water to throw over him.	そしてアリスは、自分のしでかしたことにちょっと驚いて、王さまにかける水がないか、部屋の中をさがしまわりました。
However, she could find nothing but a bottle of ink,	でも、インキのビンしか見つかりません。
and when she got back with it she found he had recovered, and he and the Queen were talking together in a frightened whisper	そしてそれを持って戻ってきたら、もう王さまは回復したようで、女王さまとおびえたささやき声で話をしていました
--so low, that Alice could hardly hear what they said.	――ひそひそすぎて、アリスにもほとんど聞き取れないくらいです。
The King was saying,	王さまはこう言っていました。
`I assure, you my dear, I turned cold to the very ends of my whiskers!'	「いやまったく、わしはまちがいなく、ヒゲの先の先っぽまで凍りつく思いであったぞ！」
To which the Queen replied,	答えて女王さまいわく
`You haven't got any whiskers.'	「あなた、ひげなんかございませんでしょうに」
`The horror of that moment,' the King went on, `I shall never, NEVER forget!'	王さまはつづけます。
`You will, though,' the Queen said, `if you don't make a memorandum of it.'	「でも忘れますとも、ちゃんとメモっておかないと」
Alice looked on with great interest as the King took an enormous memorandum-book out of his pocket, and began writing.	アリスが興味津々（きょうみしんしん）で見ていると、王さまはすごくでっかいメモ帳をポケットから取りだして、書きはじめました。
A sudden thought struck her, and she took hold of the end of the pencil, which came some way over his shoulder, and began writing for him.	アリスはパッとひらめいて、王さまの肩ごしにかなりつきだしていた鉛筆のはしっこをつかまえると、王さまのかわりに書きはじめました。
The poor King look puzzled and unhappy,	かわいそうな王さまは、合点がいかないようすであまりうれしそうではありません。
and struggled with the pencil for some time without saying anything;	しばらく何も言わずに、鉛筆と格闘していました。
but Alice was too strong for him, and at last he panted out,	が、アリスが王さまよりも強すぎたので、ついに王さまは息がきれてしまいました。
`My dear!	「おまえ、
I really MUST get a thinner pencil.	わしゃどうあっても、もっと細い鉛筆を手に入れんと。
I can't manage this one a bit;	こいつはまるっきり言うことをきかん。
it writes all manner of things that I don't intend--'	わしの思ってもいないようなことをやたらに書きよる――」
`What manner of things?'	「というとどういうたぐいのこと？」
said the Queen, looking over the book	と女王さまは帳面をのぞきこみました
(in which Alice had put	（そこにアリスが書いたのは
`THE WHITE KNIGHT IS SLIDING DOWN THE POKER.	「白の騎士（ナイト）が火かき棒をすべりおりています。
HE BALANCES VERY BADLY')	バランスを取るのがとっても下手です」だった）。
`That's not a memorandum of YOUR feelings!'	「これはあなたの気持ちのメモじゃありませんわね！」
There was a book lying near Alice on the table,	テーブルの上、アリスのすぐ近くには本がころがっていました。
and while she sat watching the White King	そして白の王さま（キング）をすわってながめながら
(for she was still a little anxious about him, and had the ink all ready to throw over him, in case he fainted again),	（というのも、まだちょっとは王さまのことが心配で、また気絶したときのために、すぐにでもインキをかけられるようにはしてあったから）、
she turned over the leaves, to find some part that she could read,	アリスはページをめくって読めるところをさがしてみました。
`--for it's all in some language I don't know,'	「――だって、ぜんぶあたしの知らないへんなことばで書いてあるんだもん」
she said to herself.	とアリスはつぶやきます。
It was like this.	こんな具合でした。
YKCOWREBBAJ	ーキッォウバャジ
sevot yhtils eht dna ,gillirb sawT`	がちたマゲモオしりる（ゅし）俊、（じ）時ろそ（に）煮はれそ
ebaw eht ni elbmig dna eryg diD	頃るす（んねく）捩躯り（ぐわ）繰環てにりか幅
,sevogorob eht erew ysmim llA	りま（わき）極さしらじみのらトバョシボ
.ebargtuo shtar emom eht dnA	頃るめさほがラグト（ろい）漏居
She puzzled over this for some time, but at last a bright thought struck her.	アリスはしばらく首をかしげてしまいましたが、やっとひらめきました。
`Why,	「あ、そうか。
it's a Looking-glass book, of course!	もちろんこれ、鏡の国の本なのよ！
And if I hold it up to a glass, the words will all go the right way again.'	だから鏡に映してあげたら、ことばがまたちゃんとして見えるはず」
This was the poem that Alice read.	アリスが読んだのは、こんな詩でした。
JABBERWOCKY	ジャバウォッキー
'Twas brillig, and the slithy toves	それは煮（に）そろ時（じ）、俊（しゅ）るりしオモゲマたちが
Did gyre and gimble in the wabe;	幅かりにて環繰（わぐ）り躯捩（くねん）する頃
All mimsy were the borogoves,	ボショバトたちのみじらしさ極（きわ）まり
And the mome raths outgrabe.	居漏（いろ）トグラがほさめる頃
`Beware the Jabberwock, my son!	「息子よ、ジャバーウォックに用心せい！
The jaws that bite, the claws that catch!	噛みつく顎（あご）に、つかむ爪！
Beware the Jubjub bird, and shun	呪侮呪撫（ジュブジュブ）鳥にも警戒を、しておそかなき
The frumious Bandersnatch!'	犯駄酢那智（ばんだすなっち）をも避けよ！」
He took his vorpal sword in hand:	男子、ねれたる妖剣を手にとり
Long time the manxome foe he sought--	かねてより追い求めし恨髄（こんずい）の敵――
So rested he by the Tumtum tree,	そして男子は凡鼓（ぼこ）の木の傍らで休み
And stood awhile in thought.	しばし回想しつつ立ちつくす。
And as in uffish thought he stood,	そしてけそかき思いにふけるうちに
The Jabberwock, with eyes of flame,	炎の瞳のジャバーウォック
Came whiffling through the tulgey wood,	憂騒たる森中よりのそり出で
And burbled as it came!	呆拷（ほうごう）しつつ襲（おそ）じむる！
One, two!  One, two! And through and through	一撃二撃！ぐさり、またぐさり
The vorpal blade went snicker-snack!	ねれたる刃が舞い踊る！
He left it dead, and with its head	男子そやつを屠（ほふ）り頭を取りて
He went galumphing back.	闊歩大笑（かっぽたいしょう）して騎ち帰る。
`And has thou slain the Jabberwock?	「してジャバーウォックを仕留めたか？
Come to my arms, my beamish boy!	ほくれし息子よ、わが腕にまいれ！
O frabjous day!  Callooh!  Callay!'	嗚呼ゆるばしき日かな！億歳！兆歳！」
He chortled in his joy.	父は喜びに高笑い。
