SUN TZU ON THE ART OF WAR	孫子の兵法
2.  To secure ourselves against defeat lies in our own hands, but the opportunity of defeating the enemy is provided by the enemy himself.	２．負けない態勢を作ることはこちら側の問題です。敵を倒せる機会ができるかどうかは相手側の問題なのです。
3.  Thus the good fighter is able to secure himself against defeat,	３．つまり、いい戦士たちは負けない態勢を作ることはできますが、
but cannot make certain of defeating the enemy.	敵を倒す機会を作ることはできないのです。
4.  Hence the saying:	４．ですから
One may KNOW how to conquer without being able to DO it.	「敵を倒すやり方を知っている人も、それができるわけではない」
5.  Security against defeat implies defensive tactics;	５．負けない体勢というのは守備態勢のことです。
ability to defeat the enemy means taking the offensive.	敵を倒せる能力というのは攻撃に回るということです。
6.   Standing on the defensive indicates insufficient strength;	６．守りに回るというのは、そんなに強くはないということを示します。
attacking, a superabundance of strength.	攻撃するということは、圧倒的に強いということです。
7.  The general who is skilled in defense hides in the most secret recesses of the earth;	７．守りに長けた人は地中奥深くのいちばん隠れたところに身を隠します。
he who is skilled in attack flashes forth from the topmost heights of heaven.	攻撃に長けた人は天の高見から急襲するのです。
Thus on the one hand we have ability to protect ourselves;	つまり一方で防御の能力を持っていれば、
on the other, a victory that is complete.	もう一方には完全な勝利があるのです。
8.  To see victory only when it is within the ken of the common herd is not the acme of excellence.	８．一般の人たちに理解できる程度のものであった場合にしか勝利と見なさないようであれば、最高に優れているとはいえません。
9.  Neither is it the acme of excellence if you fight andconquer and the whole Empire says, "Well done!"	９．闘って相手を征服し、国中が「よくやった！」と誉めてくれても、やはり最高に優れているとはいえません。
10.  To lift an autumn hair is no sign of great strength;	１０．細くなった髪の毛を持ち上げても力持ちだということにはなりません。
to see the sun and moon is no sign of sharp sight;	太陽や月が見えたからといってことさら目がいいというわけではありません。
to hear the noise of thunder is no sign of a quick ear.	雷鳴が聞こえたからといって耳がいいというわけではありません。
11.  What the ancients called a clever fighter is one who not only wins, but excels in winning with ease.	１１．昔の人たちは優れた戦士のことを、ただ勝つだけでなく、いとも簡単に勝つところがすごいと言っていました。
12.  Hence his victories bring him neither reputation for wisdom nor credit for courage.	１２．というのも、そんな人の勝利は知恵を讃えられたり、勇気を賞賛されたりはしないからです。
13.  He wins his battles by making no mistakes.	１３．そのような人はミスを犯さずに戦いに勝ちます。
Making no mistakes is what establishes the certainty of victory,	ミスを犯さなければ、勝利は確かなものになります。
for it means conquering an enemy that is already defeated.	なぜなら敵を征服する前にもう勝ったことになっているからです。
14.  Hence the skillful fighter puts himself into a position which makes defeat impossible, and does not miss the moment for defeating the enemy.	１４．というのも、優れた兵士は負けることがあり得ない立場に身を置き、敵を倒せる瞬間を見逃したりはしないからです。
15.  Thus it is that in war the victorious strategist only seeks battle after the victory has been won, whereas he who is destined to defeat first fights and afterwards looks for victory.	１５．そんなわけで、勝利する軍の作戦を立てる人は、すでに勝ってしまってから戦争を始めますが、負けると決まっているような人はまず始めに戦って、その後から勝利を求めるのです。
16.  The consummate leader cultivates the moral law, and strictly adheres to method and discipline;	１６．立派なリーダーは徳の高い政治を敷き、秩序と規律を厳格に守ります。
thus it is in his power to control success.	だから勝利を収めるのも思うがままなのです。
17.  In respect of military method, we have, firstly, Measurement; secondly, Estimation of quantity; thirdly, Calculation; fourthly, Balancing of chances; fifthly, Victory.	１７．軍隊の運用についてわたしたちが見てきたのは、まず一番目には計ること、二番目には量を見積もること、三番目には計算すること、四番目にはチャンスをそれぞれ比べてみること、五番目には勝利することです。
18.  Measurement owes its existence to Earth;	１８．計るというのは、地面あってのことです。
Estimation of quantity to Measurement; Calculation to Estimation of quantity; Balancing of chances to Calculation; and Victory to Balancing of chances.	量を見積もるのは計ること、計算は数の見積もり、チャンスをそれぞれ比べてみることは計算、勝利はチャンスをそれぞれ比べてみることがあって成り立つのです。
19.  A victorious army opposed to a routed one, is as a pound's weight placed in the scale against a single grain.	１９．行軍してくる敵軍に向かい合った勝利する軍隊は、一粒の種と一緒に計りに乗せられた１ポンドの錘のようなものです。
20.  The onrush of a conquering force is like the bursting of pent-up waters into a chasm a thousand fathoms deep.	２０．相手を征服しようとする軍の突撃は、せき止められた水が決壊して六百フィートの谷になだれ込むのと似ています。
V.  ENERGY	五・勢い
1.  Sun Tzu said:	１．孫子は言いました。
The control of a large force is the same principle as the control of a few men:	「大軍を率いるのは、その原理は少人数を率いるのと同じです。
it is merely a question of dividing up their numbers.	ただその人数分けが問題になるだけなのです。
2.  Fighting with a large army under your command is nowise different from fighting with a small one:	２．軍を率いて人数の多い敵と戦うのは、少人数の敵と戦うのとほとんど違いはありません。
it is merely a question of instituting signs and signals.	号令や合図が問題になるだけです。
3.  To ensure that your whole host may withstand the brunt of the enemy's attack and remain unshaken	３．自軍が敵軍の猛攻に必ず耐えて、揺るがないでいられるようにすること。
- this is effected by maneuvers direct and indirect.	これは正攻法と奇襲の作戦行動によってできることです。
4.  That the impact of your army may be like a grindstone dashed against an egg - this is effected by the science of weak points and strong.	４．自軍の攻撃が卵に投げつけられた石のようであるのは、これは弱点と強みを研究したからこそなのです。
5.  In all fighting, the direct method may be used for joining battle,	５．どんな戦いでも、戦端を開くのには正攻法がとられるでしょう。
but indirect methods will be needed in order to secure victory.	しかし奇襲作戦は勝利を確実にするために必要とされるはずです。
6.  Indirect tactics, efficiently applied, are inexhausible as Heaven and Earth, unending as the flow of rivers and streams;	６．奇襲作戦を効果的に用いれば、さながら天と地のように疲れを知らず、また川が溢れたり流れるように無尽蔵に、
like the sun and moon, they end but to begin anew;	太陽と月のように沈んでもまた新たに昇り、
like the four seasons, they pass away to return once more.	四季の移り変わりのように去ってもまた舞い戻って来るようになるのです。
7.  There are not more than five musical notes, yet the combinations of these five give rise to more melodies than can ever be heard.	７．五つの音しかなくても、その五つが組合わされば聞いたこともないようなメロディーを奏でることにもなります。
8.  There are not more than five primary colors (blue, yellow, red, white, and black), yet in combination they produce more hues than can ever been seen.	８．五つの原色（青、黄色、赤、白、黒）しかなくても、組み合わせれば見たこともないような色合いになります。
9   There are not more than five cardinal tastes (sour, acrid, salt, sweet, bitter), yet combinations of them yield more flavors than can ever be tasted.	９．主な味覚は五つ（酸っぱさ、辛さ、塩辛さ、甘さ、苦さ）しかなくても、組み合わせればこれまでにない味わいを生み出すようになります。
10.  In battle, there are not more than two methods of attack	１０．戦闘中には二つの攻撃方法しかありません。
-  the direct and the indirect;	正攻法と奇襲です。
yet these two in combination give rise to an endless series of maneuvers.	それでもこの二つを組み合わせれば無限の作戦ができるのです。
