Though Lloyd had already arranged his year's work and attended the first lectures, he at once followed Paul's lead and went in for the natural sciences and especially for chemistry.	ロイドはその年の研究をすでに手配し終えており、また最初の講義に出席していたにも関わらず、ポールの誘導についていく形で、同時に自然科学、とくに化学へと進んだのだった。
Their rivalry soon became a noted thing throughout the university.	2人のライバル意識は大学中の話題になった。
Each was a spur to the other, and they went into chemistry deeper than did ever students before	お互いがお互いを駈りたてる形で、化学を、これまでどの学生も到達し得なかったほど深く修得した
--so deep, in fact, that ere they took their sheepskins they could have stumped any chemistry or "cow college" professor in the institution,	――事実その理解の深さは、卒業証書を受けるより前から、その機関にいたあらゆる化学教授たち――というか「田舎大学」教授たちが手を焼いていたほどだった。
save "old" Moss, head of the department,	ひとり「長老」モスという学部長をのぞいて。
and even him they puzzled and edified more than once.	そして、かれでさえも、2人に考えこませられ、啓発されることが1度ならずあったのだ。
Lloyd's discovery of the "death bacillus" of the sea toad, and his experiments on it with potassium cyanide, sent his name and that of his university ringing round the world;	ロイドの、シー・トードにおける「致死バチルス」に関する発見と、それについての青酸カリを用いた実験は、ロイドの名前とロイドのいた大学の名前を全世界に鳴り響かせた。
nor was Paul a whit behind when he succeeded in producing laboratory colloids exhibiting amoeba-like activities, and when he cast new light upon the processes of fertilization through his startling experiments with simple sodium chlorides and magnesium solutions on low forms of marine life.	ポールもまたそれにほとんど遅れをとることなく、アメーバ運動を展開する実験用コロイドの精製に成功し、純粋な塩化ナトリウムとマグネシウム溶液を用いた海洋環境の原型上での実験によって受精のプロセスに新たな光明を投げかけた。
It was in their undergraduate days, however, in the midst of their profoundest plunges into the mysteries of organic chemistry, that Doris Van Benschoten entered into their lives.	ところがまだ卒業する前、2人が有機化学の神秘に深く深く没頭していたころのこと、ドリス・ヴァン・ベンショーテンが2人の生活に入り込んできた。
Lloyd met her first, but within twenty-four hours Paul saw to it that he also made her acquaintance.	まずロイドが彼女に出会ったのだけど、それから24時間以内にポールもまたうまく彼女の面識を得ていた。
Of course, they fell in love with her, and she became the only thing in life worth living for.	もちろん、2人は恋に落ちて、彼女だけが日々生きる糧となった。
They wooed her with equal ardor and fire,	2人は同じほどの熱意と情熱をこめて彼女を口説いた。
and so intense became their struggle for her that half the student-body took to wagering wildly on the result.	彼女をめぐる2人の争いがとても激しくなってきたので、学生連中の半数がその結果に乱暴な賭けをやったほどだ。
Even "old" Moss, one day, after an astounding demonstration in his private laboratory by Paul, was guilty to the extent of a month's salary of backing him to become the bridegroom of Doris Van Benschoten.	「長老」モスでさえも、ある日、かれの個人研究室でポールがすごい実験をしてみせた後に、罪深くも給料1ヶ月分を、ポールがドリス・ヴァン・ベンスチョーテンの花婿になるほうに投じたのだった。
In the end she solved the problem in her own way,	しまいには、彼女が自分の手でその問題に決着をつけた。
to everybody's satisfaction except Paul's and Lloyd's.	それにみんなが満足した、ポールとロイド以外は。
Getting them together, she said that she really could not choose between them because she loved them both equally well;	ドリスは2人を一緒に呼んで言ったんだ、2人ともを同じくらいに愛しているから、どうしても1人を選ぶなんてできないって。
and that,	それからこうも言った。
unfortunately, since polyandry was not permitted in the United States she would be compelled to forego the honor and happiness of marrying either of them.	あいにく、アメリカでは一妻多夫制が認められていないから、どちらとも結婚するという喜びと幸せは諦めないとだめだって。
Each blamed the other for this lamentable outcome, and the bitterness between them grew more bitter.	この悲しい結末を2人はおたがいのせいにしあって、2人の仲はさらにひどいことなってしまった。
But things came to a head enough.	だけど、ついに衝突のときがやってきた。
It was at my home, after they had taken their degrees and dropped out of the world's sight, that the beginning of the end came to pass.	なんとぼくの家で、2人が卒業して世間の目から抜け出した後に、終わりの始まりがやってきたんだ。
Both were men of means, with little inclination and no necessity for professional life.	両人とも物持ちであり、職業人としての人生を送る意思なんてほとんどなかったし、だいいちそんな必要はまったくなかった。
My friendship and their mutual animosity were the two things that linked them in any way together.	ぼくの友情と、2人の間にある敵意とは、なんにせよ2人を繋げていたものだった。
While they were very often at my place, they made it a fastidious point to avoid each other on such visits,	ぼくの家に入り浸っていた頃、2人はそうやって訪ねてきつつも相方を避けるのに細心の注意を払っていた。
though it was inevitable, under the circumstances, that they should come upon each other occasionally.	あの状況では2人が偶然に出くわしてしまうのは避けられなかったのだけれども。
On the day I have in recollection, Paul Tichlorne had been mooning all morning in my study over a current scientific review.	記憶に残るあの日、ポール・ティックローンは午前中ずっと、ぼくの書斎で現代科学の展望をぼんやりと考えていた。
This left me free to my own affairs, and I was out among my roses when Lloyd Inwood arrived.	おかげでぼくは思うままに自分の仕事を片付けることができたんだけど、外に出てバラの世話をしていたところに、ロイド・インウッドが訪ねてきたんだ。
Clipping and pruning and tacking the climbers on the porch, with my mouth full of nails, and Lloyd following me about and lending a hand now and again,	口一杯に鋲をくわえたぼくは、玄関の蔦を切ったり鋲留めしたりし、ロイドはぼくに付き添ってときどき手を貸してくれた。
we fell to discussing the mythical race of invisible people,	やがて、ぼくらは不可視の人々という神話的な種族について議論をはじめた。
that strange and vagrant people the traditions of which have come down to us.	言い伝えにある、未知のさすらい人たち。
Lloyd warmed to the talk in his nervous, jerky fashion, and was soon interrogating the physical properties and possibilities of invisibility.	ロイドは、例によって神経質でぎくしゃくした感じはするけど穏やかな口ぶりで、すぐに、目に見えないということの物理的な性質と実現性を問いただした。
A perfectly black object, he contended, would elude and defy the acutest vision.	完全に黒い物体は、もっとも鋭い視力をもってしても捕らえられないのだ。
"Color is a sensation,"	「色は一種の感覚なんだ」
he was saying.	ロイドは言っていた。
"It has no objective reality.	「そこに客観的なリアリティはない。
Without light, we can see neither colors nor objects themselves.	光がないと、ぼくらには色も物体そのものも見えなくなる。
All objects are black in the dark, and in the dark it is impossible to see them.	あらゆる物体が暗闇では黒く、暗闇ではそれを目にすることが不可能なんだ。
If no light strikes upon them, then no light is flung back from them to the eye, and so we have no vision-evidence of their being."	もし物体に光があたっていなければ、物体から目に投げ返される光もなく、だから、ぼくらはその存在を視覚的に証明できない」
"But we see black objects in daylight,"	「だけど、ひなたでも黒い物体は見えるじゃないか」
I objected.	と、ぼくは反論した。
"Very true,"	「そのとおり」
he went on warmly.	ロイドはおだやかに続けた。
"And that is because they are not perfectly black.	「それは、その黒さが完全なものではないからだよ。
Were they perfectly black, absolutely black, as it were, we could not see them	完全に黒ければ、絶対黒と言おうか、とにかくそれはぼくらには見えなくなるんだ
--ay, not in the blaze of a thousand suns could we see them!	――そう、千の太陽に照らされたって、ぼくらには見えまい！
And so I say, with the right pigments, properly compounded, an absolutely black paint could be produced	それから、的確な顔料を、適切に混ぜ合わせれば、絶対黒の塗料ができるはずだ。
which would render invisible whatever it was applied to."	この塗料を塗ればなんだって目に映らなくなるだろうね」
"It would be a remarkable discovery,"	「個性的な発見かもしれないな」
I said non-committally,	ぼくはあたりさわりのない言葉を使った。
for the whole thing seemed too fantastic for aught but speculative purposes.	だって、思索的なところばかりで、全体があんまり空想的すぎるもの。
"Remarkable!"	「個性的、か！」
Lloyd slapped me on the shoulder.	ロイドはぼくの肩を叩いた。
"I should say so.	「それだよ、それ。
Why, old chap, to coat myself with such a paint would be to put the world at my feet.	まったくねえ、ぼくを絶対黒で塗りたくれば、世界はぼくの言いなりになるかもしれないよ。
The secrets of kings and courts would be mine,	いろんなことが分かるようになるもの。
the machinations of diplomats and politicians, the play of stock-gamblers, the plans of trusts and corporations.	諸侯や宮廷の秘密も、外交屋や政治屋の陰謀も、株屋の詐欺も、トラストや法人の企画だって。
I could keep my hand on the inner pulse of things and become the greatest power in the world.	日々ぼくはものごとの内なる鼓動に手をさしのべ、世界中でもっとも強大な力を手にしようとしているんだ。
And I--"	それにぼくは――」
He broke off shortly, then added,	ロイドはちょっと言葉を切った。
"Well, I have begun my experiments, and I don't mind telling you that I'm right in line for it."	「ぼくはもう実験に取り掛かっているよ、きみにならば言ってもかまわない、ぼくは正しいラインをたどっている」
A laugh from the doorway startled us.	戸口から笑い声が聞こえてきて、ぼくらはびっくりした。
Paul Tichlorne was standing there, a smile of mockery on his lips.	そこにポール・ティックローンが、嘲笑を唇に浮かべて立っていた。
"You forget, my dear Lloyd,"	「見落としがあるよ、親愛なるロイドくん」
he said.	とポールが言った。
"Forget what?"	「見落としって、なんだよ？」
"You forget,"	「見落としているのさ」
Paul went on	ポールは続ける
--"ah, you forget the shadow."	――「いやはや、見落としているのだよ、影のことを」
I saw Lloyd's face drop, but he answered sneeringly,	ロイドは顔を落としたのがぼくには見えたけど、かれはにやにや笑いながら答えた。
"I can carry a sunshade, you know."	「ぼくは日よけを持ち運ぶことができるからね」
Then he turned suddenly and fiercely upon him.	そして、ロイドは急に勢いよくポールに向き直った。
"Look here, Paul, you'll keep out of this	「ほらごらん、ポール、きみはこの影の中に入らないでいられるんだろう？
if you know what's good for you."	もしなにが君の役に立つのか知ってるのならね」
A rupture seemed imminent, but Paul laughed good-naturedly.	決裂寸前、のように思えたのだけど、ポールは朗らかに笑った。
"I wouldn't lay fingers on your dirty pigments.	「ぼくの指をきみの小汚い顔料で近づけたくはないな。
Succeed beyond your most sanguine expectations, yet you will always fetch up against the shadow.	そのじつに楽天的な見とおしを越えることに成功したとしてもだね、影にぶつかってゆきづまるだろう。
You can't get away from it.	きみは影から逃れられないんだ。
Now I shall go on the very opposite tack.	そうそう、ぼくは正反対の方向から進めているよ。
In the very nature of my proposition the shadow will be eliminated--"	ぼくの見とおしとしてはまったく当然のことながら、影は消滅するだろう――」
"Transparency!"	「透明、か！」
ejaculated Lloyd, instantly.	即座にロイドが叫んだ。
"But it can't be achieved."	「だけど、そいつを達成するのは無理だ」
"Oh, no;	「うんうん、そうだね。
of course not."	そのとおりだよ」
And Paul shrugged his shoulders and strolled off down the briar-rose path.	とポールは肩をすくめて、茨のバラの小道をのんびりを歩み去っていった。
This was the beginning of it.	これがその始まりだった。
Both men attacked the problem with all the tremendous energy for which they were noted,	とほうもない精力で有名だった両人は、ともにそのすべてをこの問題に注ぎこんだ。
and with a rancor and bitterness	それにくわえて、怨恨やら悪意やらも。
that made me tremble for the success of either.	だからぼくはどちらかが成功してしまうのを恐れていた。
Each trusted me to the utmost, and in the long weeks of experimentation that followed I was made a party to both sides, listening to their theorizings and witnessing their demonstrations.	2人ともぼくを完全に信用していたから、両者との会合があってから数週間におよんだ実験のさなか、ぼくはそれぞれの理論を聞き、それぞれの実証を見せてもらえた。
Never, by word or sign, did I convey to either the slightest hint of the other's progress, and they respected me for the seal I put upon my lips.	ぼくは決して、言葉にも身振りにも、相手の進展のごくごくわずかなヒントすら与えなかったし、2人はぼくのそういう口の固さを認めていた。
Lloyd Inwood, after prolonged and unintermittent application, when the tension upon his mind and body became too great to bear, had a strange way of obtaining relief.	ロイドは、長々と作業しつづけた後、その緊迫状態が心身ともに耐えがたいほどのものになったとき、奇妙な方法で気晴らしをした。
He attended prize fights.	プライズファイトというか、ボクシングを見に行くことで。
It was at one of these brutal exhibitions, whither he had dragged me in order to tell his latest results,	それは粗暴な見世物の一種なんだけど、そこへ、最新の成果を教えると言ってぼくを引っ張っていったんだ。
that his theory received striking confirmation.	ロイド理論はめざましい確証を得た、と。
"Do you see that red-whiskered man?"	「あそこに赤い頬髯をした男が見えるだろ？」
he asked, pointing across the ring to the fifth tier of seats on the opposite side.	ロイドは、リングの向こう、反対側にある座席の5列目を指差しながら言った。
"And do you see the next man to him, the one in the white hat?	「それと、その隣にいるかれ、白い帽子の男は見えるかい？
Well, there is quite a gap between them, is there not?"	で、あの2人の間にはかなりの隔たりがあるね？」
"Certainly,"	「たしかに」
I answered.	と、ぼくは答えた。
"They are a seat apart.	「離れて座っている。
The gap is the unoccupied seat."	隔たり、というか空席があるよ」
He leaned over to me and spoke seriously.	ロイドはぼくの上にかがみこむと、真剣なようすで話しだした。
"Between the red-whiskered man and the white-hatted man sits Ben Wasson.	「赤い頬髯の男と白い帽子の男の間には、ベン・ワッソンが座っているんだ。
You have heard me speak of him.	あの男のこと、話したことがあったよな。
He is the cleverest pugilist of his weight in the country.	この国で最高のボクサーだよ、かれの階級ではね。
He is also a Caribbean negro, full-blooded, and the blackest in the United States.	それに、純血のカリブ系黒人で、アメリカじゃいちばん黒いな。
He has on a black overcoat buttoned up.	黒いオーバーを着て、ボタンを留めてる。
I saw him when he came in and took that seat.	ぼくはかれがやってきて、あの席に座るのを見かけたんだ。
As soon as he sat down he disappeared.	かれは腰を下ろしたとたん、見えなくなってしまった。
Watch closely;	じっと見ていてごらん、
he may smile."	微笑むかも」
I was for crossing over to verify Lloyd's statement, but he restrained me.	ぼくは立ってロイドが言ったことを確かめに行こうとしたんだけど、ロイドがぼくを席に引きもどした。
"Wait,"	「待つんだ」
he said.	と、ロイド。
I waited and watched,	ぼくは待ち、眺めた。
till the red-whiskered man turned his head as though addressing the unoccupied seat;	そのうちに赤い頬髯の男が、挨拶でもするように首を空席の方に向けた。
and then, in that empty space, I saw the rolling whites of a pair of eyes and the white double-crescent of two rows of teeth, and for the instant I could make out a negro's face.	すると、何もなかった空間に、ぎょろぎょろ動く両目の白と、2列の歯という二重の白い三日月が見え、そのときになって、ぼくはそこに1人の黒人の顔を見出すことができた。
But with the passing of the smile his visibility passed, and the chair seemed vacant as before.	でも、その笑顔が失われるとともにかれの可視性が失われると、その椅子は、以前のように空席のように見えた。
"Were he perfectly black, you could sit alongside him and not see him,"	「もしかれが完全に黒だったなら、隣に座っていても見えないだろうね」
Lloyd said;	と、ロイドは言った。
and I confess the illustration was apt enough to make me well-nigh convinced.	そして、ぼくは、この実例が十分な説得力のあるものだったことを素直に認めた。
I visited Lloyd's laboratory a number of times after that, and found him always deep in his search after the absolute black.	その後、ぼくはたびたびロイドの研究室を訪れたんだけど、そこでロイドは、いつも絶対黒の研究に没入していた。
His experiments covered all sorts of pigments, such as lamp-blacks, tars, carbonized vegetable matters, soots of oils and fats, and the various carbonized animal substances.	ロイドの実験はあらゆる種類の顔料、たとえばランプの汚れ、タール、炭になった野菜類、油脂の煤、さまざまな炭になった動物質などを使っていた。
"White light is composed of the seven primary colors,"	「白い光は七原色からなっている」
he argued to me.	ロイドはぼくにそう論じた。
"But it is itself, of itself, invisible.	「だけど白い光自体は、それだけでは見えない。
Only by being reflected from objects do it and the objects become visible.	物体が反射したものによってのみ、その物体は目に見えるようになる。
But only that portion of it that is reflected becomes visible.	だけど、反射されて見えるようになるものはほんの一部分にすぎないんだ。
For instance, here is a blue tobacco-box.	たとえばね、ここに青いたばこの箱がある。
The white light strikes against it, and, with one exception, all its component colors--violet, indigo, green, yellow, orange, and red--are absorbed.	白い光がこれにぶつかり、ひとつの例外を除いて、白い光を構成するすべての光――紫、藍、緑、黄、橙、赤――を吸収してしまう。
The one exception is BLUE.	その唯一の例外が、青なんだ。
It is not absorbed, but reflected.	吸収せずに、反射する。
Wherefore the tobacco-box gives us a sensation of blueness.	だから、このたばこの箱は青い感じをぼくらに与える。
We do not see the other colors because they are absorbed.	他の色は、一切吸収されてしまうから、ぼくらには見えない。
For the same reason grass is GREEN.	同じ理由で、草は緑。
The green waves of white light are thrown upon our eyes."	白い光にある緑の波だけが、ぼくらの目に投げ返されるわけだ」
"When we paint our houses, we do not apply color to them,"	「家にペンキを塗るときも、ぼくらは色を塗りつけているわけじゃない」
he said at another time.	と、別の機会にロイドは言った。
"What we do is to apply certain substances that have the property of absorbing from white light all the colors except those that we would have our houses appear.	「ぼくらがやっているのは、白い光から、家をこう見せたいと思う色以外の色をすべて吸収する性質のある特定の物質を塗りつける、ということ。
When a substance reflects all the colors to the eye, it seems to us white.	物質がすべての色を目に返してきた場合、それは白く見える。
When it absorbs all the colors, it is black.	すべての色を吸収した場合は、黒。
But, as I said before, we have as yet no perfect black.	でもね、前にも言ったとおり、ぼくらはいまだ完全なる黒を手にしたことはない。
All the colors are not absorbed.	すべての色が吸収されるわけじゃない。
The perfect black, guarding against high lights, will be utterly and absolutely invisible.	完全な黒は、光を完全にガードするから、なにをどうしたって見えないんだ。
Look at that, for example."	たとえば、あれをごらん」
He pointed to the palette lying on his work-table.	ロイドは作業机に広げられたパレットを指差した。
Different shades of black pigments were brushed on it.	異なる陰影の黒い顔料がとられている。
One, in particular, I could hardly see.	とりわけ、そのうちひとつはほとんど見えなかった。
It gave my eyes a blurring sensation,	どことなくおぼろな感じ。
and I rubbed them and looked again.	ぼくは目をこすり、もう一度見た。
"That,"	「そいつは」
he said impressively,	と、ロイドは感慨深げにいった。
"is the blackest black	「いちばん黒い黒だよ。
you or any mortal man ever looked upon.	きみが、いや、いかな生ける人々もこれまでに見たことがないほどの。
But just you wait, and I'll have a black so black that no mortal man will be able to look upon it	だが、待ってくれさえすれば、ぼくは、生ける人々に見ることあたわざるほどに黒い黒を作り出してみせる
--and see it!"	――見てろよ！」
On the other hand, I used to find Paul Tichlorne plunged as deeply into the study	その一方で、ポール・ティックローンも同じくらい深く自分の研究に没頭しているのも知っていた。
of light polarization, diffraction, and interference, single and double refraction, and all manner of strange organic compounds.	ポールが研究していたのは、光の偏光、回折、干渉、単屈折に二重屈折、それにありとあらゆる奇妙な有機化合物。
"Transparency:	「透明
a state or quality of body which permits all rays of light to pass through,"	――あらゆる光に通りすぎるのを認める物体の状態、あるいは性質」
he defined for me.	ポールはそう定義してみせた。
"That is what I am seeking.	「それがぼくの求めるものなんだ。
Lloyd blunders up against the shadow with his perfect opaqueness.	ロイドは、自らの完全なる不透明性ゆえに、影の問題にぶつかってまごついている。
But I escape it.	ぼくはそうじゃない。
A transparent body casts no shadow;	透明なものは影を落とさないし、
neither does it reflect light-waves	それに光波を反射することもない
--that is, the perfectly transparent does not.	――つまりね、完全に透明ってのはそういうことなんだ。
So, avoiding high lights, not only will such a body cast no shadow, but, since it reflects no light, it will also be invisible."	あらゆる光を回避するから、そうしたものは影を落とさないばかりでなく光も反射しないわけで、これもまた見えなくなるんだ」
We were standing by the window at another time.	まだ別のとき、ぼくらは窓のそばに立っていた。
Paul was engaged in polishing a number of lenses, which were ranged along the sill.	ポールはレンズ磨きをやっていて、そのたくさんのレンズが窓枠に沿って並べられていた。
Suddenly, after a pause in the conversation, he said,	ふいに、会話をひと休みしたあと、ポールが言った。
"Oh!	「あ！
I've dropped a lens.	レンズをひとつ落としてしまった。
Stick your head out, old man, and see where it went to."	ねえきみ、窓から顔を出して、どこに落ちたか探してくれないか？」
Out I started to thrust my head, but a sharp blow on the forehead caused me to recoil.	ぼくは窓の外に顔を出そうとしたけど、額にするどい衝撃が走って後退った。
I rubbed my bruised brow and gazed with reproachful inquiry at Paul, who was laughing in gleeful,	しかるような問いかけの眼差しをポールに向けながら、打った頭をなでていると、ポールはご機嫌な笑い声を上げた。
boyish fashion.	こどもみたいに。
"Well?"	「ん？」
he said.	ポールが言った。
"Well?"	「ん？」
I echoed.	ぼくが返した。
"Why don't you investigate?"	「調べてみろよ」
he demanded.	ポールが言った。
And investigate I did.	調べてみた。
Before thrusting out my head, my senses, automatically active, had told me there was nothing there,	外に顔を出す前、自動的に働いてくれるぼくの五感は、そこになにもないと告げていた。
that nothing intervened between me and out-of-doors, that the aperture of the window opening was utterly empty.	ぼくと戸外の間にはなんにもなくて、窓は全開にされているんだと。
I stretched forth my hand and felt a hard object, smooth and cool and flat,	手を伸ばすと、固くて、滑らかで、冷たくて、平べったい物体があった。
which my touch, out of its experience, told me to be glass.	この触感は、経験から、ガラスのそれだということが分かった。
I looked again, but could see positively nothing.	もう一度目を向けたけど、なにかがあるといった感じは見出せなかった。
"White quartzose sand,"	「白石英砂」
Paul rattled off,	ポールは早口に言った。
"sodic carbonate, slaked lime, cutlet, manganese peroxide	「炭酸ナトリウム、粉末石灰、骨肉、過酸化マンガン
--there you have it, the finest French plate glass,	――で、そこにあるのが、フランスの極上板ガラス。
made by the great St. Gobain Company, who made the finest plate glass in the world, and this is the finest piece they ever made.	セント・ゴバイン社製でね、この会社は世界でいちばんすばらしい板ガラスを作るところで、こいつはそのなかでも最高のできばえだ。
It cost a king's ransom.	そうとう金がかかったよ。
But look at it!	でもごらん、
You can't see it.	ぜんぜん見えないだろう？
You don't know it's there till you run your head against it.	頭をぶつけるまで、そこにあるって知らなかったんだから。
"Eh, old boy!	「そうとも！
That's merely an object-lesson	こいつは単なる実例だよ
--certain elements, in themselves opaque, yet so compounded as to give a resultant body which is transparent.	――ある種の分子類は、そういう分子自体からあいまいなんだけど、うまいこと混合することで、透けて見える合成物体を作り出すんだよ。
But that is a matter of inorganic chemistry, you say.	だけど、そう、これではまだ無機化学の問題にすぎない。
Very true.	君の言うとおりだよ。
But I dare to assert, standing here on my two feet, that in the organic I can duplicate whatever occurs in the inorganic.	まあしかし、あえて言わせてもらえば、無機物質において起きていることをそっくり有機物質において起こして見せるよ。
"Here!"	「ほら！」
He held a test-tube between me and the light,	とポールは、一本の試験管をぼくと光線との間にかざした。
and I noted the cloudy or muddy liquid it contained.	曇ったというか、濁ったというか、そんな感じの液体。
He emptied the contents of another test-tube into it, and almost instantly it became clear and sparkling.	ポールがその中身を別の試験管にうつしかえると、それはあっという間に透き通って、きらめき始めた。
"Or here!"	「それから、ほら！」
With quick, nervous movements among his array of test-tubes, he turned a white solution to a wine color, and a light yellow solution to a dark brown.	ポールはずらりと並んだ試験管の間をすばやくかつ慎重に動きまわりながら、白い溶液を葡萄色に、黄色い溶液を茶褐色に変化させた。
He dropped a piece of litmus paper into an acid,	ポールはリトマス紙を一切れ酸の中に落とした。
when it changed instantly to red,	すぐさまリトマス紙が赤く変色する。
and on floating it in an alkali it turned as quickly to blue.	そしてアルカリに浮かべると、リトマス紙はすぐに青く変色した。
"The litmus paper is still the litmus paper,"	「リトマス紙は依然としてリトマス紙である」
he enunciated in the formal manner of the lecturer.	と、ポールは講義調の堅苦しい言い方をした。
"I have not changed it into something else.	「ぼくは、このリトマス紙をなにか他のものに変化させたわけではない。
Then what did I do?	ではなにをやったのか？
I merely changed the arrangement of its molecules.	ただ単に、分子配列を変化させたにすぎないのだ。
Where, at first, it absorbed all colors from the light but red, its molecular structure was so changed that it absorbed red and all colors except blue.	はじめ、リトマス紙は赤以外のあらゆる色を吸収していたのだが、分子構造に変化が生じたため、青以外のあらゆる色を吸収するようになった。
And so it goes, ad infinitum.	時はたてども際限なく、ね。
Now, what I purpose to do is this."	さて、ぼくがやろうとしているのはこういうこと」
He paused for a space.	かれはここで間をおいた。
