"You are four minutes too slow.	「四分遅れている。
No matter.	大丈夫、
It's enough to mention the error.	遅れを確認しておけばいいんだ。
Now from this moment, twenty-nine minutes after eleven, A.M., this Wednesday, the 2nd of October, you are in my service."	今この瞬間、十月二日木曜日十一時二十九分になったら、君は私の従者だ。」
Phileas Fogg got up, took his hat in his left hand, put it on his head with an automatic motion, and went off without a word.	フィリアス・フォッグは立ち上がり、左手をあげて、機械のような感じで帽子を取って頭にのせ、何もいわずに出ていった。
Passepartout heard the street door shut once.	パスパルトゥーは通りに面したドアが閉まる音を聞いた。
It was his new master going out.	それは、彼の新しい主人が外出した音だった。
He heard it shut again.	再びドアが閉められる音がした。
It was his predecessor, James Forster,	それは彼の前任者、ジェームス・フォスターのものであった。
departing in his turn.	彼は回れ右をして出ていったのだ。
Passepartout remained alone in the house in Saville Row.	パスパルトゥーは、サヴィル街の屋敷にひとり取り残されたのである。
Chapter 2	..第二章：
In Which Passepartout Is Convinced That He Has  at Last Found His Ideal	パスパルトゥーがようやく理想の主人を見つけたと確信すること
"Faith,"	「間違いない。」
muttered Passepartout, somewhat flurried,	パスパルトゥーは呆気にとられた。
"I've seen people at Madame Tussaud's as lively as my new master!"	「前にマダム・タッソーの所で今度のご主人のような人を見たことがあったな。」
Madame Tussaud's "people," let it be said, are of wax, and are much visited in London.	マダム・タッソーの「人々」といわれるものは、ろう人形であり、ロンドンでは多くの人がマダム・タッソーろう人形館を訪問するのである。
Speech is all that is wanting to make them human.	その様は、まるで話をするのではないかとまで思うほどだ。
During his brief interview with Mr. Fogg, Passepartout had been carefully observing him.	フォッグ氏と話していたわずかの間に、パスパルトゥーは慎重に彼を観察していた。
He appeared to be a man	そしてパスパルトゥーは、フォッグ氏に関して以下のような意見を持った。
about forty years of age,	年の頃は四十くらいかな。
with fine, handsome features,	顔は上品でハンサムといった感じだな。
and a tall,	背は高い方だな。
well-shaped figure.	よく引き締まった体をしているな。
His hair and whiskers were light,	髪もひげもブロンドだ。
his forehead compact and unwrinkled,	小さくてしわのない額だな。
his face rather pale, his teeth magnificent.	顔はかなり青白くて、歯も立派だな。
His countenance possessed in the highest degree what physiognomists call "repose in action," a quality of those who act rather than talk.	人相学者たちがいうところの「動中の静」という感じがぴったりといった表情だなあ。
Calm and phlegmatic, with a clear eye,	静かで無表情で、すんだ目だな。
Mr. Fogg seemed a perfect type of that English composure	連合王国でよく見受けられる典型的なイギリス人といえるな。
which Angelica Kauffmann has so skillfully represented on canvas.	アンジェリカ・カウフマンがとても巧みに描いた肖像画を思い出させる風貌だなあ。
Seen in the various phases of his daily life, he gave the idea of being perfectly well-balanced,	ところで、彼の日常生活においていろんな状況で見られるように、フィリアス・フォッグは完璧にバランスがとれた考えを持っていた。
as exactly regulated as a Leroy chronometer.	それはまるで、ルノウがつくりあげたクロノメーターで管理されているようであった。
Phileas Fogg was, indeed, exactitude personified, and this was betrayed even in the expression ofhis very hands and feet;	実際、フォッグ氏は「精密さ」の権化といった感じであったし、そのことは氏の手足にまであらわれていた。
for in men, as well as in animals, the limbs themselves are expressive of the passions.	というのは、人にとっても、動物の四肢のように手足それ自身が内なる精神を表現しているからである。
He was so exact that he was never in a hurry, was always ready,	フォッグ氏は物事を非常に正確にこなすので、決して急ぐことはなかった。
and was economical alike of his steps and his motions.	なにしろ常に準備万端整えていて、動き・ステップともに全く無駄がないのだった。
He never took one step too many, and always went to his destination by the shortest cut.	彼は多くの段階を踏むことなく、いつも最短の道を通って目的を達成するのだった。
He made no superfluous gestures, and was never seen to be moved or agitated.	彼は余分な動きは決しておこなわず、憤慨したり煽動されたりすることもなかった。
He was the most deliberate person in the world, yet always reached his destination at the exact moment.	彼は世界で最も慎重な人ではあったが、いつも正確な瞬間に目的地に着くのであった。
He lived alone, and, so to speak, outside of every social relation;	フォッグ氏は孤独な人であり、（いずれ話すつもりだが）すべての社会的関係から外れていた。
and as he knew that in this world account must be taken of friction, and that friction retards, he never rubbed against anybody.	彼は、「この世界では社会的関係によって必ず摩擦が起こり、そのことによって物事は必ず遅れる」と悟っていたので、人とつきあおうとはしなかったのである。
As for Passepartout, he was a true Parisian of Paris.	一方パスパルトゥーは生粋のパリジャンであった。
Since he had abandoned his own country for England, taking service as a valet,	彼自身の国からイングランドへ去って以来、従者の仕事に従事してきた。
he had in vain searched for a master after his own heart.	しかし、目的にかなう人を捜して失敗しつづけていた。
Passepartout was by no means one of those pert dunces depicted by Mohliere, with a bold gaze and a nose held high in the air.	パスパルトゥーは決して、モリエールによって描写されたような、生意気で馬鹿げた人ではなかったので、じろじろと人を凝視したり、鼻で笑ったりすることはなかった。
He was an honest fellow,	彼は信頼できる人間だった。
with a pleasant face, lips a trifle protruding,	彼は唇が少し突き出たおもしろい表情をしていた。
soft-mannered and serviceable,	腰が低くて行儀が良く、何かと重宝な男であった。
with a good round head,	彼は丸い頭を持っていた。
such as one likes to see on the shoulders of a friend.	こんな頭が友達の肩の上にのっていたらいいなあと思える頭であった。
His eyes were blue, his complexion rosy,	その目は青く、顔色はバラ色であった。
his figure full and well-built, his body muscular, and his physical powers fully developed by the exercises of his younger days.	太ってはいたものの、若い頃の鍛錬によって、筋肉質でものすごい力を秘めている体を持っていた。
His brown hair was somewhat tumbled;	彼は茶色の髪をいくぶん倒していた。
for, while the ancient sculptors are said to have known eighteen methods of arranging Minerva's tresses, Passepartout was familiar with but one way of fixing his own:	古代の彫刻家は、ミネルヴァの長い髪を整える方法を十八も知っていたといわれているけれども、パスパルトゥーは、髪を整える方法をひとつしか知らなかった。
three strokes of a large-tooth comb completed his toilet.	大きな歯を持つ櫛で三回すけば、それで完成しているのだった。
It would be rash to predict how Passepartout's lively nature would agree with Mr. Fogg.	パスパルトゥーの活発な性向が、フォッグ氏のそれと調和するかどうかを考えるのはまだ早い。
It was impossible to tell whether the new servant would turn out as absolutely methodical as his master required.	パスパルトゥーが、主人が要求するような絶対的秩序を作り出せるかどうかを予測することは不可能である。
Experience alone could solve the question.	実際雇ってみないとそれは分からないだろう。
Passepartout had been a sort of vagrant in his early years, and now yearned for repose;	パスパルトゥーは、若い頃には一種の放浪者であったので、現在は休息状態にあこがれていた。
but so far he had failed to find it, though he had already served in ten English houses.	しかし、これまでイギリスで十軒もの家に勤めたのだが、それを見つけることができなかった。
But he could not take root in any of these;	つまり、どこの家にも根を張ることができなかったのである。
with annoyance, he found his masters invariably whimsical and irregular,	残念なことに、彼が今まで使えてきた主人は、ことごとく気まぐれであり、従って不規則な生活を強いられてしまったのだ。
constantly running about the country, or on the lookout for adventure.	つまり、いつも国じゅうを動きまわっていたり、冒険を志したりする人に仕えてしまったのである。
His last master, young Lord Longferry, Member of Parliament,	彼が最近仕えた主人、ロングスフェリー卿は、若い下院議員だった。
after passing his nights in the Haymarket taverns, was too often brought home in the morning on policemen's shoulders.	卿はいつもヘイマーケットの居酒屋で夜を過ごしており、朝になって警官が卿を肩に担いで、家につれてくることがたびたびあった。
Passepartout, desirous of respecting the gentleman whom he served, ventured a mild remark on such conduct;	パスパルトゥーは仕えた主人を尊敬したかったので、そのような行為を穏やかにいさめた。
but when it was ill-received, he took his leave.	しかし、そのことを悪いように受け取られたので、パスパルトゥーは暇をとったのだった。
Hearing that Mr. Phileas Fogg was looking for a servant, and that his life was one of unbroken regularity, that he neither traveled nor stayed from home overnight,	そうした中で、フィリアス・フォッグが従者を求めていることを聞き、そして彼の生活が完全な規則性そのものであること、旅行をしたり家の外で一夜を過ごしたりしない人であることを知ったのだ。
he felt sure that this would be the place he was after.	パスパルトゥーは、フォッグ氏こそ仕えるにふさわしい人と確信したのだ。
He presented himself, and was accepted,	そして自分自身をフォッグ氏に見せ、そして受け入れられた。
as has been seen.	以上の次第はすでに見てきたとおりである。
At half-past eleven, then, Passepartout found himself alone in the house in Saville Row.	十一時三十分を過ぎたとき、パスパルトゥーは自分がサヴィル街の屋敷にたったひとりでいることに気がついた。
He began its inspection without delay, scouring it from cellar to garret.	すぐに点検を始め、地下室から屋根裏部屋まで見てまわった。
So clean, well-arranged, solemn a mansion pleased him.	大変きれいで、整っていて、厳粛な邸宅であることを確認して、大満足だった。
It seemed to him like a snail's shell, lighted and warmed by gas, which sufficed for both these purposes.	カタツムリの殻のように見える邸宅は、ガスで明かりと暖房を十分にまかなうことができるようになっていた。
When Passepartout reached the second story he recognized at once the room which he was to inhabit,	パスパルトゥーは三階に上がってすぐに彼のために用意された部屋を見つけた。
and he was well satisfied with it.	彼はその部屋に満足した。
Electric bells and speaking-tubes afforded communication with the lower stories.	電鈴と伝声管が部屋に取り付けられていて、それによって下の部屋と会話することができるようになっていた。
On the mantel stood an electric clock, precisely like that in Mr. Fogg's bedchamber, both beating the same second at the same instant.	マントルピースの上にフォッグ氏の寝室にあるものと同じ電気時計が置いてあって、二つの時計は秒に至るまで同じ時刻を刻んでいた。
"That's good, that'll do,"	こりゃあいい所だ、
said Passepartout to himself.	とパスパルトゥーは考えた。
He suddenly observed, hung over the clock, a card	ふと彼は、時計の上に掛けられたカードに気づいた。
which, upon inspection, proved to be a program of the daily routine of the house.	よく見ると、そこにはこの家における毎日の日記が書かれていた。
It comprised all that was required of the servant,	カードには従者に要求されるすべてが書いてあった。
from eight in the morning, exactly at which hour Phileas Fogg rose, till half-past eleven, when he left the house for the Reform Club - all the details of service,	フォッグ氏は八時に起床し、十一時半にリフォーム・クラブへ出かけていくのだが、その間にたとえば以下のことをしなければならない。
the tea and toast at twenty-three minutes past eight,	八時二十三分　紅茶とトーストを持っていく。
the shaving-water at thirty-seven minutes past nine,	九時三十七分　ひげ剃り用のお湯を持っていく
and the toilet at twenty minutes before ten.	九時四十分　主人の髪の手入れ
Everything was regulated and foreseen that was to be done from half-past eleven A.M. till midnight, the hour at which the methodical gentleman retired.	カードには朝十二時半から夜十二時（これはかの規則正しい紳士が帰宅する時間である）までに起こることもすべて管理され、書いてあった。
Mr. Fogg's wardrobe was completely supplied and in the best taste.	フォッグ氏の衣装ダンスは完璧に整理され、素晴らしい趣味を見せていた。
Each pair of trousers, coat and vest bore a number, indicating the time of year and season at which they were in turn to be laid out for wearing.	ズボン・コート・ベストの各ペアには番号がふってあり、彼が年ごと、季節ごとに着ようとする順番をその数で示していた。
The same system was applied to the master's shoes.	靴にも同じ方法が使われていた。
In short, the house in Saville Row, which must have been a very temple of disorder and unrest under the illustrious but dissipated Sheridan, was cosiness, comfort and method idealized.	要するに、このサヴィル街の屋敷は、かつて名士ジュリダンの元では無秩序と争乱の殿堂であったに違いないのであろうが、今は快適で、理想的な住まいであった。
There was no study, nor were there books,	書斎や書物はなかった。
which would have been quite useless to Mr. Fogg;	というのは、フォッグ氏にはこういったものは必要なかったからだ。
for at the Reform Club two libraries, one of general literature and the other of law and politics, were at his service.	リフォーム・クラブには二つのライブラリーがあり、ひとつは一般的な文学を、もうひとつは法律と政治関連の本を集めていた。
A moderate-sized safe stood in his bedroom, constructed so as to defy fire as well as burglars;	手頃な大きさの金庫が寝室にあり、火と泥棒を寄せつけないようにしていた。
but Passepartout found neither arms nor hunting weapons anywhere.	見たところ、銃器のたぐいは見受けられなかった。
Everything betrayed the most tranquil and peaceful habits.	家の中すべてが、その主人の冷静かつ平和的な気質を表していた。
Having examined the house from top to bottom, he rubbed his hands, a broad smile spread over his features,	上から下まで屋敷を探索した後、パスパルトゥーは満足げにもみ手をして、満面の笑みを浮かべた。
and he said joyfully,	そしてこうつぶやいた。
"This is just what I wanted!	「これこそ俺が欲しかったものだ！
Ah, we shall get on together, Mr. Fogg and I!	きっとあの方と一緒にやっていけるだろう。
What a domestic and regular gentleman!	それにしても、なんて家庭的で、規則的な紳士なんだろう！
A real machine.	まさに機械だ。
Well, I don't mind serving a machine."	まあ、俺は機械に奉仕するくらい何でもないさ。」
Chapter 3	..第三章：
In Which a Conversation Takes Place Which Seems Likely to Cost Phileas Fogg Dearly	フィリアス・フォッグが高いコストを負担するであろう会話が始まること
Phileas Fogg, having shut the door of his house at half-past eleven,	フィリアス・フォッグは十一時半に屋敷のドアを出た。
and having put his right foot before his left five hundred and seventy-five times, and his left foot before his right five hundred and seventy-six times, reached the Reform Club,	左足の前に右足を五百七十五回踏みだし、右足の前に左足を五百七十六回踏みだしてリフォーム・クラブに到着した。
an imposing edifice in Pall Mall,	クラブはペル・メル街に建っており、素晴らしい大建築物であった。
which could not have cost less than three millions.	その建築費は少なくみても三百万ポンドはかかっていた。
He repaired at once to the dining-room,	フィリアス・フォッグはすぐに食堂へ行った。
the nine windows of which opened upon a tasteful garden, where the trees were already gilded with an autumn coloring;	食堂には趣がある庭のほうを向いた九つの窓があり、そこからすでに秋色に染まった木々が見えるのだった。
and took his place at the habitual table, the cover of which had already been laid for him.	食堂にはすでにセッティングをすませたフォッグ氏専用のテーブルが置かれていた。
His breakfast consisted of a side-dish, a broiled fish with Reading sauce, a scarlet slice of roast beef garnished with mushrooms, a rhubarb and gooseberry tart, and a morsel of Cheshire cheese,	フォッグ氏の食事メニューを紹介すると、オードブル、ボイルドフィッシュのリーディングソース風味、ローストビーフのスライス・マッシュルーム添え、大黄とグズベリのタルト、チェシャーチーズとなっている。
the whole being washed down with several cups of tea, for which the Reform is famous.	フォッグ氏はそれらすべてを、クラブでも評判の紅茶でもって流し込むのだった。
He rose at thirteen minutes to one, and walked towards the large hall,	フィリアス・フォッグは十二時四十七分に立ち上がり、大ホールの方へ歩いていった。
a sumptuous apartment adorned with lavishly framed paintings.	豪華なホールには、絵画が惜しげもなく飾られていた。
A porter handed him an uncut Times, which he proceeded to cut with a skill which betrayed familiarity with this delicate operation.	さて、ボーイに新しいタイムズを手渡されると、フィリアス・フォッグは慣れた手つきで慎重に封を切り、
The reading of this paper absorbed Phileas Fogg until a quarter before four,	三時四十五分までタイムズを読みつづけた。
while the Standard, his next task, occupied him till the dinner hour.	それから夕食の時間まではスタンダードを読むのが日課であった。
Dinner passed as breakfast had done, and Mr. Fogg reappeared in the reading-room and sat down to the Pall Mall at twenty minutes before six.	朝食と同じメニューの夕食を食べた後、フォッグ氏は再び読書室に行き、五時四十分に座るのだった。
Half an hour later several members of the Reform Club came in and drew up to the fireplace, where a coal fire was steadily burning.	三十分後、リフォーム・クラブのメンバーが読書室に入ってきて、石炭によって燃えつづけている暖炉の近くにやってきた。
They were Mr. Fogg's usual partners at whist:	彼らはフォッグ氏がホイストをするときのいつもの仲間であった。
Andrew Stuart, an engineer;	名前はアンドリュー・スチュアート（エンジニア）、
John Sullivan and Samuel Fallentin, bankers;	ジョン・サリヴァンとサミュエル・フラナガン（ともに銀行家）、
Thomas Flanagan, a brewer;	トーマス・フラナガン（醸造業者）、
and Gauthier Ralph, one of the Directors of the Bank of England	ゴージャー・ラルフ（イングランド銀行の取締役）。
- all rich and highly respectable persons, even in a club which comprises the princes of English trade and finance.	いずれも財産家であり、英国の産業界・金融界の巨頭で構成されるクラブの中でも別格扱いの人たちであった。
"Well, Ralph,"	「よう、ラルフ。」
said Thomas Flanagan,	トーマス・フラナガンが声をかけた。
"what about that robbery?"	「泥棒はどうなったんだい。」
"Oh,"	「ああ、イングランド銀行はお金を失うに違いない。」
