cried one of us,	ぼくたちの中から声があがった。
an Italian, whose face disappeared from view behind a huge black beard.	その人はイタリア人で、顔はふさふさした黒いあごひげにおおわれていた。
Miss Underdown had a fit of laughing:	アンダーダウン嬢は長いこと笑っていたよ。
"That gentleman is not exactly fair!"	「その人は金髪ではないですわね！」
"Then," I continued,	ぼくは続けた。
"we are bound to conclude that the criminal is the last on the list."	「これによって、ぼくたちはリストの最後に載っている人物こそが犯人であると結論できます。」
"Who is that?"	「それは誰ですの？」
"Monsieur Rozaine.	「ロゼーヌさんです。
Does any one know Monsieur Rozaine?"	誰か、ロゼーヌさんを知っている人はいますか？」
No one answered.	誰も答えなかった。
But Miss Underdown, turning to the silent young man whose assiduous presence by her side vexed me, said:	そのとき、アンダーダウン嬢は、そばで静かにしていた（ぼくはそのことにいらだっていた）青年の方を向いてこう言ったのだ。
"Well, Monsieur Rozaine, have you nothing to say?"	「ねえ、ロゼーヌさん、あなたなにか意見がございまして？」
All eyes were turned upon him.	全員が彼を注目した。
He was fairhaired!	彼はみごとな金髪だった！
I must admit I felt a little shock pass through me.	ぼくは少なからずショックを受けたことを認めるよ。
And the constrained silence that weighed down upon us showed me that the other passengers present also experienced that sort of choking feeling.	ぼくたちを襲った沈黙は、無言のうちに、みなが同じようにショックを受けていることを示していたんだ。
The thing was absurd, however, for, after all, there was nothing in his manner to warrant our suspecting him.	ばかばかしいことだけども、そのときは彼の立ち居振る舞いの中に、疑わしいところはなかったんだ。
"Have I nothing to say?"	「私に何を言えといわれるのですか？」
he replied.	彼は返事をした。
"Well, you see, realizing what my name was and the color of my hair and the fact that I am travelling by myself,	「あなたが言ったとおり、私の名前、髪の色、ひとり旅であること、以上の事実が明らかです。
I have already made a similar inquiry and arrived at the same conclusion.	私はすでに、同じことをして、同じ結論に達しました。
My opinion, therefore, is that I ought to be arrested."	従って、私の意見は、私は逮捕されるべきであると言うことです。」
He wore a queer expression as he uttered these words.	こう告げたときのロゼーヌはとても妙だった。
His thin, pale lips grew thinner and paler eyes were bloodshot.	唇が前よりも薄く、青白くなっていたし、普段は青白いはずの目が血走っていたんだ。
There was no doubt but that he was jesting.	ロゼーヌが冗談を言っていることは明らかだったけど、
And yet his appearance and attitude impressed us.	ぼくたちにはその表情や態度が気になった。
Miss Underdown asked, innocently:	アンダーダウン嬢は、なにげなくこう尋ねたんだ。
"But have you a wound?"	「ですが、傷は持っていらっしゃるのですか？」
"That's true," he said. "The wound is missing."	「ありがたいことに、傷は持っていません。」
With a nervous movement, he pulled up his cuff and uncovered his arm.	ロゼーヌ氏は神経質な感じで袖口をまくり上げて、腕をぼくたちに見せた。
But a sudden idea struck me.	しかし、そのときある考えがぼくの心に浮かんだ。
My eyes met Miss Underdown's:	ぼくの目がアンダーダウン嬢の目と合った。
he had shown his left arm.	ロゼーヌは左の腕を見せたのだ。
And, upon my word. I was on the point of remarking upon this,	ぼくはすぐに、そのことを指摘しようとした。
when an incident occurred to divert our attention.	だがそのとき、ある出来事が起きたんで、みんなの注意がそっちに行ってしまったんだ。
Lady Gerland, Miss Underdown's friend, came running up.	ジェラード嬢（アンダーダウン嬢の友人だよ）が走ってやってきた。
She was in a state of great agitation.	彼女はひどく動揺していた。
Her fellow- passengers crowded round her;	みんながその周りを囲んだ。
and it was only after many efforts that she succeeded in stammering out:	大変な努力の末に、どもりながらも彼女はこう言ったんだ。
"My jewels! . . . My pearls!	「私の宝石……私の真珠
. . . They've all been stolen!"	……全部盗まれたんです！」
No, they had not all been stolen, as we subsequently discovered;	その後ぼくたちが捜索したところによれば、全部が盗まれたわけではなかった。
a much more curious thing had happened:	だけど、もっと不思議なことがあったんだ。
the thief had made a selection!	泥棒はね、盗むものを選んでいたんだ。
From the diamond star, the pendant of uncut rubies, the broken necklaces and bracelets, he had removed not the largest but the finest, the most precious stones -- those,	ダイヤモンドの勲章や、ルビーのペンダント（それ自体は無事だった）や、ネックレスやブレスレット（それらは壊されていた）から、泥棒は、もっとも大きくて、美しくて、価値がある宝石だけを盗んでいったんだ。
in fact, which had the greatest value and at the same time occupied the smallest space.	それだけ持っていくんなら、値段は高いし、同時に、容積も小さくてすむからね。
The settings were left lying on the table.	台座は机の上に荒っぽく置かれていた。
I saw them,	ぼくはそれを見た。
we all saw them,	みんなも見ていたよ。
stripped of their gems like flowers from which the fair, bright-colored petals had been torn.	美しい色とりどりの花びらをちぎられた花みたいに、宝石が座金から抜き取られていたんだよ。
And to carry out this work, he had had, in broad daylight, while Lady Gerland was taking tea, to break in the door of the state-room in a frequented passage, to discover a little jewel-case purposely hidden at the bottom of a bandbox, to open it and make his choice!	この仕事を実行するためには、泥棒は、真っ昼間、ジェラード嬢がお茶を取りに行っている間に、よく人が通る廊下で個室のドアを壊して、バンドボックス［＃注一］の底に隠された小さな宝石箱を見つけて、それを開けて、宝石を選び出す、そういったことをすべてこなさなきゃいけなかったんだ。
We all uttered the same cry.	ぼくも含め、みんなが同じ言葉を叫んだ。
There was but one opinion among the passengers when the theft became known:	この泥棒行為が分かったとき、みんな同じことを考えたんだ。
it was Arsene Lupin.	これはアルセーヌ・ルパンの仕業だ。
And, indeed, the theft had been committed in his own complicated, mysterious, inscrutable . . .	確かに、窃盗行為は彼自身の手で複雑にされ、奇妙で不可解な事件になっていた……。
and yet logical manner,	けれど一方では、論理的なやり口だとぼくなんかは思ったね。
for we realized that, though it would have been difficult to conceal the cumbersome mass which the ornaments as a whole would have formed, he would have much less trouble with such small independent objects as single pearls, emeralds and sapphires.	扱いにくい飾り物を全部隠すのは難しいけれど、真珠やエメラルドやサファイアみたいな、小さいものだけ隠すんなら、そんなに難しくないんだ。
At dinner this happened:	夕食時に変化が起こった。
the two seats to the right and left of Rozaine remained unoccupied.	ロゼーヌの両隣の席は空席になっていた。
And, in the evening, we knew that he had been sent for by the captain.	そして夜になって、ぼくたちはロゼーヌが船長に呼ばれたことを知った。
His arrest, of which no one entertained a doubt, caused a genuine relief.	彼の逮捕（この頃にはみんな、彼がルパンだと信じていた）は、ぼくたちを安心させた。
We felt at last that we could breathe.	ついにぼくたちも呼吸ができるのだ。
We played charades in the saloon.	サロンでシャレード［＃注２］を楽しんだ。
We danced.	ダンスもした。
Miss Underdown, in particular, displayed an obstreperous gayety	アンダーダウン嬢は特に、ぼくに対して無理にでも明るく振る舞った。
which made it clear to me that, though Rozaine's attentions might have pleased her at first, she no longer gave them a thought.	ロゼーヌの心遣いは、最初は彼女の気をひいたんだろうが、もうそのことは頭になかった。
Her charm conquered me entirely.	ぼくは彼女の魅力にまいってしまった。
At midnight, under the still rays of the moon, I declared myself her devoted lover in emotional terms	真夜中になって、まだ月の光が残るなか、ぼくはアンダーダウン嬢に真摯な愛を告白した。
which she did not appear to resent.	それに対して怒った様子はみせなかったよ。
But, the next day, to the general stupefaction,	だが翌日、誰もが仰天することが起こった。
it became known that the charges brought against him were insufficient.	ロゼーヌに対する告訴がまだ不完全だったんだ。
Rozaine was free.	彼が釈放されたんだ。
It seemed that he was the son of a wealthy Bordeaux merchant.	ロゼーヌは、自分はボルドーに住む大商人の息子だと言明した。
He had produced paper's which were in perfect order.	そして、疑問の余地がない正規の書類を提出したんだ。
Moreover, his arms showed not the slightest trace of a wound.	それに、腕には両方とも傷の跡がなかったんだ。
"Papers, indeed!"	「書類は本物なんだろう。」
exclaimed Rozaine's enemies.	ロゼーヌの敵はこう言っていた。
"Birth-certificates!	「出生証明書！
Tush!	フン！
Why, Arsene Lupin can supply them by the dozen!	アルセーヌ・ルパンはそれくらい何ダースも提出できるさ！
As for the wound, it only shows that he never had a wound	傷のことか……傷がないのを見せたにすぎんね。
. . . or that he has removed its traces!"	あるいは、傷跡を消したんだろうよ！」
Somebody suggested that, at the time when the theft was committed, Rozaine -- this had been proved -- was walking on deck.	それに対して、盗みが行われた時間にロゼーヌはデッキを歩いていたんだ（このことは証明されていた）というものもいた。
In reply to this it was urged	それに対しては、こんな反論がなされた。
that, with a man of Rozaine's stamp, it was not really necessary for the thief to be present at his own crime.	ロゼーヌのような男なら、自分自身が働く盗みに立ち会う必要はないだろう。
And, lastly, apart from all other considerations, there was one point upon which the most sceptical hadnothing to say:	それにね、ほかのことはさておき、ロゼーヌを弁護する人たちが決して口にしないことが１つあった。
who but Rozaine was travelling alone, had fair hair, and was called by a name beginning with the letter R?	ロゼーヌ以外に、１人旅で、金髪で、Ｒで始まる名前の人がいるのか？
Who but Rozaine answered to the description in the wireless telegram?	ロゼーヌ以外に、無線電信の内容と一致する人がいるのか？
And when Rozaine, a few minutes before lunch, boldly made for our group,	昼食前に、ロゼーヌが大胆にもぼくたちのグループに近づいてきた。
Lady Gerland and Miss Underdown rose and walked away.	すると、ジェラード嬢とアンダーダウン嬢はすぐにグループを離れていったんだ。
It was a question of pure fright.	明らかに疑っていたんだ。
An hour later, a manuscript circular was passed from hand to hand among the staff of the vessel, the crew, and the passengers of all classes.	一時間後、手書きの告知が出て、船のスタッフ、船員、乗客全員にまわされた。
M. Louis Rozaine had promised a reward of ten thousand francs to whosoever should unmask Arsene Lupin or discover the possessor of the stolen jewels.	Ｍ・ルイス・ロゼーヌがこう提案したんだ。
"And if no one helps me against the ruffian,"	「もし、悪漢を見つけだす試みに賛成する人がいなければ、私が自分でやって見せます。」
said Rozaine to the captain,	とまで船長に言ったそうだ。
The contest between Rozaine and Arsene Lupin,	ロゼーヌ対アルセーヌ・ルパン。
or rather, in the phrase that soon became current, between Arsene Lupin himself and Arsene Lupin, was not lacking in interest.	興味が尽きない闘いだったよ。
It lasted two days.	闘いは二日間続いた。
Rozaine was observed wandering to right and left, mixing with the crew, questioning and ferreting on every hand.	ロゼーヌは至る所を見てまわり、船員に混じって、誰彼となく質問していた。
His shadow was seen prowling about at night.	夜になると、あたりをうろつく彼の影が見えていた。
The captain, on his side, displayed the most active energy.	あとに付き従う船長が一番張り切っていたね。
The Provence was searched from stem to stern, in every nook and corner.	アルスター号は舳先から船尾まで、あらゆるところが捜索された。
Every state-room was turned out, without exception, under the very proper pretext	すべての客室が対象になった。
that the stolen objects must be hidden somewhere -- anywhere rather than in the thief's own cabin.	盗まれた宝石は、泥棒自身の客室を除いてどこかに隠されていなければならない、というもっともな口実があったからね。
"Surely they will end by finding something?"	「これなら、なにか見つかるでしょうね？」
asked Miss Underdown.	アンダーダウン嬢があるときこう言ってきた。
"Wizard though he may be, he can't make pearls and diamonds invisible."	「どんな魔法使いだって、真珠やダイヤを見えなくすることはできませんものね。」
"Of course they will,"	「もちろん見つけるでしょう。」
I replied,	ぼくは言った。
"or else they will have to search the linings of our hats and clothes and anything that we carry about with us."	「もしそうならなければ、あの人たちはぼくたちの帽子や服の裏地とか、所持品をも捜索する必要がありますね。」
And, showing her my five-by-four Kodak,	そういっておいて、五×四型のコダック製カメラを彼女に見せた。
with which I never wearied of photographing her in all manner of attitudes,	彼女の姿勢や表情をいっぱい撮影しようと、飽くなき努力を費やしていたんだ。
I added, "Why, even in a camera no larger than this there would be room to stow away all Lady Gerland's jewels.	「たとえばこのカメラですが、ジェラード嬢の宝石をすべて隠すためにはこれで十分なくらいですよ。
You pretend to take snapshots	あなたは写真を撮るふりをします。
and the thing is done."	そして、すべてが終わるのです。」
"Still, I have heard say that every burglar always leaves a clew of some kind behind him."	「でも、泥棒はみんな現場に証拠を残すものだと聞いたことがありますわ。」
"There is one who never does:	「決してそうしない人が一人だけいます。
Arsene Lupin."	それがアルセーヌ・ルパンなのです。」
"Why?"	「なぜでしょう？」
"Why?	「『なぜでしょう？』と言われますか？
Because he thinks not only of the crime which he is committing, but of all the circumstances that might tell against him."	理由は、アルセーヌ・ルパンはこれから実行する盗みのことを考えるだけでなく、自分に不利な条件もすべて数え上げているからです。」
"You we're more confident at first."	「あなた、最初はもっと自身がおありでしたわ。」
"Ah, but I had not seen him at work then!"	「それは、ルパンの仕事を見たことがなかったからです。」
"And so you think . . . "	「それで、今は……。」
"I think that we are wasting our time."	「ぼくたちは、時間を無駄にしていると思いますね。」
As a matter of fact, the investigations produced no result whatever,	実際、調査の結果何も発見できなかった。
or, at least, that which was produced did not correspond with the general effort:	いや、少なくとも、あれだけ徹底した調査にはみあっていなかった。
the captain lost his watch.	船長の時計がなくなっていたんだ。
He was furious,	船長は怒っていたね。
redoubled his zeal,	さらに力を入れるようになった。
and kept an even closer eye than before on Rozaine, with whom he had several interviews.	以前よりロゼーヌを厳重に監視していたし、何回か会見を持ったりもした。
The next day, with a delightful irony, the watch was found among the second officer's collars.	だがその翌日、皮肉にも、時計は二等航海士のカラー入れから発見されたんだ。
All this was very wonderful, and pointed clearly to the humorous handiwork of a burglar,	すべては非常にすばらしく、泥棒のユーモラスな仕事ぶりを明瞭に示していた。
if you like, but an artist besides.	芸術家以外にはこんなふうにはしないだろうね。
He worked at his profession for a living, but also for his amusement.	アルセーヌ・ルパンにとって、泥棒という仕事は職業としてやるものだったけど、趣味としての側面もそこにはあったんだ。
He gave the impression of a dramatist	劇のような感じを、自分の仕事に与えていた。
who thoroughly enjoys his own plays and who stands in the wings laughing heartily at the comic dialogue and diverting situations which he himself has invented.	自分の脚本を楽しげに演じ、そでに控えて自分で演出した喜劇に笑い転げ、自分でつくり出した状況から目を背けさせるんだ。
He was decidedly an artist in his way;	ルパンはまさに、個性豊かな芸術家だった。
and, when I observed Rozaine, so gloomy and stubborn, and reflected on the two-faced part which this curious individual was doubtless playing, I was unable to speak of him without a certain feeling of admiration....	ぼくは、頑固にふさぎ込んでいるロゼーヌを見ていると、この奇妙な男が間違いなく持っているはずの二面性の影響を受けてしまって、ある種の賞賛なしには彼の話をすることができなかった……。
Well, on the night but one before our arrival in America, the officer of the watch heard groans on the darkest portion of the deck.	さて、アメリカに到着する一日前の夜、当直の船員が、デッキの一番暗いところでうなり声を聞いたそうだ。
He drew nearer, went up, and saw a man stretched at full length, with his head wrapped in a thick, gray muffler, and his hands tied together with a thin cord.	船員がうなり声の主に近寄っていくと、そこには頭を厚手の灰色マフラーで巻かれ、両腕を細いひもで縛られて倒れている男がいたんだ。
They unfastened his bonds, lifted him, and gave him a restorative.	船員は結び目をほどき、彼を助け起こして気付け薬を与えた。
The man was Rozaine.	男はロゼーヌだった。
Yes, it was Rozaine, who had been attacked in the course of one of his expeditions, knocked down, and robbed.	そう、ロゼーヌは捜索中に攻撃され、殴り倒されて、縛られていたのだ。
A visiting-card pinned to his clothes bore these words:	服に名刺が取り付けられていて、そこにはこう書いてあった。
"Arsene Lupin accepts M. Rozaine's ten thousand francs, with thanks."	アルセーヌ・ルパンは謹んでロゼーヌ氏の一万フランを頂戴いたします。
As a matter of fact the stolen pocket-book contained twenty thousand-franc notes.	実際に財布が盗まれていた。
Of course, the unfortunate man was accused of counterfeiting this attack upon his own person.	もちろん、この不運な男は自分自身への襲撃をねつ造したという告発も受けた。
But, apart from the fact that it would have been impossible for him to bind himself in this way, it was proved that the writing on the card differed absolutely from Rozaine's handwriting, whereas it was exactly like that of Arsene Lupin, as reproduced in an old newspaper which had been found on board.	だけどね、発見されたときみたいにきつく自分で自分を縛ることは不可能だったし、それとは別に、名刺の筆跡はロゼーヌのそれとはまったく違っていて、むしろアルセーヌ・ルパンの筆跡（船上で見つかった古新聞に載っていたんだ）と一致していることが証明されたんだ。
So Rozaine was not Arsene Lupin!	つまり、ロゼーヌはアルセーヌ・ルパンではなかったんだ！
Rozaine was Rozaine, the son of a Bordeaux merchant!	ロゼーヌはロゼーヌで、ボルドーの商人の息子だったのだ！
And Arsene Lupin's presence had been asserted once again and by means of what a formidable act!	そして、このような恐ろしい行為によって、アルセーヌ・ルパンの存在が再びよみがえってきたのだ！
Sheer terror ensued.	船中は恐怖に包まれた。
The passengers no longer dared stay alone in their cabins nor wander unaccompanied to the remoter parts of the ship.	乗客は、もう客室に一人でいたり、船の離れに単独でとどまっていたりはしなかった。
Those who felt sure of one another kept prudently together.	互いに大丈夫と確信した人同士で用心深く固まっていた。
